request_inter_arrival_delay,cdf
0.006890296936035156,0.001226993865030675
0.010938882827758789,0.00245398773006135
0.010967493057250977,0.0036809815950920245
0.011115312576293945,0.0049079754601227
0.01113438606262207,0.006134969325153374
0.011687994003295898,0.007361963190184049
0.011707305908203125,0.008588957055214725
0.011730670928955078,0.0098159509202454
0.011743545532226562,0.011042944785276074
0.011756181716918945,0.012269938650306749
0.011762380599975586,0.013496932515337423
0.01176595687866211,0.014723926380368098
0.01176762580871582,0.015950920245398775
0.01178288459777832,0.01717791411042945
0.011790990829467773,0.018404907975460124
0.01179647445678711,0.0196319018404908
0.011804342269897461,0.020858895705521473
0.011805295944213867,0.022085889570552148
0.011809825897216797,0.023312883435582823
0.011811971664428711,0.024539877300613498
0.011822700500488281,0.025766871165644172
0.011829853057861328,0.026993865030674847
0.011835813522338867,0.02822085889570552
0.011836528778076172,0.029447852760736196
0.011849164962768555,0.03067484662576687
0.011850118637084961,0.03190184049079755
0.011851310729980469,0.033128834355828224
0.011851310729980469,0.0343558282208589
0.011852502822875977,0.03558282208588957
0.011855125427246094,0.03680981595092025
0.011856555938720703,0.03803680981595092
0.011859893798828125,0.0392638036809816
0.011865377426147461,0.04049079754601227
0.011867761611938477,0.04171779141104295
0.011881828308105469,0.04294478527607362
0.01188516616821289,0.044171779141104296
0.011885881423950195,0.04539877300613497
0.011889934539794922,0.046625766871165646
0.011891841888427734,0.04785276073619632
0.011904716491699219,0.049079754601226995
0.011926412582397461,0.05030674846625767
0.011936426162719727,0.051533742331288344
0.011946678161621094,0.05276073619631902
0.011960268020629883,0.053987730061349694
0.01205754280090332,0.05521472392638037
0.0120697021484375,0.05644171779141104
0.012106180191040039,0.05766871165644172
0.012107372283935547,0.05889570552147239
0.012146472930908203,0.06012269938650307
0.012231111526489258,0.06134969325153374
0.012596845626831055,0.06257668711656442
0.01284170150756836,0.0638036809815951
0.01309657096862793,0.06503067484662577
0.014173030853271484,0.06625766871165645
0.014197826385498047,0.06748466257668712
0.014315605163574219,0.0687116564417178
0.014392375946044922,0.06993865030674846
0.01473689079284668,0.07116564417177915
0.015273094177246094,0.07239263803680981
0.01565265655517578,0.0736196319018405
0.01611948013305664,0.07484662576687116
0.01652216911315918,0.07607361963190185
0.016582250595092773,0.07730061349693251
0.017023324966430664,0.0785276073619632
0.017075061798095703,0.07975460122699386
0.017150163650512695,0.08098159509202454
0.017168760299682617,0.08220858895705521
0.0171968936920166,0.0834355828220859
0.017203092575073242,0.08466257668711656
0.017337322235107422,0.08588957055214724
0.01821136474609375,0.08711656441717791
0.01873493194580078,0.08834355828220859
0.01892852783203125,0.08957055214723926
0.019077301025390625,0.09079754601226994
0.021303415298461914,0.09202453987730061
0.022704124450683594,0.09325153374233129
0.023640155792236328,0.09447852760736196
0.025373458862304688,0.09570552147239264
0.025829076766967773,0.09693251533742331
0.027594804763793945,0.09815950920245399
0.028981447219848633,0.09938650306748466
0.031105995178222656,0.10061349693251534
0.03134441375732422,0.10184049079754601
0.03221917152404785,0.10306748466257669
0.034116506576538086,0.10429447852760736
0.036038875579833984,0.10552147239263804
0.03891181945800781,0.1067484662576687
0.03981161117553711,0.10797546012269939
0.04083371162414551,0.10920245398773006
0.04160952568054199,0.11042944785276074
0.0425257682800293,0.1116564417177914
0.04329657554626465,0.11288343558282209
0.044263362884521484,0.11411042944785275
0.04590153694152832,0.11533742331288344
0.047623634338378906,0.1165644171779141
0.04777979850769043,0.11779141104294479
0.0479731559753418,0.11901840490797547
0.04802966117858887,0.12024539877300613
0.04846978187561035,0.12147239263803682
0.04924273490905762,0.12269938650306748
0.04988694190979004,0.12392638036809817
0.05108475685119629,0.12515337423312883
0.05160808563232422,0.1263803680981595
0.051752328872680664,0.1276073619631902
0.05229830741882324,0.12883435582822086
0.05238842964172363,0.13006134969325153
0.05348539352416992,0.1312883435582822
0.05481696128845215,0.1325153374233129
0.05505967140197754,0.13374233128834356
0.055375099182128906,0.13496932515337423
0.05579352378845215,0.1361963190184049
0.05625438690185547,0.1374233128834356
0.056868553161621094,0.13865030674846626
0.05746769905090332,0.13987730061349693
0.0599207878112793,0.1411042944785276
0.061264991760253906,0.1423312883435583
0.06164669990539551,0.14355828220858896
0.061808109283447266,0.14478527607361963
0.06234121322631836,0.1460122699386503
0.06258106231689453,0.147239263803681
0.06260371208190918,0.14846625766871166
0.06261062622070312,0.14969325153374233
0.06263446807861328,0.150920245398773
0.06278085708618164,0.1521472392638037
0.06341028213500977,0.15337423312883436
0.06349754333496094,0.15460122699386503
0.0647428035736084,0.1558282208588957
0.06511306762695312,0.1570552147239264
0.06564497947692871,0.15828220858895706
0.06576204299926758,0.15950920245398773
0.06684422492980957,0.1607361963190184
0.0679473876953125,0.1619631901840491
0.06806635856628418,0.16319018404907976
0.06808662414550781,0.16441717791411042
0.06838250160217285,0.1656441717791411
0.06841802597045898,0.1668711656441718
0.06860566139221191,0.16809815950920245
0.06973648071289062,0.16932515337423312
0.07019448280334473,0.1705521472392638
0.07381820678710938,0.17177914110429449
0.07487082481384277,0.17300613496932515
0.07512116432189941,0.17423312883435582
0.07609033584594727,0.1754601226993865
0.0792379379272461,0.17668711656441718
0.0792851448059082,0.17791411042944785
0.08046412467956543,0.17914110429447852
0.0810403823852539,0.18036809815950922
0.08119654655456543,0.18159509202453988
0.08245110511779785,0.18282208588957055
0.0831308364868164,0.18404907975460122
0.08327198028564453,0.18527607361963191
0.08406543731689453,0.18650306748466258
0.08805274963378906,0.18773006134969325
0.08979034423828125,0.18895705521472392
0.0909426212310791,0.1901840490797546
0.0916142463684082,0.19141104294478528
0.09207558631896973,0.19263803680981595
0.0931999683380127,0.19386503067484662
0.09327936172485352,0.1950920245398773
0.09367847442626953,0.19631901840490798
0.0944678783416748,0.19754601226993865
0.0947575569152832,0.19877300613496932
0.0948481559753418,0.2
0.09735798835754395,0.20122699386503068
0.09802651405334473,0.20245398773006135
0.09953093528747559,0.20368098159509201
0.1003870964050293,0.2049079754601227
0.10112786293029785,0.20613496932515338
0.10334944725036621,0.20736196319018405
0.10545206069946289,0.2085889570552147
0.10736608505249023,0.2098159509202454
0.10747361183166504,0.21104294478527608
0.10754036903381348,0.21226993865030674
0.1092534065246582,0.2134969325153374
0.10927367210388184,0.2147239263803681
0.10991144180297852,0.21595092024539878
0.11023974418640137,0.21717791411042944
0.11191177368164062,0.2184049079754601
0.1128244400024414,0.2196319018404908
0.11337709426879883,0.22085889570552147
0.11621785163879395,0.22208588957055214
0.11654138565063477,0.2233128834355828
0.11676621437072754,0.2245398773006135
0.11715960502624512,0.22576687116564417
0.11783576011657715,0.22699386503067484
0.11894035339355469,0.2282208588957055
0.11896681785583496,0.2294478527607362
0.1195068359375,0.23067484662576687
0.12018489837646484,0.23190184049079754
0.12232351303100586,0.2331288343558282
0.12235903739929199,0.2343558282208589
0.12282109260559082,0.23558282208588957
0.12287521362304688,0.23680981595092024
0.1234900951385498,0.23803680981595093
0.1261446475982666,0.2392638036809816
0.1281125545501709,0.24049079754601227
0.1296384334564209,0.24171779141104294
0.13287878036499023,0.24294478527607363
0.1354227066040039,0.2441717791411043
0.13575983047485352,0.24539877300613497
0.1358323097229004,0.24662576687116564
0.13782811164855957,0.24785276073619633
0.13790488243103027,0.249079754601227
0.1393873691558838,0.25030674846625767
0.14032936096191406,0.25153374233128833
0.1413710117340088,0.252760736196319
0.14186573028564453,0.25398773006134967
0.14465117454528809,0.2552147239263804
0.14515185356140137,0.25644171779141106
0.14565610885620117,0.25766871165644173
0.14605450630187988,0.2588957055214724
0.14624238014221191,0.26012269938650306
0.14859414100646973,0.26134969325153373
0.14912176132202148,0.2625766871165644
0.14922881126403809,0.26380368098159507
0.14980173110961914,0.2650306748466258
0.15414023399353027,0.26625766871165646
0.1553173065185547,0.2674846625766871
0.15651988983154297,0.2687116564417178
0.15752553939819336,0.26993865030674846
0.1578996181488037,0.27116564417177913
0.15823602676391602,0.2723926380368098
0.1593015193939209,0.27361963190184047
0.1593163013458252,0.2748466257668712
0.15955805778503418,0.27607361963190186
0.16115689277648926,0.2773006134969325
0.16126775741577148,0.2785276073619632
0.16233539581298828,0.27975460122699386
0.16364145278930664,0.2809815950920245
0.16557860374450684,0.2822085889570552
0.1688251495361328,0.28343558282208586
0.16885089874267578,0.2846625766871166
