SECONDS,prefix_cache_block_hits_cpu
1746680945.378655,120704.0
1746680945.433585,121248.0
1746680945.490449,121792.0
1746680945.5428011,122336.0
1746680945.595062,122880.0
1746680945.6534295,123424.0
1746680945.7105393,123968.0
1746680945.7759807,124512.0
1746680945.826453,125056.0
1746680945.8865178,125600.0
1746680945.938884,126144.0
1746680945.9951074,126688.0
1746680946.0518737,127232.0
1746680946.1064203,127776.0
1746680946.158518,128320.0
1746680946.2144449,128864.0
1746680946.2704618,129408.0
1746680946.330482,129952.0
1746680946.386397,130496.0
1746680946.4495199,131040.0
1746680946.5018804,131584.0
1746680946.5625432,132128.0
1746680946.6148574,132672.0
1746680946.6705277,133216.0
1746680946.7302985,133760.0
1746680946.7972624,134304.0
1746680946.8543224,134848.0
1746680946.9174764,135392.0
1746680946.978505,135936.0
1746680947.042478,136480.0
1746680947.1006844,137024.0
1746680947.1825955,137568.0
1746680947.2535086,138112.0
1746680947.3185525,138656.0
1746680947.3906388,139200.0
1746680947.4625337,139744.0
1746680947.5346606,140288.0
1746680947.5949702,140832.0
1746680947.65462,141376.0
1746680947.7225106,141920.0
1746680947.7860162,142464.0
1746680947.883688,143040.0
1746680947.9383435,143616.0
1746680947.9902759,144192.0
1746680948.0465686,144768.0
1746680948.106959,145344.0
1746680948.1592433,145920.0
1746680948.2113914,146496.0
1746680948.270962,147072.0
1746680948.3226156,147648.0
1746680948.3766065,148224.0
1746680948.4305463,148800.0
1746680948.4934776,149376.0
1746680948.5504756,149952.0
1746680948.6065042,150528.0
1746680948.662431,151104.0
1746680948.7184315,151680.0
1746680948.778469,152256.0
1746680948.8386931,152832.0
1746680948.9024525,153408.0
1746680948.9593894,153984.0
1746680949.019702,154560.0
1746680949.080002,155136.0
1746680949.156557,155744.0
1746680949.2215009,156352.0
1746680949.2745137,156960.0
1746680949.3305085,157568.0
1746680949.3840199,158176.0
1746680949.4414668,158784.0
1746680949.4975038,159392.0
1746680949.5505233,160000.0
1746680949.6065507,160608.0
1746680949.6624708,161216.0
1746680949.7187784,161824.0
1746680949.7741604,162432.0
1746680949.8479736,163072.0
1746680949.9015927,163712.0
1746680949.958759,164352.0
1746680950.0145733,164992.0
1746680950.0705433,165632.0
1746680950.1265264,166272.0
1746680950.182569,166912.0
1746680950.2385805,167552.0
1746680950.2968779,168192.0
1746680950.3546083,168832.0
1746680950.4105752,169472.0
1746680950.466566,170112.0
1746680950.538753,170784.0
1746680950.61478,171488.0
1746680950.6706612,172192.0
1746680950.7266142,172896.0
1746680950.7825878,173600.0
1746680950.8416965,174304.0
1746680950.8986325,175008.0
1746680950.9546864,175712.0
1746680951.0105681,176416.0
1746680951.0665252,177120.0
1746680951.1320634,177856.0
1746680951.194703,178592.0
1746680951.2587485,179328.0
1746680951.3117683,180064.0
1746680951.370751,180800.0
1746680951.426615,181536.0
1746680951.4947603,182272.0
1746680951.5506876,183008.0
1746680951.7003767,183776.0
1746680951.759367,184544.0
1746680951.814709,185312.0
1746680951.8678653,186080.0
1746680951.9266365,186848.0
1746680951.9804614,187616.0
1746680952.0386527,188384.0
1746680952.0987031,189152.0
1746680952.1533387,189920.0
1746680952.2111158,190688.0
1746680952.2710605,191456.0
1746680952.3312376,192224.0
1746680952.392125,192992.0
1746680952.4526694,193760.0
1746680952.513492,194528.0
1746680952.57476,195296.0
1746680952.6549292,196096.0
1746680952.7079272,196896.0
1746680952.7715435,197728.0
1746680952.8283308,198560.0
1746680952.8828413,199392.0
1746680952.9388576,200224.0
1746680952.9956305,201056.0
1746680953.0494065,201888.0
1746680953.1098187,202720.0
1746680953.178101,203584.0
1746680953.230938,204448.0
1746680953.299244,205344.0
1746680953.3590922,206240.0
1746680953.414982,207136.0
1746680953.4820096,208064.0
1746680953.5370414,208992.0
1746680953.5950158,209920.0
1746680953.6620421,210880.0
1746680953.7390897,211872.0
1746680953.7931201,212864.0
1746680953.8494728,213856.0
1746680953.9139524,214848.0
1746680953.9671314,215840.0
1746680954.0258617,216832.0
1746680954.0793593,217824.0
1746680954.1395338,218816.0
1746680954.1952257,219808.0
1746680954.2630794,220800.0
1746680954.319856,221792.0
1746680954.3761063,222784.0
1746680954.4364946,223776.0
1746680954.4949377,224768.0
1746680954.5530903,225760.0
1746680954.6179514,226752.0
1746680954.6764503,227744.0
1746680954.7366126,228736.0
1746680954.7946706,229728.0
1746680954.859261,230720.0
1746680954.9220529,231712.0
1746680954.9872563,232704.0
1746680955.0553935,233696.0
1746680955.119083,234688.0
1746680955.183069,235680.0
1746680955.2471364,236672.0
1746680955.3111312,237664.0
1746680955.3819194,238656.0
1746680955.4470787,239648.0
1746680955.507242,240640.0
1746680955.6991084,246272.0
1746680955.7915714,251936.0
1746680955.8594291,257600.0
1746680955.923339,263264.0
1746680955.9874408,268928.0
1746680956.0555058,274592.0
1746680956.1275337,280256.0
1746680956.1913505,285920.0
1746680956.2554839,291584.0
1746680956.3234403,297248.0
1746680956.388135,302912.0
1746680956.4553654,308576.0
1746680956.5233927,314240.0
1746680956.5889852,319904.0
1746680956.657187,325568.0
1746680956.7274046,331232.0
1746680956.7939157,336896.0
1746680956.867557,342560.0
1746680956.937898,348224.0
1746680957.010016,353888.0
1746680957.0791266,359552.0
1746680957.1503074,365216.0
1746680957.2192347,370880.0
1746680957.285575,376544.0
1746680957.3558455,382208.0
1746680957.428192,387872.0
1746680957.4957383,393536.0
1746680957.5671449,399200.0
1746680957.6391559,404864.0
1746680957.7063143,410528.0
1746680957.7769444,416192.0
1746680957.847146,421856.0
1746680957.922486,427520.0
1746680957.9952023,433184.0
1746680958.07515,438848.0
1746680958.1471298,444512.0
1746680958.2185571,450176.0
1746680958.295139,455840.0
1746680958.3671234,461504.0
1746680958.4420936,467168.0
1746680958.5190194,472832.0
1746680958.5951252,478496.0
1746680958.6711454,484160.0
1746680958.7471128,489824.0
1746680958.820817,495488.0
1746680958.897298,501152.0
1746680958.97513,506816.0
1746680959.0552082,512480.0
1746680959.1338918,518144.0
1746680959.2077088,523808.0
1746680959.2825797,529472.0
1746680959.3622017,535136.0
1746680959.4433043,540800.0
1746680959.5233178,546464.0
1746680959.6086729,552128.0
1746680959.6814022,557792.0
1746680959.754823,563456.0
1746680959.8391607,569152.0
1746680959.9002178,574848.0
1746680959.956367,580544.0
1746680960.022644,586240.0
1746680960.0864782,591936.0
1746680960.1489823,597632.0
1746680960.2070796,603328.0
1746680960.2702985,609024.0
1746680960.3351984,614720.0
1746680960.3981385,620416.0
1746680960.4631538,626112.0
1746680960.5271444,631808.0
1746680960.5879319,637504.0
1746680960.6482594,643200.0
1746680960.7139957,648896.0
1746680960.7820618,654592.0
1746680960.8456652,660288.0
1746680960.9094808,665984.0
1746680960.982076,671680.0
1746680961.0499694,677376.0
1746680961.112593,683072.0
1746680961.1832376,688768.0
1746680961.247186,694464.0
1746680961.3152537,700160.0
1746680961.3833218,705856.0
1746680961.4517894,711552.0
1746680961.518354,717248.0
1746680961.586193,722944.0
1746680961.6511562,728640.0
1746680961.7223122,734336.0
1746680961.7872567,740032.0
1746680961.8497517,745728.0
1746680961.9158633,751424.0
1746680961.9831257,757120.0
1746680962.0540638,762816.0
1746680962.1273403,768544.0
1746680962.2072365,774304.0
1746680962.26707,780064.0
1746680962.3289819,785824.0
1746680962.3992553,791584.0
1746680962.4572034,797344.0
1746680962.5221148,803104.0
1746680962.5833032,808864.0
1746680962.6460996,814624.0
1746680962.7072356,820384.0
1746680962.7705061,826144.0
1746680962.8311665,831904.0
1746680962.895132,837664.0
1746680962.975366,843456.0
1746680963.032508,849248.0
1746680963.0953317,855040.0
1746680963.1551957,860832.0
1746680963.224011,866656.0
1746680963.2912064,872512.0
1746680963.3488514,878368.0
1746680963.411156,884224.0
1746680963.4710405,890080.0
1746680963.5462818,895968.0
1746680963.6222608,901888.0
1746680963.6833167,907808.0
1746680963.7458413,913728.0
1746680963.810055,919648.0
1746680963.8742847,925568.0
1746680963.9381506,931488.0
1746680964.0061183,937408.0
1746680964.0710933,943328.0
1746680964.1312177,949248.0
1746680964.1992197,955168.0
1746680964.2794394,961120.0
1746680964.3496711,967072.0
1746680964.4313982,973056.0
1746680964.4951751,979040.0
1746680964.5553195,985024.0
1746680964.6180265,991008.0
1746680964.679216,996992.0
1746680964.7420845,1002976.0
1746680964.8033412,1008960.0
1746680964.8673794,1014944.0
1746680964.9312835,1020928.0
1746680964.9951987,1026912.0
1746680965.0593104,1032896.0
1746680965.1272893,1038880.0
1746680965.192877,1044864.0
1746680965.256102,1050848.0
1746680965.322891,1056832.0
1746680965.387024,1062816.0
1746680965.4487498,1068800.0
1746680965.5130692,1074784.0
1746680965.6354873,1080800.0
1746680965.6981714,1086816.0
1746680965.757493,1092832.0
1746680965.8192647,1098848.0
1746680965.8782203,1104864.0
1746680965.9386158,1110880.0
1746680966.006146,1116896.0
1746680966.0671284,1122912.0
1746680966.1380582,1128928.0
1746680966.203265,1134944.0
1746680966.2640133,1140960.0
1746680966.3242073,1146976.0
1746680966.3941994,1152992.0
1746680966.4576073,1159008.0
1746680966.5192063,1165024.0
1746680966.5830975,1171040.0
1746680966.6431189,1177056.0
1746680966.7032197,1183072.0
1746680966.7634978,1189088.0
1746680966.8311424,1195104.0
1746680966.895134,1201120.0
1746680966.9591453,1207136.0
1746680967.0231912,1213152.0
1746680967.0871227,1219168.0
1746680967.1511452,1225184.0
1746680967.2215905,1231200.0
1746680967.2920177,1237248.0
1746680967.3472092,1243296.0
