SECONDS,request_arrived
-44.1855092048645,1.0
-44.17437481880188,2.0
-41.45714259147644,3.0
-40.44616723060608,4.0
-38.4217050075531,5.0
-38.40468168258667,6.0
-37.41204357147217,7.0
-35.286460161209106,8.0
-33.400965213775635,9.0
-32.36535143852234,10.0
-32.31757164001465,11.0
-32.30472993850708,12.0
-31.32714056968689,13.0
-31.315335273742676,14.0
-29.32219958305359,15.0
-25.30247735977173,16.0
-25.26836085319519,17.0
-23.288597583770752,18.0
-22.263492107391357,19.0
-22.220195531845093,20.0
-21.245561122894287,21.0
-20.257480144500732,22.0
-20.245588302612305,23.0
-19.192630290985107,24.0
-19.17555522918701,25.0
-14.213262796401978,26.0
-14.201406240463257,27.0
-13.208371639251709,28.0
-13.195275068283081,29.0
-12.195285558700562,30.0
-11.179727554321289,31.0
-11.165411949157715,32.0
-11.137817144393921,33.0
-10.155887365341187,34.0
-9.153472661972046,35.0
-8.14812159538269,36.0
-8.136325120925903,37.0
-4.122264862060547,38.0
-4.111325979232788,39.0
-2.108588218688965,40.0
-2.095991373062134,41.0
-2.084155559539795,42.0
-2.06976318359375,43.0
-1.081624984741211,44.0
-1.0589208602905273,45.0
0.0017905235290527344,46.0
0.9452929496765137,47.0
0.99637770652771,48.0
1.008085012435913,49.0
2.9606781005859375,50.0
4.020316123962402,51.0
4.032128095626831,52.0
4.04388427734375,53.0
4.055706977844238,54.0
4.067558288574219,55.0
6.021503448486328,56.0
7.038518190383911,57.0
10.07168436050415,58.0
10.083494186401367,59.0
12.069568872451782,60.0
12.081312417984009,61.0
13.10169506072998,62.0
16.049124002456665,63.0
17.062731981277466,64.0
17.07449436187744,65.0
17.086344480514526,66.0
19.084035873413086,67.0
19.095962285995483,68.0
19.107813596725464,69.0
20.090461015701294,70.0
22.213679552078247,71.0
22.225826025009155,72.0
22.237730741500854,73.0
22.249560594558716,74.0
25.214550018310547,75.0
25.226280689239502,76.0
26.246557474136353,77.0
26.31497550010681,78.0
28.28746271133423,79.0
28.304800033569336,80.0
28.316649198532104,81.0
28.32850432395935,82.0
28.359610319137573,83.0
29.308214902877808,84.0
29.388679027557373,85.0
30.31439733505249,86.0
31.34987187385559,87.0
32.344019651412964,88.0
32.40913271903992,89.0
33.36091351509094,90.0
34.38917684555054,91.0
34.40106678009033,92.0
35.3788058757782,93.0
35.39069104194641,94.0
36.41226029396057,95.0
36.429463386535645,96.0
37.473769426345825,97.0
38.40788173675537,98.0
39.40746855735779,99.0
39.47096610069275,100.0
39.48275709152222,101.0
39.49464297294617,102.0
40.49950098991394,103.0
40.51136636734009,104.0
40.523170709609985,105.0
40.53502321243286,106.0
40.55632662773132,107.0
41.53765320777893,108.0
43.54234862327576,109.0
44.55122900009155,110.0
46.541075468063354,111.0
46.55284309387207,112.0
47.341028928756714,113.0
50.21078681945801,114.0
50.59166717529297,115.0
50.634192943573,116.0
50.69983792304993,117.0
50.81880474090576,118.0
51.520851373672485,119.0
53.200844526290894,120.0
54.76692175865173,121.0
54.85005259513855,122.0
56.53864288330078,123.0
56.707468032836914,124.0
57.00018382072449,125.0
57.22708988189697,126.0
59.171935081481934,127.0
59.46377182006836,128.0
60.142834424972534,129.0
60.80294871330261,130.0
61.73726749420166,131.0
63.63252139091492,132.0
66.02067685127258,133.0
69.49374747276306,134.0
69.52272891998291,135.0
70.27823543548584,136.0
70.45803308486938,137.0
72.44220519065857,138.0
72.5963454246521,139.0
73.33333826065063,140.0
74.47361898422241,141.0
77.12604808807373,142.0
77.2181236743927,143.0
77.34426832199097,144.0
77.39273810386658,145.0
78.19659352302551,146.0
79.90901684761047,147.0
82.67086696624756,148.0
84.62214279174805,149.0
