request_e2e_time_piecewise_normalized,cdf
0.030090460553765297,0.001310615989515072
0.03786550834774971,0.002621231979030144
0.06159549206495285,0.003931847968545216
0.0659758523106575,0.005242463958060288
0.07209238409996033,0.00655307994757536
0.07385358959436417,0.007863695937090432
0.07674792408943176,0.009174311926605505
0.07792216539382935,0.010484927916120577
0.08319468796253204,0.011795543905635648
0.08426403999328613,0.01310615989515072
0.08428133279085159,0.014416775884665793
0.08436645567417145,0.015727391874180863
0.08924323320388794,0.01703800786369594
0.08990784734487534,0.01834862385321101
0.09092789888381958,0.019659239842726082
0.09135392308235168,0.020969855832241154
0.091462142765522,0.022280471821756225
0.0921139121055603,0.023591087811271297
0.09293961524963379,0.02490170380078637
0.0930841937661171,0.02621231979030144
0.09325896948575974,0.027522935779816515
0.09338457137346268,0.028833551769331587
0.09408251196146011,0.03014416775884666
0.09425096958875656,0.03145478374836173
0.09508867561817169,0.0327653997378768
0.09530114382505417,0.03407601572739188
0.09549853205680847,0.035386631716906945
0.09699654579162598,0.03669724770642202
0.09704912453889847,0.03800786369593709
0.09746722131967545,0.039318479685452164
0.10211854428052902,0.04062909567496723
0.10272464901208878,0.04193971166448231
0.1050296425819397,0.04325032765399738
0.1054837629199028,0.04456094364351245
0.11093764752149582,0.045871559633027525
0.12074204534292221,0.047182175622542594
0.12235687673091888,0.04849279161205767
0.12395355105400085,0.04980340760157274
0.12562422454357147,0.05111402359108781
0.1302737146615982,0.05242463958060288
0.13462837040424347,0.053735255570117955
0.13648395240306854,0.05504587155963303
0.13653497397899628,0.0563564875491481
0.13848845660686493,0.057667103538663174
0.14123104512691498,0.05897771952817824
0.14256727695465088,0.06028833551769332
0.142976313829422,0.061598951507208385
0.14467915892601013,0.06290956749672345
0.14484278857707977,0.06422018348623854
0.1449555605649948,0.0655307994757536
0.14683905243873596,0.06684141546526867
0.14831915497779846,0.06815203145478375
0.15235315263271332,0.06946264744429882
0.15268179774284363,0.07077326343381389
0.15301984548568726,0.07208387942332896
0.15519072115421295,0.07339449541284404
0.15655158460140228,0.07470511140235911
0.15811964869499207,0.07601572739187418
0.15915092825889587,0.07732634338138926
0.15932446718215942,0.07863695937090433
0.1598408967256546,0.0799475753604194
0.16052114963531494,0.08125819134993446
0.16076627373695374,0.08256880733944955
0.16253848373889923,0.08387942332896461
0.16576887667179108,0.08519003931847968
0.16901233792304993,0.08650065530799476
0.17026901245117188,0.08781127129750983
0.1736333668231964,0.0891218872870249
0.17852911353111267,0.09043250327653997
0.17957636713981628,0.09174311926605505
0.18056103587150574,0.09305373525557012
0.1945195347070694,0.09436435124508519
0.1966504603624344,0.09567496723460026
0.19811436533927917,0.09698558322411534
0.19975247979164124,0.0982961992136304
0.1998746246099472,0.09960681520314547
0.20005272328853607,0.10091743119266056
0.20272573828697205,0.10222804718217562
0.20328354835510254,0.10353866317169069
0.2063274383544922,0.10484927916120576
0.20951689779758453,0.10615989515072084
0.21036119759082794,0.10747051114023591
0.21235127747058868,0.10878112712975098
0.21529969573020935,0.11009174311926606
0.21547818183898926,0.11140235910878113
0.2176445871591568,0.1127129750982962
0.22183053195476532,0.11402359108781127
0.22219136357307434,0.11533420707732635
0.22283011674880981,0.11664482306684142
0.2335960566997528,0.11795543905635648
0.23598256707191467,0.11926605504587157
0.23600277304649353,0.12057667103538663
0.2362108826637268,0.1218872870249017
0.23752306401729584,0.12319790301441677
0.24257762730121613,0.12450851900393185
0.24393683671951294,0.1258191349934469
0.2452877312898636,0.127129750982962
0.2488630712032318,0.12844036697247707
0.2505536675453186,0.12975098296199214
0.25142019987106323,0.1310615989515072
0.252076655626297,0.13237221494102228
0.2542995512485504,0.13368283093053734
0.25448673963546753,0.1349934469200524
0.25561031699180603,0.1363040629095675
0.25746950507164,0.13761467889908258
0.2603759169578552,0.13892529488859764
0.26146000623703003,0.1402359108781127
0.2616322636604309,0.14154652686762778
0.26174166798591614,0.14285714285714285
0.2672831416130066,0.14416775884665792
0.26830780506134033,0.145478374836173
0.2687835097312927,0.14678899082568808
0.2728736400604248,0.14809960681520315
0.27326497435569763,0.14941022280471822
0.27351781725883484,0.15072083879423329
0.2749253511428833,0.15203145478374835
0.27580514550209045,0.15334207077326342
0.27598196268081665,0.15465268676277852
0.2822010815143585,0.1559633027522936
0.2845160663127899,0.15727391874180865
0.2955262362957001,0.15858453473132372
0.2977975606918335,0.1598951507208388
0.29851335287094116,0.16120576671035386
0.2985910177230835,0.16251638269986893
0.30088722705841064,0.16382699868938402
0.30353376269340515,0.1651376146788991
0.30630624294281006,0.16644823066841416
0.30805304646492004,0.16775884665792923
0.30884987115859985,0.1690694626474443
0.3117811381816864,0.17038007863695936
0.3124350905418396,0.17169069462647443
0.31341877579689026,0.17300131061598953
0.3143700957298279,0.1743119266055046
0.31640684604644775,0.17562254259501967
0.3182295560836792,0.17693315858453473
0.31906986236572266,0.1782437745740498
0.31988582015037537,0.17955439056356487
0.3236241936683655,0.18086500655307994
0.3259013891220093,0.182175622542595
0.3276664912700653,0.1834862385321101
0.32849037647247314,0.18479685452162517
0.33312734961509705,0.18610747051114024
0.3347680866718292,0.1874180865006553
0.3405366837978363,0.18872870249017037
0.34459158778190613,0.19003931847968544
0.3467945158481598,0.1913499344692005
0.3503202199935913,0.1926605504587156
0.3524896800518036,0.19397116644823068
0.35550457239151,0.19528178243774574
0.36445698142051697,0.1965923984272608
0.3668462336063385,0.19790301441677588
0.371759831905365,0.19921363040629095
0.37242305278778076,0.20052424639580602
0.37494704127311707,0.2018348623853211
0.3765585422515869,0.20314547837483618
0.3790140748023987,0.20445609436435125
0.3793189525604248,0.20576671035386632
