COUNT,Count,Percentage
2877.0694999999996,365,47.83748361730013
6694.599999999999,99,12.975098296199214
10465.0,61,7.99475753604194
14235.400000000001,73,9.567496723460026
18005.8,54,7.077326343381389
21776.2,28,3.669724770642202
25546.6,27,3.5386631716906947
29317.0,17,2.2280471821756227
33087.4,8,1.0484927916120577
36857.8,5,0.6553079947575361
40628.2,2,0.2621231979030144
44398.600000000006,2,0.2621231979030144
51939.399999999994,2,0.2621231979030144
55709.8,4,0.5242463958060288
59480.2,2,0.2621231979030144
63250.600000000006,1,0.1310615989515072
67021.0,1,0.1310615989515072
74561.8,1,0.1310615989515072
78332.2,1,0.1310615989515072
82102.6,4,0.5242463958060288
85873.0,2,0.2621231979030144
93413.8,4,0.5242463958060288
