,cdf,End to End Latency
0,0.0,0.33857797420491603
1,0.01,0.33857797420491603
2,0.02,0.33857797420491603
3,0.03,0.33857797420491603
4,0.04,0.33857797420491603
5,0.05,0.33857797420491603
6,0.06,0.33857797420491603
7,0.07,0.33857797420491603
8,0.08,0.33857797420491603
9,0.09,0.33857797420491603
10,0.1,0.33857797420491603
11,0.11,0.33857797420491603
12,0.12,0.33857797420491603
13,0.13,0.33857797420491603
14,0.14,0.33857797420491603
15,0.15,0.33857797420491603
16,0.16,0.33857797420491603
17,0.17,0.33857797420491603
18,0.18,0.33857797420491603
19,0.19,0.33857797420491603
20,0.2,0.33857797420491603
21,0.21,0.33857797420491603
22,0.22,0.33857797420491603
23,0.23,0.3392558079871081
24,0.24,0.3392558079871081
25,0.25,0.3392558079871081
26,0.26,0.3392558079871081
27,0.27,0.3392558079871081
28,0.28,0.3392558079871081
29,0.29,0.3392558079871081
30,0.3,0.3392558079871081
31,0.31,0.3392558079871081
32,0.32,0.3392558079871081
33,0.33,0.3392558079871081
34,0.34,0.341980740556631
35,0.35000000000000003,0.341980740556631
36,0.36,0.341980740556631
37,0.37,0.341980740556631
38,0.38,0.341980740556631
39,0.39,0.341980740556631
40,0.4,0.341980740556631
41,0.41000000000000003,0.341980740556631
42,0.42,0.341980740556631
43,0.43,0.341980740556631
44,0.44,0.341980740556631
45,0.45,0.341980740556631
46,0.46,0.341980740556631
47,0.47000000000000003,0.341980740556631
48,0.48,0.341980740556631
49,0.49,0.341980740556631
50,0.5,0.341980740556631
51,0.51,0.341980740556631
52,0.52,0.341980740556631
53,0.53,0.341980740556631
54,0.54,0.341980740556631
55,0.55,0.341980740556631
56,0.56,0.341980740556631
57,0.5700000000000001,0.341980740556631
58,0.58,0.341980740556631
59,0.59,0.341980740556631
60,0.6,0.341980740556631
61,0.61,0.341980740556631
62,0.62,0.341980740556631
63,0.63,0.341980740556631
64,0.64,0.341980740556631
65,0.65,0.341980740556631
66,0.66,0.341980740556631
67,0.67,0.3426653866838716
68,0.68,0.3426653866838716
69,0.6900000000000001,0.3426653866838716
70,0.7000000000000001,0.3426653866838716
71,0.71,0.3426653866838716
72,0.72,0.3426653866838716
73,0.73,0.3426653866838716
74,0.74,0.3426653866838716
75,0.75,0.3426653866838716
76,0.76,0.3426653866838716
77,0.77,0.3426653866838716
78,0.78,0.3433514034740295
79,0.79,0.3433514034740295
80,0.8,0.3433514034740295
81,0.81,0.3433514034740295
82,0.8200000000000001,0.3433514034740295
83,0.8300000000000001,0.3433514034740295
84,0.84,0.3433514034740295
85,0.85,0.3433514034740295
86,0.86,0.3433514034740295
87,0.87,0.3433514034740295
88,0.88,0.3433514034740295
89,0.89,0.34403879367117474
90,0.9,0.34403879367117474
91,0.91,0.34403879367117474
92,0.92,0.34403879367117474
93,0.93,0.34403879367117474
94,0.9400000000000001,0.34403879367117474
95,0.9500000000000001,0.34403879367117474
96,0.96,0.34403879367117474
97,0.97,0.34403879367117474
98,0.98,0.34403879367117474
99,0.99,0.34403879367117474
100,1.0,0.38635416008546986
