,cdf,Output Throughput
0,0.0,5.181010157364399
1,0.01,5.181010157364399
2,0.02,5.181010157364399
3,0.03,5.181010157364399
4,0.04,5.181010157364399
5,0.05,5.181010157364399
6,0.06,5.181010157364399
7,0.07,5.181010157364399
8,0.08,5.181010157364399
9,0.09,5.181010157364399
10,0.1,5.181010157364399
11,0.11,5.181010157364399
12,0.12,5.818253245173273
13,0.13,5.818253245173273
14,0.14,5.818253245173273
15,0.15,5.818253245173273
16,0.16,5.818253245173273
17,0.17,5.818253245173273
18,0.18,5.818253245173273
19,0.19,5.818253245173273
20,0.2,5.818253245173273
21,0.21,5.818253245173273
22,0.22,5.818253245173273
23,0.23,5.829901399818265
24,0.24,5.829901399818265
25,0.25,5.829901399818265
26,0.26,5.829901399818265
27,0.27,5.829901399818265
28,0.28,5.829901399818265
29,0.29,5.829901399818265
30,0.3,5.829901399818265
31,0.31,5.829901399818265
32,0.32,5.829901399818265
33,0.33,5.829901399818265
34,0.34,5.829901399818265
35,0.35000000000000003,5.829901399818265
36,0.36,5.829901399818265
37,0.37,5.829901399818265
38,0.38,5.829901399818265
39,0.39,5.829901399818265
40,0.4,5.829901399818265
41,0.41000000000000003,5.829901399818265
42,0.42,5.829901399818265
43,0.43,5.829901399818265
44,0.44,5.829901399818265
45,0.45,5.841572874092177
46,0.46,5.841572874092177
47,0.47000000000000003,5.841572874092177
48,0.48,5.841572874092177
49,0.49,5.841572874092177
50,0.5,5.841572874092177
51,0.51,5.841572874092177
52,0.52,5.841572874092177
53,0.53,5.841572874092177
54,0.54,5.841572874092177
55,0.55,5.841572874092177
56,0.56,5.841572874092177
57,0.5700000000000001,5.841572874092177
58,0.58,5.841572874092177
59,0.59,5.841572874092177
60,0.6,5.841572874092177
61,0.61,5.841572874092177
62,0.62,5.841572874092177
63,0.63,5.841572874092177
64,0.64,5.841572874092177
65,0.65,5.841572874092177
66,0.66,5.841572874092177
67,0.67,5.85326771468095
68,0.68,5.85326771468095
69,0.6900000000000001,5.85326771468095
70,0.7000000000000001,5.85326771468095
71,0.71,5.85326771468095
72,0.72,5.85326771468095
73,0.73,5.85326771468095
74,0.74,5.85326771468095
75,0.75,5.85326771468095
76,0.76,5.85326771468095
77,0.77,5.85326771468095
78,0.78,5.9002816771787625
79,0.79,5.9002816771787625
80,0.8,5.9002816771787625
81,0.81,5.9002816771787625
82,0.8200000000000001,5.9002816771787625
83,0.8300000000000001,5.9002816771787625
84,0.84,5.9002816771787625
85,0.85,5.9002816771787625
86,0.86,5.9002816771787625
87,0.87,5.9002816771787625
88,0.88,5.9002816771787625
89,0.89,5.9002816771787625
90,0.9,5.9002816771787625
91,0.91,5.9002816771787625
92,0.92,5.9002816771787625
93,0.93,5.9002816771787625
94,0.9400000000000001,5.9002816771787625
95,0.9500000000000001,5.9002816771787625
96,0.96,5.9002816771787625
97,0.97,5.9002816771787625
98,0.98,5.9002816771787625
99,0.99,5.9002816771787625
100,1.0,5.912094052908851
