,cdf,Number of Total Tokens
0,0.0,4084.6947163756145
1,0.01,4084.6947163756145
2,0.02,4084.6947163756145
3,0.03,4084.6947163756145
4,0.04,4084.6947163756145
5,0.05,4084.6947163756145
6,0.06,4084.6947163756145
7,0.07,4084.6947163756145
8,0.08,4084.6947163756145
9,0.09,4084.6947163756145
10,0.1,4084.6947163756145
11,0.11,4084.6947163756145
12,0.12,4084.6947163756145
13,0.13,4084.6947163756145
14,0.14,4084.6947163756145
15,0.15,4084.6947163756145
16,0.16,4084.6947163756145
17,0.17,4084.6947163756145
18,0.18,4084.6947163756145
19,0.19,4084.6947163756145
20,0.2,4084.6947163756145
21,0.21,4084.6947163756145
22,0.22,4084.6947163756145
23,0.23,4084.6947163756145
24,0.24,4084.6947163756145
25,0.25,4084.6947163756145
26,0.26,4084.6947163756145
27,0.27,4084.6947163756145
28,0.28,4084.6947163756145
29,0.29,4084.6947163756145
30,0.3,4084.6947163756145
31,0.31,4084.6947163756145
32,0.32,4084.6947163756145
33,0.33,4084.6947163756145
34,0.34,4084.6947163756145
35,0.35000000000000003,4084.6947163756145
36,0.36,4084.6947163756145
37,0.37,4084.6947163756145
38,0.38,4084.6947163756145
39,0.39,4084.6947163756145
40,0.4,4084.6947163756145
41,0.41000000000000003,4084.6947163756145
42,0.42,4084.6947163756145
43,0.43,4084.6947163756145
44,0.44,4084.6947163756145
45,0.45,4084.6947163756145
46,0.46,4084.6947163756145
47,0.47000000000000003,4084.6947163756145
48,0.48,4084.6947163756145
49,0.49,4084.6947163756145
50,0.5,4084.6947163756145
51,0.51,4084.6947163756145
52,0.52,4084.6947163756145
53,0.53,4084.6947163756145
54,0.54,4084.6947163756145
55,0.55,4084.6947163756145
56,0.56,4084.6947163756145
57,0.5700000000000001,4084.6947163756145
58,0.58,4084.6947163756145
59,0.59,4084.6947163756145
60,0.6,4084.6947163756145
61,0.61,4084.6947163756145
62,0.62,4084.6947163756145
63,0.63,4084.6947163756145
64,0.64,4084.6947163756145
65,0.65,4084.6947163756145
66,0.66,4084.6947163756145
67,0.67,4084.6947163756145
68,0.68,4084.6947163756145
69,0.6900000000000001,4084.6947163756145
70,0.7000000000000001,4084.6947163756145
71,0.71,4084.6947163756145
72,0.72,4084.6947163756145
73,0.73,4084.6947163756145
74,0.74,4084.6947163756145
75,0.75,4084.6947163756145
76,0.76,4084.6947163756145
77,0.77,4084.6947163756145
78,0.78,4084.6947163756145
79,0.79,4084.6947163756145
80,0.8,4084.6947163756145
81,0.81,4084.6947163756145
82,0.8200000000000001,4084.6947163756145
83,0.8300000000000001,4084.6947163756145
84,0.84,4084.6947163756145
85,0.85,4084.6947163756145
86,0.86,4084.6947163756145
87,0.87,4084.6947163756145
88,0.88,4084.6947163756145
89,0.89,4084.6947163756145
90,0.9,4084.6947163756145
91,0.91,4084.6947163756145
92,0.92,4084.6947163756145
93,0.93,4084.6947163756145
94,0.9400000000000001,4084.6947163756145
95,0.9500000000000001,4084.6947163756145
96,0.96,4084.6947163756145
97,0.97,4084.6947163756145
98,0.98,4084.6947163756145
99,0.99,4084.6947163756145
100,1.0,4084.6947163756145
