BATCH,batch_num_tokens,batch_num_prefill_tokens,batch_num_decode_tokens,batch_size,batch_execution_time,inter_batch_delay
2230825,512.0,512.0,0.0,1.0,0.03778719902038574,8.20159912109375e-05
2230826,512.0,512.0,0.0,1.0,0.03778386116027832,6.031990051269531e-05
2230827,512.0,512.0,0.0,1.0,0.038355350494384766,6.127357482910156e-05
2230828,512.0,512.0,0.0,1.0,0.03838825225830078,6.270408630371094e-05
2230829,512.0,512.0,0.0,1.0,0.03870272636413574,5.91278076171875e-05
2230830,512.0,512.0,0.0,1.0,0.039099693298339844,5.7220458984375e-05
2230831,512.0,512.0,0.0,1.0,0.039414405822753906,6.341934204101562e-05
2230832,512.0,512.0,0.0,1.0,0.03970813751220703,5.936622619628906e-05
2230833,512.0,512.0,0.0,1.0,0.0400238037109375,6.0558319091796875e-05
2230834,512.0,512.0,0.0,1.0,0.04029250144958496,5.841255187988281e-05
2230835,512.0,512.0,0.0,1.0,0.040695905685424805,6.651878356933594e-05
2230836,512.0,512.0,0.0,1.0,0.04112601280212402,6.628036499023438e-05
2230837,512.0,512.0,0.0,1.0,0.041382789611816406,6.914138793945312e-05
2230838,12.0,12.0,0.0,1.0,0.018466949462890625,6.699562072753906e-05
2230839,1.0,0.0,1.0,1.0,0.015348672866821289,6.103515625e-05
2230840,513.0,512.0,1.0,2.0,0.044510602951049805,5.435943603515625e-05
2230841,13.0,12.0,1.0,2.0,0.0164339542388916,6.866455078125e-05
2230842,2.0,0.0,2.0,2.0,0.015547513961791992,5.0067901611328125e-05
2230843,2.0,0.0,2.0,2.0,0.016099214553833008,5.412101745605469e-05
2230844,2.0,0.0,2.0,2.0,0.015549182891845703,6.365776062011719e-05
2230845,2.0,0.0,2.0,2.0,0.015586614608764648,5.53131103515625e-05
2230846,2.0,0.0,2.0,2.0,0.015516042709350586,5.435943603515625e-05
2230847,2.0,0.0,2.0,2.0,0.01539468765258789,6.103515625e-05
2230848,2.0,0.0,2.0,2.0,0.01543879508972168,5.221366882324219e-05
2230849,2.0,0.0,2.0,2.0,0.015475988388061523,5.2928924560546875e-05
2230850,2.0,0.0,2.0,2.0,0.015419960021972656,5.173683166503906e-05
2230851,2.0,0.0,2.0,2.0,0.01552581787109375,5.14984130859375e-05
2230852,2.0,0.0,2.0,2.0,0.015475034713745117,5.245208740234375e-05
2230853,2.0,0.0,2.0,2.0,0.015512943267822266,5.340576171875e-05
2230854,2.0,0.0,2.0,2.0,0.015458106994628906,5.3882598876953125e-05
2230855,2.0,0.0,2.0,2.0,0.015500307083129883,5.1021575927734375e-05
2230856,2.0,0.0,2.0,2.0,0.01543426513671875,5.2928924560546875e-05
2230857,2.0,0.0,2.0,2.0,0.01556086540222168,5.221366882324219e-05
2230858,2.0,0.0,2.0,2.0,0.01546931266784668,5.316734313964844e-05
2230859,2.0,0.0,2.0,2.0,0.01568126678466797,5.91278076171875e-05
2230860,2.0,0.0,2.0,2.0,0.015398263931274414,7.009506225585938e-05
2230861,2.0,0.0,2.0,2.0,0.015237092971801758,5.245208740234375e-05
2230862,2.0,0.0,2.0,2.0,0.015318870544433594,5.602836608886719e-05
2230863,2.0,0.0,2.0,2.0,0.015262365341186523,5.984306335449219e-05
2230864,2.0,0.0,2.0,2.0,0.015265464782714844,5.340576171875e-05
2230865,2.0,0.0,2.0,2.0,0.015201568603515625,5.412101745605469e-05
2230866,2.0,0.0,2.0,2.0,0.015220165252685547,5.3882598876953125e-05
2230867,2.0,0.0,2.0,2.0,0.01524972915649414,5.340576171875e-05
2230868,2.0,0.0,2.0,2.0,0.015216827392578125,5.14984130859375e-05
2230869,2.0,0.0,2.0,2.0,0.015295267105102539,5.817413330078125e-05
2230870,2.0,0.0,2.0,2.0,0.015209436416625977,5.316734313964844e-05
2230871,2.0,0.0,2.0,2.0,0.01531076431274414,5.412101745605469e-05
2230872,2.0,0.0,2.0,2.0,0.015299081802368164,5.53131103515625e-05
2230873,2.0,0.0,2.0,2.0,0.015264749526977539,5.650520324707031e-05
2230874,2.0,0.0,2.0,2.0,0.015263557434082031,5.1021575927734375e-05
2230875,2.0,0.0,2.0,2.0,0.015493154525756836,5.3882598876953125e-05
2230876,2.0,0.0,2.0,2.0,0.016263246536254883,5.7697296142578125e-05
2230877,2.0,0.0,2.0,2.0,0.015439748764038086,5.602836608886719e-05
2230878,2.0,0.0,2.0,2.0,0.015463113784790039,5.412101745605469e-05
2230879,2.0,0.0,2.0,2.0,0.015379905700683594,5.507469177246094e-05
2230880,2.0,0.0,2.0,2.0,0.015666723251342773,5.53131103515625e-05
2230881,2.0,0.0,2.0,2.0,0.015363454818725586,5.459785461425781e-05
2230882,2.0,0.0,2.0,2.0,0.015295982360839844,5.364418029785156e-05
2230883,2.0,0.0,2.0,2.0,0.015339374542236328,5.340576171875e-05
2230884,2.0,0.0,2.0,2.0,0.015292167663574219,5.078315734863281e-05
2230885,2.0,0.0,2.0,2.0,0.015314102172851562,5.53131103515625e-05
2230886,2.0,0.0,2.0,2.0,0.015266656875610352,5.054473876953125e-05
2230887,2.0,0.0,2.0,2.0,0.015327930450439453,5.030632019042969e-05
2230888,2.0,0.0,2.0,2.0,0.015299081802368164,5.2928924560546875e-05
2230889,2.0,0.0,2.0,2.0,0.01532888412475586,5.269050598144531e-05
2230890,2.0,0.0,2.0,2.0,0.015327692031860352,5.53131103515625e-05
2230891,2.0,0.0,2.0,2.0,0.015493392944335938,5.698204040527344e-05
2230892,2.0,0.0,2.0,2.0,0.015417337417602539,6.008148193359375e-05
2230893,2.0,0.0,2.0,2.0,0.015310525894165039,5.221366882324219e-05
2230894,2.0,0.0,2.0,2.0,0.015532732009887695,5.459785461425781e-05
2230895,2.0,0.0,2.0,2.0,0.015319585800170898,5.459785461425781e-05
2230896,2.0,0.0,2.0,2.0,0.015406370162963867,5.364418029785156e-05
2230897,2.0,0.0,2.0,2.0,0.015419721603393555,5.316734313964844e-05
2230898,2.0,0.0,2.0,2.0,0.015444040298461914,5.3882598876953125e-05
2230899,2.0,0.0,2.0,2.0,0.015470027923583984,5.221366882324219e-05
2230900,2.0,0.0,2.0,2.0,0.015455007553100586,5.1975250244140625e-05
