,cdf,Time to First Token
0,0.0,0.16846940916272116
1,0.01,0.16846940916272116
2,0.02,0.16846940916272116
3,0.03,0.16846940916272116
4,0.04,0.16846940916272116
5,0.05,0.16846940916272116
6,0.06,0.16846940916272116
7,0.07,0.16846940916272116
8,0.08,0.16846940916272116
9,0.09,0.16846940916272116
10,0.1,0.16846940916272116
11,0.11,0.16846940916272116
12,0.12,0.16948326448003614
13,0.13,0.16948326448003614
14,0.14,0.16948326448003614
15,0.15,0.16948326448003614
16,0.16,0.16948326448003614
17,0.17,0.16948326448003614
18,0.18,0.16948326448003614
19,0.19,0.16948326448003614
20,0.2,0.16948326448003614
21,0.21,0.16948326448003614
22,0.22,0.16948326448003614
23,0.23,0.1725615860466224
24,0.24,0.1725615860466224
25,0.25,0.1725615860466224
26,0.26,0.1725615860466224
27,0.27,0.1725615860466224
28,0.28,0.1725615860466224
29,0.29,0.1725615860466224
30,0.3,0.1725615860466224
31,0.31,0.1725615860466224
32,0.32,0.1725615860466224
33,0.33,0.1725615860466224
34,0.34,0.1725615860466224
35,0.35000000000000003,0.1725615860466224
36,0.36,0.1725615860466224
37,0.37,0.1725615860466224
38,0.38,0.1725615860466224
39,0.39,0.1725615860466224
40,0.4,0.1725615860466224
41,0.41000000000000003,0.1725615860466224
42,0.42,0.1725615860466224
43,0.43,0.1725615860466224
44,0.44,0.1725615860466224
45,0.45,0.17290705468735634
46,0.46,0.17290705468735634
47,0.47000000000000003,0.17290705468735634
48,0.48,0.17290705468735634
49,0.49,0.17290705468735634
50,0.5,0.17290705468735634
51,0.51,0.17290705468735634
52,0.52,0.17290705468735634
53,0.53,0.17290705468735634
54,0.54,0.17290705468735634
55,0.55,0.17290705468735634
56,0.56,0.17290705468735634
57,0.5700000000000001,0.17290705468735634
58,0.58,0.17290705468735634
59,0.59,0.17290705468735634
60,0.6,0.17290705468735634
61,0.61,0.17290705468735634
62,0.62,0.17290705468735634
63,0.63,0.17290705468735634
64,0.64,0.17290705468735634
65,0.65,0.17290705468735634
66,0.66,0.17290705468735634
67,0.67,0.17325321495700072
68,0.68,0.17325321495700072
69,0.6900000000000001,0.17325321495700072
70,0.7000000000000001,0.17325321495700072
71,0.71,0.17325321495700072
72,0.72,0.17325321495700072
73,0.73,0.17325321495700072
74,0.74,0.17325321495700072
75,0.75,0.17325321495700072
76,0.76,0.17325321495700072
77,0.77,0.17325321495700072
78,0.78,0.1736000682401979
79,0.79,0.1736000682401979
80,0.8,0.1736000682401979
81,0.81,0.1736000682401979
82,0.8200000000000001,0.1736000682401979
83,0.8300000000000001,0.1736000682401979
84,0.84,0.1736000682401979
85,0.85,0.1736000682401979
86,0.86,0.1736000682401979
87,0.87,0.1736000682401979
88,0.88,0.1736000682401979
89,0.89,0.1736000682401979
90,0.9,0.1736000682401979
91,0.91,0.1736000682401979
92,0.92,0.1736000682401979
93,0.93,0.1736000682401979
94,0.9400000000000001,0.1736000682401979
95,0.9500000000000001,0.1736000682401979
96,0.96,0.1736000682401979
97,0.97,0.1736000682401979
98,0.98,0.1736000682401979
99,0.99,0.1736000682401979
100,1.0,0.19071005283274098
