,cdf,Number of Output Tokens
0,0.0,53.03758555691637
1,0.01,53.03758555691637
2,0.02,53.03758555691637
3,0.03,53.03758555691637
4,0.04,53.03758555691637
5,0.05,53.03758555691637
6,0.06,53.03758555691637
7,0.07,53.03758555691637
8,0.08,53.03758555691637
9,0.09,53.03758555691637
10,0.1,53.03758555691637
11,0.11,53.03758555691637
12,0.12,53.03758555691637
13,0.13,53.03758555691637
14,0.14,53.03758555691637
15,0.15,53.03758555691637
16,0.16,53.03758555691637
17,0.17,53.03758555691637
18,0.18,53.03758555691637
19,0.19,53.03758555691637
20,0.2,53.03758555691637
21,0.21,53.03758555691637
22,0.22,53.03758555691637
23,0.23,53.03758555691637
24,0.24,53.03758555691637
25,0.25,53.03758555691637
26,0.26,53.03758555691637
27,0.27,53.03758555691637
28,0.28,53.03758555691637
29,0.29,53.03758555691637
30,0.3,53.03758555691637
31,0.31,53.03758555691637
32,0.32,53.03758555691637
33,0.33,53.03758555691637
34,0.34,53.03758555691637
35,0.35000000000000003,53.03758555691637
36,0.36,53.03758555691637
37,0.37,53.03758555691637
38,0.38,53.03758555691637
39,0.39,53.03758555691637
40,0.4,53.03758555691637
41,0.41000000000000003,53.03758555691637
42,0.42,53.03758555691637
43,0.43,53.03758555691637
44,0.44,53.03758555691637
45,0.45,53.03758555691637
46,0.46,53.03758555691637
47,0.47000000000000003,53.03758555691637
48,0.48,53.03758555691637
49,0.49,53.03758555691637
50,0.5,53.03758555691637
51,0.51,53.03758555691637
52,0.52,53.03758555691637
53,0.53,53.03758555691637
54,0.54,53.03758555691637
55,0.55,53.03758555691637
56,0.56,53.03758555691637
57,0.5700000000000001,53.03758555691637
58,0.58,53.03758555691637
59,0.59,53.03758555691637
60,0.6,53.03758555691637
61,0.61,53.03758555691637
62,0.62,53.03758555691637
63,0.63,53.03758555691637
64,0.64,53.03758555691637
65,0.65,53.03758555691637
66,0.66,53.03758555691637
67,0.67,53.03758555691637
68,0.68,53.03758555691637
69,0.6900000000000001,53.03758555691637
70,0.7000000000000001,53.03758555691637
71,0.71,53.03758555691637
72,0.72,53.03758555691637
73,0.73,53.03758555691637
74,0.74,53.03758555691637
75,0.75,53.03758555691637
76,0.76,53.03758555691637
77,0.77,53.03758555691637
78,0.78,53.03758555691637
79,0.79,53.03758555691637
80,0.8,53.03758555691637
81,0.81,53.03758555691637
82,0.8200000000000001,53.03758555691637
83,0.8300000000000001,53.03758555691637
84,0.84,53.03758555691637
85,0.85,53.03758555691637
86,0.86,53.03758555691637
87,0.87,53.03758555691637
88,0.88,53.03758555691637
89,0.89,53.03758555691637
90,0.9,53.03758555691637
91,0.91,53.03758555691637
92,0.92,53.03758555691637
93,0.93,53.03758555691637
94,0.9400000000000001,53.03758555691637
95,0.9500000000000001,53.03758555691637
96,0.96,53.03758555691637
97,0.97,53.03758555691637
98,0.98,53.03758555691637
99,0.99,53.03758555691637
100,1.0,53.03758555691637
