,cdf,Normalized End to End Latency
0,0.0,0.026595806952064222
1,0.01,0.026595806952064222
2,0.02,0.026595806952064222
3,0.03,0.026595806952064222
4,0.04,0.026595806952064222
5,0.05,0.026595806952064222
6,0.06,0.026595806952064222
7,0.07,0.026595806952064222
8,0.08,0.026595806952064222
9,0.09,0.026595806952064222
10,0.1,0.026595806952064222
11,0.11,0.026595806952064222
12,0.12,0.026595806952064222
13,0.13,0.026595806952064222
14,0.14,0.026595806952064222
15,0.15,0.026595806952064222
16,0.16,0.026595806952064222
17,0.17,0.026595806952064222
18,0.18,0.026595806952064222
19,0.19,0.026595806952064222
20,0.2,0.026595806952064222
21,0.21,0.026595806952064222
22,0.22,0.026595806952064222
23,0.23,0.026595806952064222
24,0.24,0.026595806952064222
25,0.25,0.026595806952064222
26,0.26,0.026595806952064222
27,0.27,0.026595806952064222
28,0.28,0.026595806952064222
29,0.29,0.026595806952064222
30,0.3,0.026595806952064222
31,0.31,0.026595806952064222
32,0.32,0.026595806952064222
33,0.33,0.026595806952064222
34,0.34,0.026595806952064222
35,0.35000000000000003,0.026595806952064222
36,0.36,0.026595806952064222
37,0.37,0.026595806952064222
38,0.38,0.026595806952064222
39,0.39,0.026595806952064222
40,0.4,0.026595806952064222
41,0.41000000000000003,0.026595806952064222
42,0.42,0.026595806952064222
43,0.43,0.026595806952064222
44,0.44,0.026595806952064222
45,0.45,0.026595806952064222
46,0.46,0.026595806952064222
47,0.47000000000000003,0.026595806952064222
48,0.48,0.026595806952064222
49,0.49,0.026595806952064222
50,0.5,0.026595806952064222
51,0.51,0.026595806952064222
52,0.52,0.026595806952064222
53,0.53,0.026595806952064222
54,0.54,0.026595806952064222
55,0.55,0.026595806952064222
56,0.56,0.026595806952064222
57,0.5700000000000001,0.026595806952064222
58,0.58,0.026595806952064222
59,0.59,0.026595806952064222
60,0.6,0.026595806952064222
61,0.61,0.026595806952064222
62,0.62,0.026595806952064222
63,0.63,0.026595806952064222
64,0.64,0.026595806952064222
65,0.65,0.026595806952064222
66,0.66,0.026595806952064222
67,0.67,0.026595806952064222
68,0.68,0.026595806952064222
69,0.6900000000000001,0.026595806952064222
70,0.7000000000000001,0.026595806952064222
71,0.71,0.026595806952064222
72,0.72,0.026595806952064222
73,0.73,0.026595806952064222
74,0.74,0.026595806952064222
75,0.75,0.026595806952064222
76,0.76,0.026595806952064222
77,0.77,0.026595806952064222
78,0.78,0.026595806952064222
79,0.79,0.026595806952064222
80,0.8,0.026595806952064222
81,0.81,0.026595806952064222
82,0.8200000000000001,0.026595806952064222
83,0.8300000000000001,0.026595806952064222
84,0.84,0.026595806952064222
85,0.85,0.026595806952064222
86,0.86,0.026595806952064222
87,0.87,0.026595806952064222
88,0.88,0.026595806952064222
89,0.89,0.026595806952064222
90,0.9,0.026595806952064222
91,0.91,0.026595806952064222
92,0.92,0.026595806952064222
93,0.93,0.026595806952064222
94,0.9400000000000001,0.026595806952064222
95,0.9500000000000001,0.026595806952064222
96,0.96,0.026595806952064222
97,0.97,0.026595806952064222
98,0.98,0.026595806952064222
99,0.99,0.026595806952064222
100,1.0,0.026595806952064222
