,cdf,Number of Total Tokens
0,0.0,8242.034565120342
1,0.01,8242.034565120342
2,0.02,8242.034565120342
3,0.03,8242.034565120342
4,0.04,8242.034565120342
5,0.05,8242.034565120342
6,0.06,8242.034565120342
7,0.07,8242.034565120342
8,0.08,8242.034565120342
9,0.09,8242.034565120342
10,0.1,8242.034565120342
11,0.11,8242.034565120342
12,0.12,8242.034565120342
13,0.13,8242.034565120342
14,0.14,8242.034565120342
15,0.15,8242.034565120342
16,0.16,8242.034565120342
17,0.17,8242.034565120342
18,0.18,8242.034565120342
19,0.19,8242.034565120342
20,0.2,8242.034565120342
21,0.21,8242.034565120342
22,0.22,8242.034565120342
23,0.23,8242.034565120342
24,0.24,8242.034565120342
25,0.25,8242.034565120342
26,0.26,8242.034565120342
27,0.27,8242.034565120342
28,0.28,8242.034565120342
29,0.29,8242.034565120342
30,0.3,8242.034565120342
31,0.31,8242.034565120342
32,0.32,8242.034565120342
33,0.33,8242.034565120342
34,0.34,8242.034565120342
35,0.35000000000000003,8242.034565120342
36,0.36,8242.034565120342
37,0.37,8242.034565120342
38,0.38,8242.034565120342
39,0.39,8242.034565120342
40,0.4,8242.034565120342
41,0.41000000000000003,8242.034565120342
42,0.42,8242.034565120342
43,0.43,8242.034565120342
44,0.44,8242.034565120342
45,0.45,8242.034565120342
46,0.46,8242.034565120342
47,0.47000000000000003,8242.034565120342
48,0.48,8242.034565120342
49,0.49,8242.034565120342
50,0.5,8242.034565120342
51,0.51,8242.034565120342
52,0.52,8242.034565120342
53,0.53,8242.034565120342
54,0.54,8242.034565120342
55,0.55,8242.034565120342
56,0.56,8242.034565120342
57,0.5700000000000001,8242.034565120342
58,0.58,8242.034565120342
59,0.59,8242.034565120342
60,0.6,8242.034565120342
61,0.61,8242.034565120342
62,0.62,8242.034565120342
63,0.63,8242.034565120342
64,0.64,8242.034565120342
65,0.65,8242.034565120342
66,0.66,8242.034565120342
67,0.67,8242.034565120342
68,0.68,8242.034565120342
69,0.6900000000000001,8242.034565120342
70,0.7000000000000001,8242.034565120342
71,0.71,8242.034565120342
72,0.72,8242.034565120342
73,0.73,8242.034565120342
74,0.74,8242.034565120342
75,0.75,8242.034565120342
76,0.76,8242.034565120342
77,0.77,8242.034565120342
78,0.78,8242.034565120342
79,0.79,8242.034565120342
80,0.8,8242.034565120342
81,0.81,8242.034565120342
82,0.8200000000000001,8242.034565120342
83,0.8300000000000001,8242.034565120342
84,0.84,8242.034565120342
85,0.85,8242.034565120342
86,0.86,8242.034565120342
87,0.87,8242.034565120342
88,0.88,8242.034565120342
89,0.89,8242.034565120342
90,0.9,8242.034565120342
91,0.91,8242.034565120342
92,0.92,8242.034565120342
93,0.93,8242.034565120342
94,0.9400000000000001,8242.034565120342
95,0.9500000000000001,8242.034565120342
96,0.96,8242.034565120342
97,0.97,8242.034565120342
98,0.98,8242.034565120342
99,0.99,8242.034565120342
100,1.0,8242.034565120342
