,cdf,Output Throughput
0,0.0,37.59987436374385
1,0.01,37.59987436374385
2,0.02,37.59987436374385
3,0.03,37.59987436374385
4,0.04,37.59987436374385
5,0.05,37.59987436374385
6,0.06,37.59987436374385
7,0.07,37.59987436374385
8,0.08,37.59987436374385
9,0.09,37.59987436374385
10,0.1,37.59987436374385
11,0.11,37.59987436374385
12,0.12,37.59987436374385
13,0.13,37.59987436374385
14,0.14,37.59987436374385
15,0.15,37.59987436374385
16,0.16,37.59987436374385
17,0.17,37.59987436374385
18,0.18,37.59987436374385
19,0.19,37.59987436374385
20,0.2,37.59987436374385
21,0.21,37.59987436374385
22,0.22,37.59987436374385
23,0.23,37.59987436374385
24,0.24,37.59987436374385
25,0.25,37.59987436374385
26,0.26,37.59987436374385
27,0.27,37.59987436374385
28,0.28,37.59987436374385
29,0.29,37.59987436374385
30,0.3,37.59987436374385
31,0.31,37.59987436374385
32,0.32,37.59987436374385
33,0.33,37.59987436374385
34,0.34,37.59987436374385
35,0.35000000000000003,37.59987436374385
36,0.36,37.59987436374385
37,0.37,37.59987436374385
38,0.38,37.59987436374385
39,0.39,37.59987436374385
40,0.4,37.59987436374385
41,0.41000000000000003,37.59987436374385
42,0.42,37.59987436374385
43,0.43,37.59987436374385
44,0.44,37.59987436374385
45,0.45,37.59987436374385
46,0.46,37.59987436374385
47,0.47000000000000003,37.59987436374385
48,0.48,37.59987436374385
49,0.49,37.59987436374385
50,0.5,37.59987436374385
51,0.51,37.59987436374385
52,0.52,37.59987436374385
53,0.53,37.59987436374385
54,0.54,37.59987436374385
55,0.55,37.59987436374385
56,0.56,37.59987436374385
57,0.5700000000000001,37.59987436374385
58,0.58,37.59987436374385
59,0.59,37.59987436374385
60,0.6,37.59987436374385
61,0.61,37.59987436374385
62,0.62,37.59987436374385
63,0.63,37.59987436374385
64,0.64,37.59987436374385
65,0.65,37.59987436374385
66,0.66,37.59987436374385
67,0.67,37.59987436374385
68,0.68,37.59987436374385
69,0.6900000000000001,37.59987436374385
70,0.7000000000000001,37.59987436374385
71,0.71,37.59987436374385
72,0.72,37.59987436374385
73,0.73,37.59987436374385
74,0.74,37.59987436374385
75,0.75,37.59987436374385
76,0.76,37.59987436374385
77,0.77,37.59987436374385
78,0.78,37.59987436374385
79,0.79,37.59987436374385
80,0.8,37.59987436374385
81,0.81,37.59987436374385
82,0.8200000000000001,37.59987436374385
83,0.8300000000000001,37.59987436374385
84,0.84,37.59987436374385
85,0.85,37.59987436374385
86,0.86,37.59987436374385
87,0.87,37.59987436374385
88,0.88,37.59987436374385
89,0.89,37.59987436374385
90,0.9,37.59987436374385
91,0.91,37.59987436374385
92,0.92,37.59987436374385
93,0.93,37.59987436374385
94,0.9400000000000001,37.59987436374385
95,0.9500000000000001,37.59987436374385
96,0.96,37.59987436374385
97,0.97,37.59987436374385
98,0.98,37.59987436374385
99,0.99,37.59987436374385
100,1.0,37.59987436374385
