,cdf,Number of Total Tokens
0,0.0,1025.5679246920818
1,0.01,1025.5679246920818
2,0.02,1025.5679246920818
3,0.03,1025.5679246920818
4,0.04,1025.5679246920818
5,0.05,1025.5679246920818
6,0.06,1025.5679246920818
7,0.07,1025.5679246920818
8,0.08,1025.5679246920818
9,0.09,1025.5679246920818
10,0.1,1025.5679246920818
11,0.11,1025.5679246920818
12,0.12,1025.5679246920818
13,0.13,1025.5679246920818
14,0.14,1025.5679246920818
15,0.15,1025.5679246920818
16,0.16,1025.5679246920818
17,0.17,1025.5679246920818
18,0.18,1025.5679246920818
19,0.19,1025.5679246920818
20,0.2,1025.5679246920818
21,0.21,1025.5679246920818
22,0.22,1025.5679246920818
23,0.23,1025.5679246920818
24,0.24,1025.5679246920818
25,0.25,1025.5679246920818
26,0.26,1025.5679246920818
27,0.27,1025.5679246920818
28,0.28,1025.5679246920818
29,0.29,1025.5679246920818
30,0.3,1025.5679246920818
31,0.31,1025.5679246920818
32,0.32,1025.5679246920818
33,0.33,1025.5679246920818
34,0.34,1025.5679246920818
35,0.35000000000000003,1025.5679246920818
36,0.36,1025.5679246920818
37,0.37,1025.5679246920818
38,0.38,1025.5679246920818
39,0.39,1025.5679246920818
40,0.4,1025.5679246920818
41,0.41000000000000003,1025.5679246920818
42,0.42,1025.5679246920818
43,0.43,1025.5679246920818
44,0.44,1025.5679246920818
45,0.45,1025.5679246920818
46,0.46,1025.5679246920818
47,0.47000000000000003,1025.5679246920818
48,0.48,1025.5679246920818
49,0.49,1025.5679246920818
50,0.5,1025.5679246920818
51,0.51,1025.5679246920818
52,0.52,1025.5679246920818
53,0.53,1025.5679246920818
54,0.54,1025.5679246920818
55,0.55,1025.5679246920818
56,0.56,1025.5679246920818
57,0.5700000000000001,1025.5679246920818
58,0.58,1025.5679246920818
59,0.59,1025.5679246920818
60,0.6,1025.5679246920818
61,0.61,1025.5679246920818
62,0.62,1025.5679246920818
63,0.63,1025.5679246920818
64,0.64,1025.5679246920818
65,0.65,1025.5679246920818
66,0.66,1025.5679246920818
67,0.67,1025.5679246920818
68,0.68,1025.5679246920818
69,0.6900000000000001,1025.5679246920818
70,0.7000000000000001,1025.5679246920818
71,0.71,1025.5679246920818
72,0.72,1025.5679246920818
73,0.73,1025.5679246920818
74,0.74,1025.5679246920818
75,0.75,1025.5679246920818
76,0.76,1025.5679246920818
77,0.77,1025.5679246920818
78,0.78,1025.5679246920818
79,0.79,1025.5679246920818
80,0.8,1025.5679246920818
81,0.81,1025.5679246920818
82,0.8200000000000001,1025.5679246920818
83,0.8300000000000001,1025.5679246920818
84,0.84,1025.5679246920818
85,0.85,1025.5679246920818
86,0.86,1025.5679246920818
87,0.87,1025.5679246920818
88,0.88,1025.5679246920818
89,0.89,1025.5679246920818
90,0.9,1025.5679246920818
91,0.91,1025.5679246920818
92,0.92,1025.5679246920818
93,0.93,1025.5679246920818
94,0.9400000000000001,1025.5679246920818
95,0.9500000000000001,1025.5679246920818
96,0.96,1025.5679246920818
97,0.97,1025.5679246920818
98,0.98,1025.5679246920818
99,0.99,1025.5679246920818
100,1.0,1025.5679246920818
