,cdf,Output Throughput
0,0.0,17.97533360818885
1,0.01,17.97533360818885
2,0.02,17.97533360818885
3,0.03,17.97533360818885
4,0.04,17.97533360818885
5,0.05,17.97533360818885
6,0.06,17.97533360818885
7,0.07,17.97533360818885
8,0.08,17.97533360818885
9,0.09,17.97533360818885
10,0.1,17.97533360818885
11,0.11,17.97533360818885
12,0.12,19.550492755533178
13,0.13,19.550492755533178
14,0.14,19.550492755533178
15,0.15,19.550492755533178
16,0.16,19.550492755533178
17,0.17,19.550492755533178
18,0.18,19.550492755533178
19,0.19,19.550492755533178
20,0.2,19.550492755533178
21,0.21,19.550492755533178
22,0.22,19.550492755533178
23,0.23,19.58963288116988
24,0.24,19.58963288116988
25,0.25,19.58963288116988
26,0.26,19.58963288116988
27,0.27,19.58963288116988
28,0.28,19.58963288116988
29,0.29,19.58963288116988
30,0.3,19.58963288116988
31,0.31,19.58963288116988
32,0.32,19.58963288116988
33,0.33,19.58963288116988
34,0.34,19.865816608672393
35,0.35000000000000003,19.865816608672393
36,0.36,19.865816608672393
37,0.37,19.865816608672393
38,0.38,19.865816608672393
39,0.39,19.865816608672393
40,0.4,19.865816608672393
41,0.41000000000000003,19.865816608672393
42,0.42,19.865816608672393
43,0.43,19.865816608672393
44,0.44,19.865816608672393
45,0.45,20.594015179825057
46,0.46,20.594015179825057
47,0.47000000000000003,20.594015179825057
48,0.48,20.594015179825057
49,0.49,20.594015179825057
50,0.5,20.594015179825057
51,0.51,20.594015179825057
52,0.52,20.594015179825057
53,0.53,20.594015179825057
54,0.54,20.594015179825057
55,0.55,20.594015179825057
56,0.56,20.842632163358868
57,0.5700000000000001,20.842632163358868
58,0.58,20.842632163358868
59,0.59,20.842632163358868
60,0.6,20.842632163358868
61,0.61,20.842632163358868
62,0.62,20.842632163358868
63,0.63,20.842632163358868
64,0.64,20.842632163358868
65,0.65,20.842632163358868
66,0.66,20.842632163358868
67,0.67,20.9261696835151
68,0.68,20.9261696835151
69,0.6900000000000001,20.9261696835151
70,0.7000000000000001,20.9261696835151
71,0.71,20.9261696835151
72,0.72,20.9261696835151
73,0.73,20.9261696835151
74,0.74,20.9261696835151
75,0.75,20.9261696835151
76,0.76,20.9261696835151
77,0.77,20.9261696835151
78,0.78,22.087250280605375
79,0.79,22.087250280605375
80,0.8,22.087250280605375
81,0.81,22.087250280605375
82,0.8200000000000001,22.087250280605375
83,0.8300000000000001,22.087250280605375
84,0.84,22.087250280605375
85,0.85,22.087250280605375
86,0.86,22.087250280605375
87,0.87,22.087250280605375
88,0.88,22.087250280605375
89,0.89,22.087250280605375
90,0.9,22.087250280605375
91,0.91,22.087250280605375
92,0.92,22.087250280605375
93,0.93,22.087250280605375
94,0.9400000000000001,22.087250280605375
95,0.9500000000000001,22.087250280605375
96,0.96,22.087250280605375
97,0.97,22.087250280605375
98,0.98,22.087250280605375
99,0.99,22.087250280605375
100,1.0,22.30923091071944
