SECONDS,request_arrived
-13.605056762695312,1.0
-13.522079467773438,2.0
-11.888005495071411,3.0
-11.778221368789673,4.0
-10.883272409439087,5.0
-10.769774198532104,6.0
-7.863605260848999,7.0
-7.85186767578125,8.0
-7.750023126602173,9.0
-7.7382261753082275,10.0
-4.861690521240234,11.0
-4.749006271362305,12.0
-1.8553111553192139,13.0
-1.8435642719268799,14.0
-1.7456645965576172,15.0
-1.7339413166046143,16.0
1.1519389152526855,17.0
1.2698237895965576,18.0
3.156381130218506,19.0
3.270474672317505,20.0
10.214633703231812,21.0
10.226555109024048,22.0
10.315715789794922,23.0
10.326696395874023,24.0
13.220698118209839,25.0
13.333399772644043,26.0
16.340392589569092,27.0
16.352279901504517,28.0
16.450786113739014,29.0
16.462648153305054,30.0
19.34729552268982,31.0
19.465576648712158,32.0
22.35552167892456,33.0
22.367441654205322,34.0
22.46086597442627,35.0
22.48517155647278,36.0
26.367841482162476,37.0
26.463464975357056,38.0
28.40524435043335,39.0
28.417140245437622,40.0
28.42892861366272,41.0
28.500824213027954,42.0
28.512680292129517,43.0
28.524471282958984,44.0
30.483219623565674,45.0
30.582760334014893,46.0
31.464053869247437,47.0
31.475820064544678,48.0
31.56566548347473,49.0
31.577433109283447,50.0
34.4700608253479,51.0
34.482051610946655,52.0
34.49933576583862,53.0
34.516634941101074,54.0
34.528627157211304,55.0
34.54064416885376,56.0
34.56692552566528,57.0
34.57895040512085,58.0
34.59615397453308,59.0
34.61337614059448,60.0
34.63056564331055,61.0
34.64282274246216,62.0
37.49446678161621,63.0
37.59610366821289,64.0
40.490474462509155,65.0
40.502174377441406,66.0
40.5957190990448,67.0
40.61273908615112,68.0
43.504029512405396,69.0
43.60421276092529,70.0
46.503413915634155,71.0
46.607279777526855,72.0
48.504711627960205,73.0
48.51655721664429,74.0
48.533631801605225,75.0
48.61347937583923,76.0
48.62549829483032,77.0
48.64270043373108,78.0
52.51410412788391,79.0
52.53104615211487,80.0
52.54801607131958,81.0
52.565022230148315,82.0
52.61905598640442,83.0
52.641207456588745,84.0
52.65826606750488,85.0
52.6701123714447,86.0
53.53051280975342,87.0
53.6388041973114,88.0
54.549986362457275,89.0
54.66114783287048,90.0
55.57848572731018,91.0
55.678218841552734,92.0
57.548914432525635,93.0
57.56067705154419,94.0
57.572487115859985,95.0
57.66632962226868,96.0
57.68335843086243,97.0
57.70030760765076,98.0
59.55242085456848,99.0
59.67489504814148,100.0
61.60040092468262,101.0
61.722458600997925,102.0
64.57741069793701,103.0
64.59439468383789,104.0
64.69463276863098,105.0
64.7064790725708,106.0
65.5885112285614,107.0
65.6964123249054,108.0
67.63201212882996,109.0
67.75124168395996,110.0
69.59643793106079,111.0
69.61785697937012,112.0
69.62960624694824,113.0
69.65676665306091,114.0
69.67899703979492,115.0
69.7104229927063,116.0
69.72229266166687,117.0
69.74057173728943,118.0
69.75750541687012,119.0
69.77450132369995,120.0
73.62175440788269,121.0
73.73164081573486,122.0
75.63362550735474,123.0
75.74010038375854,124.0
76.65723204612732,125.0
76.75280046463013,126.0
78.63974022865295,127.0
78.73870873451233,128.0
79.64446902275085,129.0
79.74119091033936,130.0
82.72666144371033,131.0
82.7387855052948,132.0
82.83491635322571,133.0
82.85214877128601,134.0
85.7272138595581,135.0
85.73889660835266,136.0
85.82868814468384,137.0
85.84043073654175,138.0
91.73801469802856,139.0
91.84083652496338,140.0
92.74962949752808,141.0
92.84825825691223,142.0
93.78116011619568,143.0
93.85922074317932,144.0
94.76588344573975,145.0
94.77842473983765,146.0
94.79022479057312,147.0
94.86249470710754,148.0
94.87481594085693,149.0
94.88659000396729,150.0
96.79515051841736,151.0
96.8769268989563,152.0
97.8367178440094,153.0
97.89140892028809,154.0
97.914146900177,155.0
97.97343349456787,156.0
98.8545560836792,157.0
98.92923903465271,158.0
100.8560791015625,159.0
100.8703408241272,160.0
100.88239169120789,161.0
100.89423990249634,162.0
100.93704748153687,163.0
100.95406913757324,164.0
100.96592664718628,165.0
100.98894810676575,166.0
102.88954257965088,167.0
102.95105409622192,168.0
103.91222047805786,169.0
103.92414402961731,170.0
103.93599081039429,171.0
103.98096990585327,172.0
103.99283504486084,173.0
104.0046808719635,174.0
106.91355323791504,175.0
106.92529678344727,176.0
106.93713021278381,177.0
106.94881248474121,178.0
106.98993825912476,179.0
107.00169062614441,180.0
107.01352190971375,181.0
107.03052592277527,182.0
108.93484020233154,183.0
109.00911092758179,184.0
114.93392539024353,185.0
114.94594955444336,186.0
114.9631507396698,187.0
115.01477527618408,188.0
115.02669739723206,189.0
115.03864693641663,190.0
121.94706153869629,191.0
121.9589204788208,192.0
122.0233154296875,193.0
122.03528213500977,194.0
123.94744062423706,195.0
124.03103041648865,196.0
124.9512710571289,197.0
124.96328330039978,198.0
125.03553438186646,199.0
125.04744100570679,200.0
126.9975917339325,201.0
127.07529163360596,202.0
127.98930740356445,203.0
128.00143265724182,204.0
128.07946634292603,205.0
128.09153246879578,206.0
130.00839066505432,207.0
130.0204782485962,208.0
130.08915495872498,209.0
130.10540533065796,210.0
131.02275896072388,211.0
131.03477716445923,212.0
131.05079650878906,213.0
131.06277012825012,214.0
131.0746772289276,215.0
131.10260915756226,216.0
131.1155140399933,217.0
131.12761878967285,218.0
131.13944745063782,219.0
131.16720151901245,220.0
133.04641604423523,221.0
133.05810689926147,222.0
133.07505536079407,223.0
133.092027425766,224.0
133.14017724990845,225.0
133.16236782073975,226.0
133.17417430877686,227.0
133.19631433486938,228.0
134.0772886276245,229.0
134.18139910697937,230.0
135.06630969047546,231.0
135.18606805801392,232.0
136.09949946403503,233.0
136.18052887916565,234.0
137.07364630699158,235.0
137.15700435638428,236.0
140.07410502433777,237.0
140.091055393219,238.0
140.15869116783142,239.0
140.1704821586609,240.0
143.08810138702393,241.0
143.17273998260498,242.0
145.08449959754944,243.0
145.0964114665985,244.0
145.1745023727417,245.0
145.1865017414093,246.0
146.08927607536316,247.0
146.17474389076233,248.0
150.10783171653748,249.0
150.19355034828186,250.0
151.13069915771484,251.0
151.2125096321106,252.0
152.12779545783997,253.0
152.13957047462463,254.0
152.1512794494629,255.0
152.16293859481812,256.0
152.21061420440674,257.0
152.22228384017944,258.0
152.23392987251282,259.0
152.2455930709839,260.0
155.16342782974243,261.0
155.1752302646637,262.0
155.18698120117188,263.0
155.19873929023743,264.0
155.24172496795654,265.0
155.25349354743958,266.0
155.26551580429077,267.0
155.2774977684021,268.0
157.1766791343689,269.0
157.19345259666443,270.0
157.2599799633026,271.0
157.27185034751892,272.0
159.18521809577942,273.0
159.26922512054443,274.0
160.1922082901001,275.0
