SECONDS,prefix_cache_block_movements_gpu_to_cpu
1746756084.9907804,0.0
1746756085.0065758,0.0
1746756085.0224087,0.0
1746756085.0383997,0.0
1746756085.054143,0.0
1746756085.069913,0.0
1746756085.085724,0.0
1746756085.1016197,0.0
1746756085.117441,0.0
1746756085.133245,0.0
1746756085.1785872,0.0
1746756085.2188315,0.0
1746756085.236861,0.0
1746756085.257041,0.0
1746756085.2732368,0.0
1746756085.2894514,0.0
1746756085.3056521,0.0
1746756085.3220286,0.0
1746756085.3383012,0.0
1746756085.3546267,0.0
1746756085.3708138,0.0
1746756085.3871,0.0
1746756085.4033391,0.0
1746756085.4197676,0.0
1746756085.436057,0.0
1746756085.4523444,0.0
1746756085.4686892,0.0
1746756085.4849238,0.0
1746756085.5012035,0.0
1746756085.5175095,0.0
1746756085.5337222,0.0
1746756085.5499794,0.0
1746756085.566175,0.0
1746756085.582529,0.0
1746756085.5987859,0.0
1746756085.6150815,0.0
1746756085.6312244,0.0
1746756085.6475058,0.0
1746756085.6637895,0.0
1746756085.6796792,0.0
1746756085.695388,0.0
1746756085.711111,0.0
1746756085.7269797,0.0
1746756085.742777,0.0
1746756085.758655,0.0
1746756085.774503,0.0
1746756085.790415,0.0
1746756085.806366,0.0
1746756085.8222396,0.0
1746756085.8381877,0.0
1746756085.8540125,0.0
1746756085.8701866,0.0
1746756085.8860135,0.0
1746756085.9019122,0.0
1746756085.9179287,0.0
1746756085.9340253,0.0
1746756085.9498854,0.0
1746756085.9657805,0.0
1746756085.981626,0.0
1746756085.99752,0.0
1746756086.0134077,0.0
1746756086.0292695,0.0
1746756086.0452256,0.0
1746756086.0611057,0.0
1746756086.0769305,0.0
1746756086.092895,0.0
1746756086.108842,0.0
1746756086.1250226,0.0
1746756086.1410723,0.0
1746756086.1572895,0.0
1746756086.173508,0.0
1746756086.1897848,0.0
1746756086.2058356,0.0
1746756086.222028,0.0
1746756086.238157,0.0
1746756086.2542317,0.0
1746756086.2703223,0.0
1746756086.2862763,0.0
1746756086.3024373,0.0
1746756086.3185146,0.0
1746756086.3346481,0.0
1746756086.3507853,0.0
1746756086.3668685,0.0
1746756086.3832316,0.0
1746756086.3993592,0.0
1746756086.4155138,0.0
1746756086.4317222,0.0
1746756086.4479833,0.0
1746756086.4642024,0.0
1746756086.4803965,0.0
1746756086.4965599,0.0
1746756086.5127294,0.0
1746756086.5289438,0.0
1746756086.5451546,0.0
1746756086.561308,0.0
1746756086.5774395,0.0
1746756086.593533,0.0
1746756086.6095972,0.0
1746756086.625728,0.0
1746756086.6420815,0.0
1746756086.6582627,0.0
1746756086.6743832,0.0
1746756086.6905706,0.0
1746756086.7067764,0.0
1746756086.722873,0.0
1746756086.738979,0.0
1746756086.755163,0.0
1746756086.7712562,0.0
1746756086.7873557,0.0
1746756086.8034887,0.0
1746756086.819662,0.0
1746756086.8357167,0.0
1746756086.8520007,0.0
1746756086.8681226,0.0
1746756086.8842256,0.0
1746756086.900669,0.0
1746756086.9169006,0.0
1746756086.933063,0.0
1746756086.949277,0.0
1746756086.9655745,0.0
1746756086.981728,0.0
1746756086.9978468,0.0
1746756087.0140946,0.0
1746756087.0301406,0.0
1746756087.0461576,0.0
1746756087.062831,0.0
1746756087.0790977,0.0
1746756087.095233,0.0
1746756087.1114173,0.0
1746756087.127552,0.0
1746756087.1436517,0.0
1746756087.160202,0.0
1746756087.1764967,0.0
1746756087.19277,0.0
1746756087.2090433,0.0
1746756087.225462,0.0
1746756087.2417672,0.0
1746756087.2578433,0.0
1746756087.2739177,0.0
1746756087.2900293,0.0
1746756087.3062792,0.0
1746756087.3224566,0.0
1746756087.3386996,0.0
1746756087.3548226,0.0
1746756087.3709402,0.0
1746756087.3871205,0.0
1746756087.4033043,0.0
1746756087.4196217,0.0
1746756087.4357734,0.0
1746756087.4519558,0.0
1746756087.468295,0.0
1746756087.4846406,0.0
1746756087.5008554,0.0
1746756087.5171497,0.0
1746756087.533439,0.0
1746756087.5498023,0.0
1746756087.5660563,0.0
1746756087.5820901,0.0
1746756087.5981627,0.0
1746756087.6142087,0.0
1746756087.6304762,0.0
1746756087.64666,0.0
1746756087.6628613,0.0
1746756087.6793032,0.0
1746756087.695403,0.0
1746756087.7115824,0.0
1746756087.7278345,0.0
1746756087.744166,0.0
1746756087.7603855,0.0
1746756087.7765503,0.0
1746756087.7926993,0.0
1746756087.8088906,0.0
1746756087.8267415,0.0
1746756087.843441,0.0
1746756087.859596,0.0
1746756087.8756316,0.0
1746756087.8917089,0.0
1746756087.9079332,0.0
1746756087.924144,0.0
1746756087.940694,0.0
1746756087.9568365,0.0
1746756087.9730012,0.0
1746756087.9892738,0.0
1746756088.0056732,0.0
1746756088.021722,0.0
1746756088.0375307,0.0
1746756088.053377,0.0
1746756088.0692878,0.0
1746756088.0851288,0.0
1746756088.1012056,0.0
1746756088.1175795,0.0
1746756088.1340027,0.0
1746756088.1501179,0.0
1746756088.1663182,0.0
1746756088.2124867,0.0
1746756088.2529902,0.0
1746756088.3058531,0.0
1746756088.346479,0.0
1746756088.3873265,0.0
1746756088.4288428,0.0
1746756088.470453,0.0
1746756088.5124793,0.0
1746756088.5547976,0.0
1746756088.5972977,0.0
1746756088.6400077,0.0
1746756088.683088,0.0
1746756088.7265651,0.0
1746756088.7704499,0.0
1746756088.821224,0.0
1746756088.8389604,0.0
1746756088.8564367,0.0
1746756088.8740718,0.0
1746756088.891438,0.0
1746756088.9092476,0.0
1746756088.9266982,0.0
1746756088.944265,0.0
1746756088.9616892,0.0
1746756088.9792736,0.0
1746756088.9967115,0.0
1746756089.01416,0.0
1746756089.0314648,0.0
1746756089.0486548,0.0
1746756089.0658145,0.0
1746756089.083164,0.0
1746756089.1005557,0.0
1746756089.1179981,0.0
1746756089.1353672,0.0
1746756089.1540668,0.0
1746756089.17068,0.0
1746756089.1874921,0.0
1746756089.2040498,0.0
1746756089.220808,0.0
1746756089.2373667,0.0
1746756089.2540684,0.0
1746756089.2707167,0.0
1746756089.2873082,0.0
1746756089.3037915,0.0
1746756089.320459,0.0
1746756089.3371007,0.0
1746756089.3537552,0.0
1746756089.3703718,0.0
1746756089.3870115,0.0
1746756089.40363,0.0
1746756089.4206066,0.0
1746756089.4371839,0.0
1746756089.4539883,0.0
1746756089.470622,0.0
1746756089.4873815,0.0
1746756089.5039434,0.0
1746756089.520753,0.0
1746756089.5373747,0.0
1746756089.553898,0.0
1746756089.5704753,0.0
1746756089.587083,0.0
1746756089.6036334,0.0
1746756089.6200926,0.0
1746756089.6364012,0.0
1746756089.6528406,0.0
1746756089.6692505,0.0
1746756089.6859343,0.0
1746756089.702459,0.0
1746756089.719259,0.0
1746756089.7358146,0.0
1746756089.75249,0.0
1746756089.769137,0.0
1746756089.7860215,0.0
1746756089.8026202,0.0
1746756089.819323,0.0
1746756089.835839,0.0
1746756089.8523898,0.0
1746756089.8691218,0.0
1746756089.8858552,0.0
1746756089.9024913,0.0
1746756089.9193008,0.0
1746756089.9359381,0.0
1746756089.9528794,0.0
1746756089.9695337,0.0
1746756089.986279,0.0
1746756090.0028515,0.0
1746756090.019573,0.0
1746756090.0360916,0.0
1746756090.0525444,0.0
1746756090.0689785,0.0
1746756090.0857143,0.0
1746756090.1022494,0.0
1746756090.118824,0.0
1746756090.1354291,0.0
1746756090.1519966,0.0
1746756090.1686323,0.0
1746756090.1853113,0.0
1746756090.2020352,0.0
1746756090.2191098,0.0
1746756090.2357588,0.0
1746756090.2526162,0.0
1746756090.2692091,0.0
1746756090.2860122,0.0
1746756090.3026755,0.0
1746756090.3194234,0.0
1746756090.3361597,0.0
1746756090.3526974,0.0
1746756090.369324,0.0
1746756090.3861496,0.0
1746756090.4028783,0.0
1746756090.419403,0.0
1746756090.4362583,0.0
1746756090.4527233,0.0
1746756090.4691906,0.0
1746756090.4862235,0.0
1746756090.5029628,0.0
1746756090.5191793,0.0
1746756090.535347,0.0
1746756090.551607,0.0
1746756090.568186,0.0
1746756090.5846777,0.0
1746756090.60095,0.0
1746756090.6171227,0.0
1746756090.6333973,0.0
1746756090.6496687,0.0
1746756090.6659713,0.0
1746756090.682218,0.0
1746756090.6985533,0.0
1746756090.714842,0.0
1746756090.731038,0.0
1746756090.747429,0.0
1746756090.7636309,0.0
1746756090.7800136,0.0
1746756090.7961347,0.0
1746756090.8124187,0.0
1746756090.8286905,0.0
1746756090.8449955,0.0
1746756090.861269,0.0
1746756090.8775253,0.0
1746756090.8938177,0.0
1746756090.9100146,0.0
1746756090.9262319,0.0
1746756090.9423823,0.0
1746756090.9586673,0.0
1746756090.974911,0.0
1746756090.99118,0.0
1746756091.0076547,0.0
1746756091.0239377,0.0
1746756091.0401492,0.0
1746756091.0561173,0.0
1746756091.0721622,0.0
1746756091.0882404,0.0
1746756091.104704,0.0
1746756091.1209626,0.0
1746756091.1372519,0.0
1746756091.1535218,0.0
1746756091.1998658,0.0
1746756091.2403452,0.0
1746756091.258947,0.0
1746756091.275527,0.0
1746756091.296192,0.0
1746756091.3128774,0.0
1746756091.3297555,0.0
1746756091.3465846,0.0
1746756091.3634439,0.0
1746756091.3802505,0.0
1746756091.3969243,0.0
1746756091.4135358,0.0
1746756091.4303734,0.0
1746756091.4471245,0.0
1746756091.4639378,0.0
1746756091.480614,0.0
1746756091.497213,0.0
1746756091.513925,0.0
1746756091.5305908,0.0
1746756091.547246,0.0
1746756091.5638895,0.0
1746756091.5805914,0.0
1746756091.5976152,0.0
1746756091.614359,0.0
1746756091.63121,0.0
1746756091.6481001,0.0
1746756091.664799,0.0
1746756091.6814828,0.0
1746756091.6983337,0.0
1746756091.7150085,0.0
1746756091.7316554,0.0
1746756091.7483501,0.0
1746756091.765036,0.0
1746756091.7817452,0.0
1746756091.798413,0.0
1746756091.8150811,0.0
1746756091.832873,0.0
1746756091.8487382,0.0
1746756091.8644285,0.0
1746756091.880195,0.0
1746756091.896007,0.0
1746756091.9117591,0.0
1746756091.9275663,0.0
1746756091.9432857,0.0
1746756091.9593089,0.0
1746756091.975277,0.0
1746756091.9909213,0.0
1746756092.0065877,0.0
1746756092.0223362,0.0
1746756092.0376234,0.0
1746756092.052671,0.0
1746756092.0677595,0.0
1746756092.0828292,0.0
1746756092.0977829,0.0
1746756092.1130085,0.0
1746756092.128941,0.0
1746756092.1453145,0.0
1746756092.1613145,0.0
1746756092.17714,0.0
1746756092.1927838,0.0
1746756092.2086976,0.0
1746756092.2244282,0.0
1746756092.240274,0.0
1746756092.256016,0.0
1746756092.2717438,0.0
1746756092.2873034,0.0
1746756092.302923,0.0
1746756092.318545,0.0
1746756092.3343668,0.0
1746756092.3501215,0.0
1746756092.3658593,0.0
1746756092.3817964,0.0
1746756092.3976378,0.0
1746756092.4134057,0.0
1746756092.429211,0.0
1746756092.4449334,0.0
1746756092.4608057,0.0
1746756092.4765732,0.0
1746756092.492395,0.0
1746756092.5082662,0.0
1746756092.523987,0.0
1746756092.5396066,0.0
1746756092.5551329,0.0
1746756092.570693,0.0
1746756092.5863936,0.0
1746756092.6020796,0.0
1746756092.6178417,0.0
1746756092.6337662,0.0
1746756092.6496642,0.0
1746756092.6654913,0.0
1746756092.6812668,0.0
1746756092.697026,0.0
1746756092.7128143,0.0
1746756092.728523,0.0
1746756092.7443035,0.0
1746756092.7601106,0.0
1746756092.7757835,0.0
1746756092.7913654,0.0
1746756092.8069818,0.0
1746756092.822699,0.0
1746756092.8385348,0.0
1746756092.8542957,0.0
1746756092.870045,0.0
1746756092.8860085,0.0
1746756092.9019058,0.0
1746756092.9177473,0.0
1746756092.9334373,0.0
1746756092.9492698,0.0
1746756092.9652095,0.0
1746756092.9810367,0.0
1746756092.9967375,0.0
1746756093.0124657,0.0
1746756093.028149,0.0
1746756093.0436578,0.0
1746756093.0591125,0.0
1746756093.0745788,0.0
1746756093.0900536,0.0
1746756093.1055675,0.0
1746756093.1212268,0.0
1746756093.1371608,0.0
1746756093.1528988,0.0
1746756093.1687264,0.0
1746756093.1845837,0.0
1746756093.20043,0.0
1746756093.2164028,0.0
1746756093.2321963,0.0
1746756093.2480633,0.0
1746756093.263815,0.0
1746756093.2794425,0.0
1746756093.295028,0.0
1746756093.3107219,0.0
1746756093.3264465,0.0
1746756093.3421452,0.0
1746756093.357746,0.0
1746756093.3735704,0.0
1746756093.3895836,0.0
1746756093.405408,0.0
1746756093.4212358,0.0
1746756093.4370356,0.0
1746756093.4527614,0.0
1746756093.4686372,0.0
1746756093.484424,0.0
1746756093.5002186,0.0
1746756093.5160055,0.0
1746756093.5317345,0.0
1746756093.5472476,0.0
1746756093.562823,0.0
1746756093.5784426,0.0
1746756093.594092,0.0
1746756093.609763,0.0
1746756093.625519,0.0
1746756093.6414454,0.0
1746756093.6573002,0.0
1746756093.673156,0.0
1746756093.6889482,0.0
1746756093.7047055,0.0
1746756093.7205753,0.0
1746756093.736405,0.0
1746756093.752119,0.0
1746756093.7677302,0.0
1746756093.783474,0.0
1746756093.7990859,0.0
1746756093.814698,0.0
1746756093.8304892,0.0
1746756093.8461897,0.0
1746756093.861852,0.0
1746756093.877652,0.0
1746756093.8935819,0.0
1746756093.909399,0.0
1746756093.9251773,0.0
1746756093.9409058,0.0
1746756093.9565485,0.0
1746756093.9724886,0.0
1746756093.9882789,0.0
1746756094.0039709,0.0
1746756094.0195663,0.0
1746756094.0352056,0.0
1746756094.0506382,0.0
1746756094.066118,0.0
1746756094.0815296,0.0
1746756094.0969014,0.0
1746756094.1123075,0.0
1746756094.1276433,0.0
1746756094.143213,0.0
1746756094.1588228,0.0
1746756094.1746407,0.0
1746756094.2194607,0.0
1746756094.2661126,0.0
1746756094.3064935,0.0
1746756094.3301258,0.0
1746756094.346469,0.0
1746756094.361818,0.0
1746756094.3777623,0.0
1746756094.3941112,0.0
1746756094.4104116,0.0
1746756094.4265544,0.0
1746756094.4427934,0.0
1746756094.4590673,0.0
1746756094.4751253,0.0
1746756094.4914203,0.0
1746756094.5076146,0.0
1746756094.5239637,0.0
1746756094.5402834,0.0
1746756094.5564067,0.0
1746756094.5726464,0.0
1746756094.5888643,0.0
1746756094.6053424,0.0
1746756094.621874,0.0
1746756094.6385758,0.0
1746756094.6549542,0.0
1746756094.6715467,0.0
1746756094.688248,0.0
1746756094.7047348,0.0
1746756094.721162,0.0
1746756094.737614,0.0
1746756094.7542167,0.0
1746756094.770817,0.0
1746756094.7872741,0.0
1746756094.80376,0.0
1746756094.8204331,0.0
1746756094.8370807,0.0
1746756094.853601,0.0
1746756094.8701396,0.0
1746756094.8866205,0.0
1746756094.9033628,0.0
1746756094.9198644,0.0
1746756094.9366376,0.0
1746756094.953216,0.0
1746756094.969753,0.0
1746756094.9863596,0.0
1746756095.00286,0.0
1746756095.0195405,0.0
1746756095.0358863,0.0
1746756095.0521557,0.0
1746756095.0683272,0.0
1746756095.0846648,0.0
1746756095.101274,0.0
1746756095.1178076,0.0
1746756095.1343598,0.0
1746756095.1508472,0.0
1746756095.1673484,0.0
1746756095.184144,0.0
1746756095.2007468,0.0
1746756095.2172208,0.0
1746756095.2332873,0.0
1746756095.2493932,0.0
1746756095.2654915,0.0
1746756095.2815201,0.0
1746756095.2977784,0.0
1746756095.3137486,0.0
1746756095.3299105,0.0
1746756095.3459973,0.0
1746756095.3621712,0.0
1746756095.3782203,0.0
1746756095.3943055,0.0
1746756095.4104695,0.0
1746756095.4266694,0.0
1746756095.4427047,0.0
1746756095.458959,0.0
1746756095.4750087,0.0
1746756095.4910755,0.0
1746756095.5070403,0.0
1746756095.5230882,0.0
1746756095.539037,0.0
1746756095.5551696,0.0
1746756095.571095,0.0
1746756095.5871568,0.0
1746756095.6031365,0.0
1746756095.6192658,0.0
1746756095.6351407,0.0
1746756095.6512156,0.0
1746756095.6672435,0.0
1746756095.6834517,0.0
1746756095.6994977,0.0
1746756095.7158206,0.0
1746756095.7319324,0.0
1746756095.7479262,0.0
1746756095.7639718,0.0
1746756095.7800512,0.0
1746756095.796024,0.0
1746756095.8121822,0.0
1746756095.8282719,0.0
1746756095.8443735,0.0
1746756095.8602552,0.0
1746756095.8762004,0.0
1746756095.8920593,0.0
1746756095.9079726,0.0
1746756095.9238095,0.0
1746756095.9398444,0.0
1746756095.9557455,0.0
1746756095.9719741,0.0
1746756095.988166,0.0
1746756096.004304,0.0
1746756096.0205417,0.0
1746756096.0364685,0.0
1746756096.0517132,0.0
1746756096.06705,0.0
1746756096.0824032,0.0
1746756096.0977602,0.0
1746756096.1134195,0.0
1746756096.1295512,0.0
1746756096.145602,0.0
1746756096.1616871,0.0
1746756096.1777756,0.0
1746756096.193913,0.0
1746756096.2100477,0.0
1746756096.2263763,0.0
1746756096.2425807,0.0
1746756096.2586532,0.0
1746756096.2747715,0.0
1746756096.2909074,0.0
1746756096.3070211,0.0
1746756096.3232617,0.0
1746756096.3394368,0.0
1746756096.3554935,0.0
1746756096.3716393,0.0
1746756096.3878825,0.0
1746756096.4041805,0.0
1746756096.4203837,0.0
1746756096.436596,0.0
1746756096.4528284,0.0
1746756096.4689379,0.0
1746756096.4852872,0.0
1746756096.5012996,0.0
1746756096.517431,0.0
1746756096.5335672,0.0
1746756096.549651,0.0
1746756096.5657346,0.0
1746756096.5819924,0.0
1746756096.5980334,0.0
1746756096.6140244,0.0
1746756096.63019,0.0
1746756096.6464195,0.0
1746756096.6625266,0.0
1746756096.6787658,0.0
1746756096.6948931,0.0
1746756096.711179,0.0
1746756096.7271407,0.0
1746756096.7435477,0.0
1746756096.7596009,0.0
1746756096.7757235,0.0
1746756096.791839,0.0
1746756096.8078473,0.0
1746756096.8239725,0.0
1746756096.8407993,0.0
1746756096.8569205,0.0
1746756096.8729682,0.0
1746756096.8890476,0.0
1746756096.905402,0.0
1746756096.9215379,0.0
1746756096.937677,0.0
1746756096.9537406,0.0
1746756096.9700632,0.0
1746756096.9861782,0.0
1746756097.0024536,0.0
1746756097.0185745,0.0
1746756097.034684,0.0
1746756097.0506783,0.0
1746756097.0667331,0.0
1746756097.082821,0.0
1746756097.0989113,0.0
1746756097.1148627,0.0
1746756097.130978,0.0
1746756097.1470065,0.0
1746756097.1632178,0.0
1746756097.2084508,0.0
1746756097.2267573,0.0
1746756097.24304,0.0
1746756097.2595077,0.0
1746756097.2758522,0.0
1746756097.2925193,0.0
1746756097.3125806,0.0
1746756097.329185,0.0
1746756097.3457642,0.0
1746756097.3622887,0.0
1746756097.3787205,0.0
1746756097.3954573,0.0
1746756097.4117477,0.0
1746756097.4279373,0.0
1746756097.444039,0.0
1746756097.460331,0.0
1746756097.4765632,0.0
1746756097.4928238,0.0
1746756097.509041,0.0
1746756097.5253437,0.0
1746756097.5416403,0.0
1746756097.5580275,0.0
1746756097.5742872,0.0
1746756097.590513,0.0
1746756097.606624,0.0
1746756097.6228611,0.0
1746756097.6391487,0.0
1746756097.6556091,0.0
1746756097.671821,0.0
1746756097.6880596,0.0
1746756097.7043426,0.0
1746756097.7206647,0.0
1746756097.7367861,0.0
1746756097.7531297,0.0
1746756097.7693772,0.0
1746756097.7857394,0.0
1746756097.8020098,0.0
1746756097.8184,0.0
1746756097.8348103,0.0
1746756097.851114,0.0
1746756097.8672771,0.0
1746756097.8835566,0.0
1746756097.8997998,0.0
1746756097.916287,0.0
1746756097.9325585,0.0
1746756097.9488456,0.0
1746756097.9649456,0.0
1746756097.9813232,0.0
1746756097.9974985,0.0
1746756098.01369,0.0
1746756098.0298252,0.0
1746756098.0460963,0.0
1746756098.0622778,0.0
1746756098.078561,0.0
1746756098.0948665,0.0
1746756098.11094,0.0
1746756098.127062,0.0
1746756098.143274,0.0
1746756098.1594536,0.0
1746756098.175884,0.0
1746756098.1920085,0.0
1746756098.2082572,0.0
1746756098.2245028,0.0
1746756098.240897,0.0
1746756098.2571054,0.0
1746756098.2733588,0.0
1746756098.2894716,0.0
1746756098.305885,0.0
1746756098.3220413,0.0
1746756098.3385508,0.0
1746756098.3549278,0.0
1746756098.3711123,0.0
1746756098.3872986,0.0
1746756098.4035203,0.0
1746756098.4197433,0.0
1746756098.4362547,0.0
1746756098.452426,0.0
1746756098.468641,0.0
1746756098.484939,0.0
1746756098.5012898,0.0
1746756098.5175662,0.0
1746756098.533756,0.0
1746756098.5498252,0.0
1746756098.566276,0.0
1746756098.582471,0.0
1746756098.5988185,0.0
1746756098.6150548,0.0
1746756098.6312091,0.0
1746756098.6474388,0.0
1746756098.6637623,0.0
1746756098.6800518,0.0
1746756098.696507,0.0
1746756098.7127512,0.0
1746756098.7290268,0.0
1746756098.7451859,0.0
1746756098.7613757,0.0
1746756098.777831,0.0
1746756098.7939107,0.0
1746756098.8099306,0.0
1746756098.8268068,0.0
1746756098.842892,0.0
1746756098.8589845,0.0
1746756098.8751202,0.0
1746756098.890999,0.0
1746756098.906966,0.0
1746756098.9229803,0.0
1746756098.938942,0.0
1746756098.955001,0.0
1746756098.9713094,0.0
1746756098.9871054,0.0
1746756099.0028226,0.0
1746756099.0185876,0.0
1746756099.0343122,0.0
1746756099.0500982,0.0
1746756099.0658035,0.0
1746756099.0816226,0.0
1746756099.0972977,0.0
1746756099.1131916,0.0
1746756099.1291184,0.0
1746756099.144797,0.0
1746756099.1605942,0.0
1746756099.205412,0.0
1746756099.2234411,0.0
1746756099.2395246,0.0
1746756099.255497,0.0
1746756099.2713716,0.0
1746756099.2873037,0.0
1746756099.3066862,0.0
1746756099.3227239,0.0
1746756099.3387675,0.0
1746756099.3548834,0.0
1746756099.3710563,0.0
1746756099.3872137,0.0
1746756099.4034336,0.0
1746756099.4197335,0.0
1746756099.4358494,0.0
1746756099.4519858,0.0
1746756099.4681277,0.0
1746756099.484169,0.0
1746756099.500463,0.0
1746756099.51657,0.0
1746756099.5325882,0.0
1746756099.5486624,0.0
1746756099.5649083,0.0
1746756099.5810013,0.0
1746756099.5971022,0.0
1746756099.6131914,0.0
1746756099.6296914,0.0
1746756099.6455846,0.0
1746756099.6613958,0.0
1746756099.677161,0.0
1746756099.6928072,0.0
1746756099.708482,0.0
1746756099.7241206,0.0
1746756099.7398398,0.0
1746756099.7556686,0.0
1746756099.7714999,0.0
1746756099.7872624,0.0
1746756099.803044,0.0
1746756099.8187466,0.0
1746756099.834485,0.0
1746756099.850129,0.0
1746756099.865834,0.0
1746756099.8817103,0.0
1746756099.8975804,0.0
1746756099.9137876,0.0
1746756099.9297762,0.0
1746756099.9455018,0.0
1746756099.9612339,0.0
1746756099.9769914,0.0
1746756099.9926984,0.0
1746756100.0085711,0.0
1746756100.02432,0.0
1746756100.0400305,0.0
1746756100.0557127,0.0
1746756100.0715768,0.0
1746756100.087205,0.0
1746756100.1029532,0.0
1746756100.1186996,0.0
1746756100.1343524,0.0
1746756100.150106,0.0
1746756100.1659198,0.0
1746756100.1816518,0.0
1746756100.1973357,0.0
1746756100.2127,0.0
1746756100.2280426,0.0
1746756100.243365,0.0
1746756100.2588203,0.0
1746756100.274133,0.0
1746756100.2894967,0.0
1746756100.3048005,0.0
1746756100.320048,0.0
1746756100.3354154,0.0
1746756100.350803,0.0
1746756100.3661497,0.0
1746756100.3816078,0.0
1746756100.3969584,0.0
1746756100.4125376,0.0
1746756100.4280334,0.0
1746756100.4433448,0.0
1746756100.4586234,0.0
1746756100.4738934,0.0
1746756100.4893396,0.0
1746756100.504969,0.0
1746756100.5204308,0.0
1746756100.5357175,0.0
1746756100.55104,0.0
1746756100.5663733,0.0
1746756100.5817564,0.0
1746756100.5971248,0.0
1746756100.6125484,0.0
1746756100.627999,0.0
1746756100.6433854,0.0
1746756100.6588483,0.0
1746756100.6742897,0.0
1746756100.6896303,0.0
1746756100.7049382,0.0
1746756100.7201777,0.0
1746756100.7354705,0.0
1746756100.7508717,0.0
1746756100.7662518,0.0
1746756100.7816029,0.0
1746756100.7969713,0.0
1746756100.8122857,0.0
1746756100.827701,0.0
1746756100.8429742,0.0
1746756100.8582969,0.0
1746756100.8737617,0.0
1746756100.8892164,0.0
1746756100.9047165,0.0
1746756100.920536,0.0
1746756100.936359,0.0
1746756100.9519458,0.0
1746756100.9674356,0.0
1746756100.9829898,0.0
1746756100.9985943,0.0
1746756101.0141299,0.0
1746756101.02961,0.0
1746756101.0451145,0.0
1746756101.0605571,0.0
1746756101.0760617,0.0
1746756101.091437,0.0
1746756101.1070707,0.0
1746756101.1222274,0.0
1746756101.1377082,0.0
1746756101.1527689,0.0
1746756101.1679413,0.0
1746756101.1829262,0.0
1746756101.197907,0.0
1746756101.2128358,0.0
1746756101.2278247,0.0
