COUNT,Count,Percentage
35.416999999999994,352,24.192439862542955
106.89999999999999,157,10.790378006872853
177.5,144,9.896907216494846
248.1,154,10.584192439862543
318.7,166,11.40893470790378
389.3,149,10.240549828178693
459.9,114,7.835051546391752
530.5,107,7.353951890034364
601.0999999999999,48,3.2989690721649483
671.7,27,1.8556701030927836
742.3,12,0.8247422680412371
812.9000000000001,8,0.5498281786941581
883.5,3,0.20618556701030927
954.0999999999999,4,0.27491408934707906
1024.7,2,0.13745704467353953
1165.9,4,0.27491408934707906
1236.5,2,0.13745704467353953
1730.7,2,0.13745704467353953
