,cdf,Number of Total Tokens
0,0.0,2077.669363882547
1,0.01,2077.669363882547
2,0.02,2077.669363882547
3,0.03,2077.669363882547
4,0.04,2077.669363882547
5,0.05,2077.669363882547
6,0.06,2077.669363882547
7,0.07,2077.669363882547
8,0.08,2077.669363882547
9,0.09,2077.669363882547
10,0.1,2077.669363882547
11,0.11,2077.669363882547
12,0.12,2077.669363882547
13,0.13,2077.669363882547
14,0.14,2077.669363882547
15,0.15,2077.669363882547
16,0.16,2077.669363882547
17,0.17,2077.669363882547
18,0.18,2077.669363882547
19,0.19,2077.669363882547
20,0.2,2077.669363882547
21,0.21,2077.669363882547
22,0.22,2077.669363882547
23,0.23,2077.669363882547
24,0.24,2077.669363882547
25,0.25,2077.669363882547
26,0.26,2077.669363882547
27,0.27,2077.669363882547
28,0.28,2077.669363882547
29,0.29,2077.669363882547
30,0.3,2077.669363882547
31,0.31,2077.669363882547
32,0.32,2077.669363882547
33,0.33,2077.669363882547
34,0.34,2077.669363882547
35,0.35000000000000003,2077.669363882547
36,0.36,2077.669363882547
37,0.37,2077.669363882547
38,0.38,2077.669363882547
39,0.39,2077.669363882547
40,0.4,2077.669363882547
41,0.41000000000000003,2077.669363882547
42,0.42,2077.669363882547
43,0.43,2077.669363882547
44,0.44,2077.669363882547
45,0.45,2077.669363882547
46,0.46,2077.669363882547
47,0.47000000000000003,2077.669363882547
48,0.48,2077.669363882547
49,0.49,2077.669363882547
50,0.5,2077.669363882547
51,0.51,2077.669363882547
52,0.52,2077.669363882547
53,0.53,2077.669363882547
54,0.54,2077.669363882547
55,0.55,2077.669363882547
56,0.56,2077.669363882547
57,0.5700000000000001,2077.669363882547
58,0.58,2077.669363882547
59,0.59,2077.669363882547
60,0.6,2077.669363882547
61,0.61,2077.669363882547
62,0.62,2077.669363882547
63,0.63,2077.669363882547
64,0.64,2077.669363882547
65,0.65,2077.669363882547
66,0.66,2077.669363882547
67,0.67,2077.669363882547
68,0.68,2077.669363882547
69,0.6900000000000001,2077.669363882547
70,0.7000000000000001,2077.669363882547
71,0.71,2077.669363882547
72,0.72,2077.669363882547
73,0.73,2077.669363882547
74,0.74,2077.669363882547
75,0.75,2077.669363882547
76,0.76,2077.669363882547
77,0.77,2077.669363882547
78,0.78,2077.669363882547
79,0.79,2077.669363882547
80,0.8,2077.669363882547
81,0.81,2077.669363882547
82,0.8200000000000001,2077.669363882547
83,0.8300000000000001,2077.669363882547
84,0.84,2077.669363882547
85,0.85,2077.669363882547
86,0.86,2077.669363882547
87,0.87,2077.669363882547
88,0.88,2077.669363882547
89,0.89,2077.669363882547
90,0.9,2077.669363882547
91,0.91,2077.669363882547
92,0.92,2077.669363882547
93,0.93,2077.669363882547
94,0.9400000000000001,2077.669363882547
95,0.9500000000000001,2077.669363882547
96,0.96,2077.669363882547
97,0.97,2077.669363882547
98,0.98,2077.669363882547
99,0.99,2077.669363882547
100,1.0,2077.669363882547
