,cdf,Number of Output Tokens
0,0.0,85.02973178204074
1,0.01,85.02973178204074
2,0.02,85.02973178204074
3,0.03,85.02973178204074
4,0.04,85.02973178204074
5,0.05,85.02973178204074
6,0.06,85.02973178204074
7,0.07,85.02973178204074
8,0.08,85.02973178204074
9,0.09,85.02973178204074
10,0.1,85.02973178204074
11,0.11,85.02973178204074
12,0.12,85.02973178204074
13,0.13,85.02973178204074
14,0.14,85.02973178204074
15,0.15,85.02973178204074
16,0.16,85.02973178204074
17,0.17,85.02973178204074
18,0.18,85.02973178204074
19,0.19,85.02973178204074
20,0.2,85.02973178204074
21,0.21,85.02973178204074
22,0.22,85.02973178204074
23,0.23,85.02973178204074
24,0.24,85.02973178204074
25,0.25,85.02973178204074
26,0.26,85.02973178204074
27,0.27,85.02973178204074
28,0.28,85.02973178204074
29,0.29,85.02973178204074
30,0.3,85.02973178204074
31,0.31,85.02973178204074
32,0.32,85.02973178204074
33,0.33,85.02973178204074
34,0.34,85.02973178204074
35,0.35000000000000003,85.02973178204074
36,0.36,85.02973178204074
37,0.37,85.02973178204074
38,0.38,85.02973178204074
39,0.39,85.02973178204074
40,0.4,85.02973178204074
41,0.41000000000000003,85.02973178204074
42,0.42,85.02973178204074
43,0.43,85.02973178204074
44,0.44,85.02973178204074
45,0.45,85.02973178204074
46,0.46,85.02973178204074
47,0.47000000000000003,85.02973178204074
48,0.48,85.02973178204074
49,0.49,85.02973178204074
50,0.5,85.02973178204074
51,0.51,85.02973178204074
52,0.52,85.02973178204074
53,0.53,85.02973178204074
54,0.54,85.02973178204074
55,0.55,85.02973178204074
56,0.56,85.02973178204074
57,0.5700000000000001,85.02973178204074
58,0.58,85.02973178204074
59,0.59,85.02973178204074
60,0.6,85.02973178204074
61,0.61,85.02973178204074
62,0.62,85.02973178204074
63,0.63,85.02973178204074
64,0.64,85.02973178204074
65,0.65,85.02973178204074
66,0.66,85.02973178204074
67,0.67,85.02973178204074
68,0.68,85.02973178204074
69,0.6900000000000001,85.02973178204074
70,0.7000000000000001,85.02973178204074
71,0.71,85.02973178204074
72,0.72,85.02973178204074
73,0.73,85.02973178204074
74,0.74,85.02973178204074
75,0.75,85.02973178204074
76,0.76,85.02973178204074
77,0.77,85.02973178204074
78,0.78,85.02973178204074
79,0.79,85.02973178204074
80,0.8,85.02973178204074
81,0.81,85.02973178204074
82,0.8200000000000001,85.02973178204074
83,0.8300000000000001,85.02973178204074
84,0.84,85.02973178204074
85,0.85,85.02973178204074
86,0.86,85.02973178204074
87,0.87,85.02973178204074
88,0.88,85.02973178204074
89,0.89,85.02973178204074
90,0.9,85.02973178204074
91,0.91,85.02973178204074
92,0.92,85.02973178204074
93,0.93,85.02973178204074
94,0.9400000000000001,85.02973178204074
95,0.9500000000000001,85.02973178204074
96,0.96,85.02973178204074
97,0.97,85.02973178204074
98,0.98,85.02973178204074
99,0.99,85.02973178204074
100,1.0,85.02973178204074
