,cdf,Number of Total Tokens
0,0.0,2132.3971640222126
1,0.01,2132.3971640222126
2,0.02,2132.3971640222126
3,0.03,2132.3971640222126
4,0.04,2132.3971640222126
5,0.05,2132.3971640222126
6,0.06,2132.3971640222126
7,0.07,2132.3971640222126
8,0.08,2132.3971640222126
9,0.09,2132.3971640222126
10,0.1,2132.3971640222126
11,0.11,2132.3971640222126
12,0.12,2132.3971640222126
13,0.13,2132.3971640222126
14,0.14,2132.3971640222126
15,0.15,2132.3971640222126
16,0.16,2132.3971640222126
17,0.17,2132.3971640222126
18,0.18,2132.3971640222126
19,0.19,2132.3971640222126
20,0.2,2132.3971640222126
21,0.21,2132.3971640222126
22,0.22,2132.3971640222126
23,0.23,2132.3971640222126
24,0.24,2132.3971640222126
25,0.25,2132.3971640222126
26,0.26,2132.3971640222126
27,0.27,2132.3971640222126
28,0.28,2132.3971640222126
29,0.29,2132.3971640222126
30,0.3,2132.3971640222126
31,0.31,2132.3971640222126
32,0.32,2132.3971640222126
33,0.33,2132.3971640222126
34,0.34,2132.3971640222126
35,0.35000000000000003,2132.3971640222126
36,0.36,2132.3971640222126
37,0.37,2132.3971640222126
38,0.38,2132.3971640222126
39,0.39,2132.3971640222126
40,0.4,2132.3971640222126
41,0.41000000000000003,2132.3971640222126
42,0.42,2132.3971640222126
43,0.43,2132.3971640222126
44,0.44,2132.3971640222126
45,0.45,2132.3971640222126
46,0.46,2132.3971640222126
47,0.47000000000000003,2132.3971640222126
48,0.48,2132.3971640222126
49,0.49,2132.3971640222126
50,0.5,2132.3971640222126
51,0.51,2132.3971640222126
52,0.52,2132.3971640222126
53,0.53,2132.3971640222126
54,0.54,2132.3971640222126
55,0.55,2132.3971640222126
56,0.56,2132.3971640222126
57,0.5700000000000001,2132.3971640222126
58,0.58,2132.3971640222126
59,0.59,2132.3971640222126
60,0.6,2132.3971640222126
61,0.61,2132.3971640222126
62,0.62,2132.3971640222126
63,0.63,2132.3971640222126
64,0.64,2132.3971640222126
65,0.65,2132.3971640222126
66,0.66,2132.3971640222126
67,0.67,2132.3971640222126
68,0.68,2132.3971640222126
69,0.6900000000000001,2132.3971640222126
70,0.7000000000000001,2132.3971640222126
71,0.71,2132.3971640222126
72,0.72,2132.3971640222126
73,0.73,2132.3971640222126
74,0.74,2132.3971640222126
75,0.75,2132.3971640222126
76,0.76,2132.3971640222126
77,0.77,2132.3971640222126
78,0.78,2132.3971640222126
79,0.79,2132.3971640222126
80,0.8,2132.3971640222126
81,0.81,2132.3971640222126
82,0.8200000000000001,2132.3971640222126
83,0.8300000000000001,2132.3971640222126
84,0.84,2132.3971640222126
85,0.85,2132.3971640222126
86,0.86,2132.3971640222126
87,0.87,2132.3971640222126
88,0.88,2132.3971640222126
89,0.89,2132.3971640222126
90,0.9,2132.3971640222126
91,0.91,2132.3971640222126
92,0.92,2132.3971640222126
93,0.93,2132.3971640222126
94,0.9400000000000001,2132.3971640222126
95,0.9500000000000001,2132.3971640222126
96,0.96,2132.3971640222126
97,0.97,2132.3971640222126
98,0.98,2132.3971640222126
99,0.99,2132.3971640222126
100,1.0,2132.3971640222126
