,cdf,Time Between Tokens
0,0.0,0.0
1,0.01,0.0
2,0.02,0.011950263200893424
3,0.03,0.012070365382996768
4,0.04,0.012167315622267012
5,0.05,0.012191674612501781
6,0.06,0.012289599218201957
7,0.07,0.01236355849411424
8,0.08,0.012388310362971326
9,0.09,0.012413111785119417
10,0.1,0.01246286368631037
11,0.11,0.012512814993719123
12,0.12,0.01253786567438723
13,0.13,0.012613319027283364
14,0.14,0.012638570917227877
15,0.15,0.01268922646132945
16,0.16,0.01274008503346046
17,0.17,0.01274008503346046
18,0.18,0.0128167553501572
19,0.19,0.012842414520027386
20,0.2,0.012893887071738367
21,0.21,0.012919700659469575
22,0.22,0.012971482974956107
23,0.23,0.012997451909840904
24,0.24,0.013049545853273191
25,0.25,0.013049545853273191
26,0.26,0.013075671070196661
27,0.27,0.013075671070196661
28,0.28,0.013128078516963538
29,0.29,0.013154360956436932
30,0.3,0.013180696013406776
31,0.31,0.013207083793213397
32,0.32,0.01323352440140802
33,0.33,0.01328656452622316
34,0.34,0.013313164255004388
35,0.35000000000000003,0.013313164255004388
36,0.36,0.013366523577309688
37,0.37,0.013366523577309688
38,0.38,0.013393283384271272
39,0.39,0.013420096764419964
40,0.4,0.013420096764419964
41,0.41000000000000003,0.013446963825009393
42,0.42,0.013473884673507913
43,0.43,0.013473884673507913
44,0.44,0.013500859417599022
45,0.45,0.013527888165181794
46,0.46,0.013527888165181794
47,0.47000000000000003,0.013554971024371348
48,0.48,0.01358210810349922
49,0.49,0.013609299511113834
50,0.5,0.01363654535598093
51,0.51,0.01363654535598093
52,0.52,0.013663845747083996
53,0.53,0.013691200793624706
54,0.54,0.013718610605023348
55,0.55,0.013746075290919292
56,0.56,0.013773594961171384
57,0.5700000000000001,0.013801169725858414
58,0.58,0.013801169725858414
59,0.59,0.013801169725858414
60,0.6,0.013828799695279554
61,0.61,0.01385648497995479
62,0.62,0.013884225690625371
63,0.63,0.013967781489349901
64,0.64,0.014023764525396363
65,0.65,0.01405184013005181
66,0.66,0.014079971942123988
67,0.67,0.014164705749241335
68,0.68,0.014164705749241335
69,0.6900000000000001,0.014221478060087686
70,0.7000000000000001,0.014249949487635409
71,0.71,0.014278477915038083
72,0.72,0.014335706226092027
73,0.73,0.01439316390890434
74,0.74,0.014479782517199776
75,0.75,0.014537817659518063
76,0.76,0.014596085407384123
77,0.77,0.014654586693083775
78,0.78,0.014683925204981843
79,0.79,0.014772293625825215
80,0.8,0.014890945991031294
81,0.81,0.014950629081493246
82,0.8200000000000001,0.015010551382498934
83,0.8300000000000001,0.01513111745501912
84,0.84,0.015283187764556231
85,0.85,0.0249469993553874
86,0.86,0.039994970390930897
87,0.87,0.04031621352036169
88,0.88,0.04096646126348448
89,0.89,0.04137818118195694
90,0.9,0.041627196651416044
91,0.91,0.04171053438244991
92,0.92,0.04196154996612094
93,0.93,0.042468122088452895
94,0.9400000000000001,0.04263833483208122
95,0.9500000000000001,0.0428092297904313
96,0.96,0.04306685736489062
97,0.97,0.04332603535189993
98,0.98,0.04376146939215274
99,0.99,0.0443784388785656
100,1.0,0.04563859545003733
