,cdf,Output Throughput
0,0.0,35.55215205184124
1,0.01,35.55215205184124
2,0.02,35.55215205184124
3,0.03,35.55215205184124
4,0.04,35.55215205184124
5,0.05,35.55215205184124
6,0.06,35.55215205184124
7,0.07,35.55215205184124
8,0.08,35.55215205184124
9,0.09,35.55215205184124
10,0.1,35.55215205184124
11,0.11,35.55215205184124
12,0.12,35.55215205184124
13,0.13,35.55215205184124
14,0.14,35.55215205184124
15,0.15,36.270353405925924
16,0.16,36.270353405925924
17,0.17,36.270353405925924
18,0.18,36.270353405925924
19,0.19,36.270353405925924
20,0.2,36.270353405925924
21,0.21,36.270353405925924
22,0.22,36.270353405925924
23,0.23,36.270353405925924
24,0.24,36.270353405925924
25,0.25,36.270353405925924
26,0.26,36.270353405925924
27,0.27,36.270353405925924
28,0.28,36.270353405925924
29,0.29,37.07714360165317
30,0.3,37.07714360165317
31,0.31,37.07714360165317
32,0.32,37.07714360165317
33,0.33,37.07714360165317
34,0.34,37.07714360165317
35,0.35000000000000003,37.07714360165317
36,0.36,37.07714360165317
37,0.37,37.07714360165317
38,0.38,37.07714360165317
39,0.39,37.07714360165317
40,0.4,37.07714360165317
41,0.41000000000000003,37.07714360165317
42,0.42,37.07714360165317
43,0.43,37.67514938749509
44,0.44,37.67514938749509
45,0.45,37.67514938749509
46,0.46,37.67514938749509
47,0.47000000000000003,37.67514938749509
48,0.48,37.67514938749509
49,0.49,37.67514938749509
50,0.5,37.67514938749509
51,0.51,37.67514938749509
52,0.52,37.67514938749509
53,0.53,37.67514938749509
54,0.54,37.67514938749509
55,0.55,37.67514938749509
56,0.56,37.67514938749509
57,0.5700000000000001,37.67514938749509
58,0.58,38.43623814707242
59,0.59,38.43623814707242
60,0.6,38.43623814707242
61,0.61,38.43623814707242
62,0.62,38.43623814707242
63,0.63,38.43623814707242
64,0.64,38.43623814707242
65,0.65,38.43623814707242
66,0.66,38.43623814707242
67,0.67,38.43623814707242
68,0.68,38.43623814707242
69,0.6900000000000001,38.43623814707242
70,0.7000000000000001,38.43623814707242
71,0.71,38.43623814707242
72,0.72,39.606796262836106
73,0.73,39.606796262836106
74,0.74,39.606796262836106
75,0.75,39.606796262836106
76,0.76,39.606796262836106
77,0.77,39.606796262836106
78,0.78,39.606796262836106
79,0.79,39.606796262836106
80,0.8,39.606796262836106
81,0.81,39.606796262836106
82,0.8200000000000001,39.606796262836106
83,0.8300000000000001,39.606796262836106
84,0.84,39.606796262836106
85,0.85,39.606796262836106
86,0.86,40.32617381019056
87,0.87,40.32617381019056
88,0.88,40.32617381019056
89,0.89,40.32617381019056
90,0.9,40.32617381019056
91,0.91,40.32617381019056
92,0.92,40.32617381019056
93,0.93,40.32617381019056
94,0.9400000000000001,40.32617381019056
95,0.9500000000000001,40.32617381019056
96,0.96,40.32617381019056
97,0.97,40.32617381019056
98,0.98,40.32617381019056
99,0.99,40.32617381019056
100,1.0,41.140816833580544
