,cdf,"Deadline Miss Rate with 0.05s TBT Deadline, 0.1s TTFT Deadline, 0.0s TTFT Slack, Using Predictions for TTFT: False "
0,0.0,0.03449290520467356
1,0.01,0.03449290520467356
2,0.02,0.03449290520467356
3,0.03,0.03449290520467356
4,0.04,0.03449290520467356
5,0.05,0.03449290520467356
6,0.06,0.03449290520467356
7,0.07,0.03449290520467356
8,0.08,0.03449290520467356
9,0.09,0.03449290520467356
10,0.1,0.03449290520467356
11,0.11,0.03449290520467356
12,0.12,0.03449290520467356
13,0.13,0.03449290520467356
14,0.14,0.03449290520467356
15,0.15,0.06660328335670263
16,0.16,0.06660328335670263
17,0.17,0.06660328335670263
18,0.18,0.06660328335670263
19,0.19,0.06660328335670263
20,0.2,0.06660328335670263
21,0.21,0.06660328335670263
22,0.22,0.06660328335670263
23,0.23,0.06660328335670263
24,0.24,0.06660328335670263
25,0.25,0.06660328335670263
26,0.26,0.06660328335670263
27,0.27,0.06660328335670263
28,0.28,0.06660328335670263
29,0.29,0.08689964652425576
30,0.3,0.08689964652425576
31,0.31,0.08689964652425576
32,0.32,0.08689964652425576
33,0.33,0.08689964652425576
34,0.34,0.08689964652425576
35,0.35000000000000003,0.08689964652425576
36,0.36,0.08689964652425576
37,0.37,0.08689964652425576
38,0.38,0.08689964652425576
39,0.39,0.08689964652425576
40,0.4,0.08689964652425576
41,0.41000000000000003,0.08689964652425576
42,0.42,0.08689964652425576
43,0.43,0.1250550557058603
44,0.44,0.1250550557058603
45,0.45,0.1250550557058603
46,0.46,0.1250550557058603
47,0.47000000000000003,0.1250550557058603
48,0.48,0.1250550557058603
49,0.49,0.1250550557058603
50,0.5,0.1250550557058603
51,0.51,0.1250550557058603
52,0.52,0.1250550557058603
53,0.53,0.1250550557058603
54,0.54,0.1250550557058603
55,0.55,0.1250550557058603
56,0.56,0.1250550557058603
57,0.5700000000000001,0.1250550557058603
58,0.58,0.15152553369383384
59,0.59,0.15152553369383384
60,0.6,0.15152553369383384
61,0.61,0.15152553369383384
62,0.62,0.15152553369383384
63,0.63,0.15152553369383384
64,0.64,0.15152553369383384
65,0.65,0.15152553369383384
66,0.66,0.15152553369383384
67,0.67,0.15152553369383384
68,0.68,0.15152553369383384
69,0.6900000000000001,0.15152553369383384
70,0.7000000000000001,0.15152553369383384
71,0.71,0.15152553369383384
72,0.72,0.1764000100681213
73,0.73,0.1764000100681213
74,0.74,0.1764000100681213
75,0.75,0.1764000100681213
76,0.76,0.1764000100681213
77,0.77,0.1764000100681213
78,0.78,0.1764000100681213
79,0.79,0.1764000100681213
80,0.8,0.1764000100681213
81,0.81,0.1764000100681213
82,0.8200000000000001,0.1764000100681213
83,0.8300000000000001,0.1764000100681213
84,0.84,0.1764000100681213
85,0.85,0.1764000100681213
86,0.86,0.2000873943088915
87,0.87,0.2000873943088915
88,0.88,0.2000873943088915
89,0.89,0.2000873943088915
90,0.9,0.2000873943088915
91,0.91,0.2000873943088915
92,0.92,0.2000873943088915
93,0.93,0.2000873943088915
94,0.9400000000000001,0.2000873943088915
95,0.9500000000000001,0.2000873943088915
96,0.96,0.2000873943088915
97,0.97,0.2000873943088915
98,0.98,0.2000873943088915
99,0.99,0.2000873943088915
100,1.0,0.22201707144461583
