request_e2e_time_normalized,cdf
0.015428894199430943,0.0007407407407407407
0.01597355678677559,0.0014814814814814814
0.01661052741110325,0.0022222222222222222
0.017092198133468628,0.002962962962962963
0.017145918682217598,0.003703703703703704
0.017337724566459656,0.0044444444444444444
0.017448831349611282,0.005185185185185185
0.01752389222383499,0.005925925925925926
0.01762896403670311,0.006666666666666667
0.017956335097551346,0.007407407407407408
0.018117863684892654,0.008148148148148147
0.018174171447753906,0.008888888888888889
0.018523409962654114,0.00962962962962963
0.01866425946354866,0.01037037037037037
0.018791619688272476,0.011111111111111112
0.018819302320480347,0.011851851851851851
0.01891988143324852,0.012592592592592593
0.018968544900417328,0.013333333333333334
0.019170265644788742,0.014074074074074074
0.019306864589452744,0.014814814814814815
0.019362270832061768,0.015555555555555555
0.019398633390665054,0.016296296296296295
0.019529957324266434,0.017037037037037038
0.019694533199071884,0.017777777777777778
0.019749358296394348,0.018518518518518517
0.0197598896920681,0.01925925925925926
0.019775254651904106,0.02
0.019871879369020462,0.02074074074074074
0.01987668313086033,0.02148148148148148
0.019973238930106163,0.022222222222222223
0.019988108426332474,0.022962962962962963
0.02011103555560112,0.023703703703703703
0.020117152482271194,0.024444444444444446
0.020224617794156075,0.025185185185185185
0.020400019362568855,0.025925925925925925
0.020430913195014,0.02666666666666667
0.02064569480717182,0.027407407407407408
0.02071489952504635,0.028148148148148148
0.020963765680789948,0.028888888888888888
0.021038638427853584,0.02962962962962963
0.02106073498725891,0.03037037037037037
0.021081721410155296,0.03111111111111111
0.02118273638188839,0.03185185185185185
0.021224068477749825,0.03259259259259259
0.02132360078394413,0.03333333333333333
0.021352319046854973,0.034074074074074076
0.021501045674085617,0.03481481481481481
0.021530667319893837,0.035555555555555556
0.02157547138631344,0.0362962962962963
0.021678181365132332,0.037037037037037035
0.021679364144802094,0.03777777777777778
0.02172660082578659,0.03851851851851852
0.02182636223733425,0.03925925925925926
0.021872252225875854,0.04
0.021972661837935448,0.040740740740740744
0.02210211381316185,0.04148148148148148
0.02228604070842266,0.042222222222222223
0.02256620116531849,0.04296296296296296
0.022738061845302582,0.0437037037037037
0.022776436060667038,0.044444444444444446
0.022791359573602676,0.04518518518518518
