request_e2e_time,cdf
0.19007134437561035,0.0007407407407407407
0.28476548194885254,0.0014814814814814814
0.3004601001739502,0.0022222222222222222
0.32118964195251465,0.002962962962962963
0.3691847324371338,0.003703703703703704
0.41358518600463867,0.0044444444444444444
0.41522216796875,0.005185185185185185
0.46800684928894043,0.005925925925925926
0.47600317001342773,0.006666666666666667
0.49567461013793945,0.007407407407407408
0.5426425933837891,0.008148148148148147
0.5442564487457275,0.008888888888888889
0.5636327266693115,0.00962962962962963
0.5757372379302979,0.01037037037037037
0.6153666973114014,0.011111111111111112
0.6419861316680908,0.011851851851851851
0.6444485187530518,0.012592592592592593
0.6709699630737305,0.013333333333333334
0.6776735782623291,0.014074074074074074
0.740452766418457,0.014814814814814815
0.7819592952728271,0.015555555555555555
0.7876644134521484,0.016296296296296295
0.7890770435333252,0.017037037037037038
0.8388645648956299,0.017777777777777778
0.8432366847991943,0.018518518518518517
0.8442776203155518,0.01925925925925926
0.8531394004821777,0.02
0.8551855087280273,0.02074074074074074
0.8611869812011719,0.02148148148148148
0.8652434349060059,0.022222222222222223
0.8794469833374023,0.022962962962962963
0.8820269107818604,0.023703703703703703
0.9405202865600586,0.024444444444444446
0.954758882522583,0.025185185185185185
0.9624669551849365,0.025925925925925925
0.9640994071960449,0.02666666666666667
0.9877915382385254,0.027407407407407408
0.9969544410705566,0.028148148148148148
1.0095970630645752,0.028888888888888888
1.046691656112671,0.02962962962962963
1.0619938373565674,0.03037037037037037
1.1434783935546875,0.03111111111111111
1.1503400802612305,0.03185185185185185
1.1798641681671143,0.03259259259259259
1.2178144454956055,0.03333333333333333
1.2202987670898438,0.034074074074074076
1.2691762447357178,0.03481481481481481
1.3271706104278564,0.035555555555555556
1.3472352027893066,0.0362962962962963
1.3560521602630615,0.037037037037037035
1.3800790309906006,0.03777777777777778
1.3854572772979736,0.03851851851851852
1.4018614292144775,0.03925925925925926
1.4184894561767578,0.04
1.4219679832458496,0.040740740740740744
1.4441452026367188,0.04148148148148148
1.4580128192901611,0.042222222222222223
1.4907512664794922,0.04296296296296296
1.4960758686065674,0.0437037037037037
1.52333664894104,0.044444444444444446
1.5338194370269775,0.04518518518518518
1.5573945045471191,0.045925925925925926
1.596306324005127,0.04666666666666667
1.5968000888824463,0.047407407407407405
1.6086854934692383,0.04814814814814815
1.612454891204834,0.04888888888888889
1.662602186203003,0.04962962962962963
1.733945608139038,0.05037037037037037
1.7432496547698975,0.051111111111111114
