COUNT,Count,Percentage
2883.0395,742,54.96296296296296
6719.200000000001,142,10.518518518518519
10508.0,99,7.333333333333333
14296.8,102,7.555555555555555
18085.6,84,6.222222222222222
21874.4,46,3.4074074074074074
25663.199999999997,37,2.740740740740741
29452.0,37,2.740740740740741
33240.8,13,0.9629629629629629
37029.6,6,0.4444444444444444
40818.4,2,0.14814814814814814
44607.2,4,0.2962962962962963
52184.8,2,0.14814814814814814
55973.6,4,0.2962962962962963
59762.4,4,0.2962962962962963
63551.2,2,0.14814814814814814
67340.0,2,0.14814814814814814
74917.6,2,0.14814814814814814
82495.20000000001,8,0.5925925925925926
86284.0,3,0.2222222222222222
93861.6,6,0.4444444444444444
