SECONDS,request_completed
17.787374019622803,1.0
21.469901084899902,2.0
22.980351209640503,3.0
24.263624906539917,4.0
27.753824710845947,5.0
32.06060457229614,6.0
33.783456802368164,7.0
34.054624795913696,8.0
35.251786947250366,9.0
35.61047387123108,10.0
37.804741859436035,11.0
40.66609287261963,12.0
51.61699914932251,13.0
56.182173013687134,14.0
57.03031277656555,15.0
58.85156512260437,16.0
58.85183548927307,17.0
59.17543816566467,18.0
59.6959228515625,19.0
62.43059825897217,20.0
63.537773847579956,21.0
63.73581647872925,22.0
63.807323932647705,23.0
64.47859287261963,24.0
64.67764806747437,25.0
65.06895732879639,26.0
66.97787714004517,27.0
67.77140951156616,28.0
67.80363821983337,29.0
70.60207557678223,30.0
71.31531691551208,31.0
71.6039183139801,32.0
74.42818689346313,33.0
80.32117795944214,34.0
84.39577507972717,35.0
86.35543394088745,36.0
86.67174768447876,37.0
86.71800541877747,38.0
87.34981608390808,39.0
88.11810851097107,40.0
88.19467949867249,41.0
88.21394228935242,42.0
88.35808634757996,43.0
91.68815207481384,44.0
92.06247353553772,45.0
92.45213603973389,46.0
92.6447331905365,47.0
93.03665852546692,48.0
93.84182810783386,49.0
94.04882907867432,50.0
94.34459257125854,51.0
94.46946310997009,52.0
94.48731565475464,53.0
96.0839593410492,54.0
96.15130591392517,55.0
96.58953762054443,56.0
99.1347827911377,57.0
99.92919135093689,58.0
99.92948246002197,59.0
101.59067726135254,60.0
104.34759950637817,61.0
106.33704829216003,62.0
106.6239767074585,63.0
106.64948391914368,64.0
110.62052750587463,65.0
110.9321231842041,66.0
113.30792117118835,67.0
113.80781722068787,68.0
114.85687685012817,69.0
116.5412826538086,70.0
118.58483290672302,71.0
119.18597984313965,72.0
119.48403525352478,73.0
119.66195726394653,74.0
122.05588388442993,75.0
123.78641605377197,76.0
124.71293830871582,77.0
125.9047634601593,78.0
127.29226970672607,79.0
127.70670366287231,80.0
128.40360856056213,81.0
128.8559958934784,82.0
130.29938340187073,83.0
131.48009967803955,84.0
134.2481210231781,85.0
140.16303181648254,86.0
140.57370781898499,87.0
140.72302722930908,88.0
140.82673478126526,89.0
142.0339059829712,90.0
142.78153800964355,91.0
142.96442079544067,92.0
143.0453691482544,93.0
143.0855770111084,94.0
143.16487956047058,95.0
145.91441559791565,96.0
145.93716955184937,97.0
146.1471869945526,98.0
146.6936330795288,99.0
146.9942820072174,100.0
147.14223790168762,101.0
149.22062230110168,102.0
149.40165972709656,103.0
149.63010382652283,104.0
151.39384937286377,105.0
152.13282299041748,106.0
152.13355827331543,107.0
154.03707766532898,108.0
157.157164812088,109.0
157.9044291973114,110.0
159.52705764770508,111.0
159.52826499938965,112.0
160.0512239933014,113.0
160.4763684272766,114.0
160.88425493240356,115.0
163.54693293571472,116.0
163.84279441833496,117.0
164.5483009815216,118.0
164.95731472969055,119.0
165.7345199584961,120.0
167.20027017593384,121.0
168.50825262069702,122.0
168.5413784980774,123.0
170.83405590057373,124.0
171.59974837303162,125.0
174.3372459411621,126.0
174.8851354122162,127.0
175.32297134399414,128.0
175.90172457695007,129.0
175.99315404891968,130.0
176.8274371623993,131.0
179.1316602230072,132.0
179.59334468841553,133.0
182.05324268341064,134.0
183.16168308258057,135.0
184.42720198631287,136.0
185.59354400634766,137.0
188.9154760837555,138.0
190.57794451713562,139.0
191.00966596603394,140.0
191.45161890983582,141.0
192.04784321784973,142.0
192.7014081478119,143.0
193.27871584892273,144.0
193.58428287506104,145.0
194.14081954956055,146.0
195.27760648727417,147.0
195.31403875350952,148.0
195.9416630268097,149.0
196.07053995132446,150.0
197.31870031356812,151.0
197.60711121559143,152.0
197.75532507896423,153.0
202.12021780014038,154.0
213.7763955593109,155.0
216.15340042114258,156.0
219.9088089466095,157.0
224.34327578544617,158.0
225.16763043403625,159.0
228.88255095481873,160.0
230.23100543022156,161.0
230.6909306049347,162.0
230.89259791374207,163.0
231.04579329490662,164.0
231.20120549201965,165.0
231.39382219314575,166.0
231.48743224143982,167.0
231.86563396453857,168.0
231.91236519813538,169.0
236.9501428604126,170.0
237.57603526115417,171.0
238.12620854377747,172.0
