COUNT,Count,Percentage
2884.995,723,53.55555555555556
6723.14,157,11.62962962962963
10513.900000000001,97,7.185185185185185
14304.66,106,7.851851851851852
18095.42,77,5.703703703703703
21886.18,55,4.074074074074074
25676.940000000002,37,2.740740740740741
29467.7,37,2.740740740740741
33258.46,12,0.8888888888888888
37049.22,5,0.37037037037037035
40839.979999999996,4,0.2962962962962963
44630.740000000005,4,0.2962962962962963
52212.259999999995,3,0.2222222222222222
56003.020000000004,3,0.2222222222222222
59793.78,5,0.37037037037037035
63584.54,2,0.14814814814814814
67375.29999999999,2,0.14814814814814814
74956.82,2,0.14814814814814814
82538.34,8,0.5925925925925926
86329.1,3,0.2222222222222222
93910.62,6,0.4444444444444444
