COUNT,Count,Percentage
35.2025,371,27.48148148148148
106.24,157,11.62962962962963
176.39999999999998,127,9.407407407407407
246.56,132,9.777777777777779
316.72,127,9.407407407407407
386.88,135,10.0
457.03999999999996,108,8.0
527.2,74,5.481481481481482
597.36,45,3.3333333333333335
667.52,30,2.2222222222222223
737.6800000000001,11,0.8148148148148148
807.8399999999999,15,1.1111111111111112
878.0,6,0.4444444444444444
948.1600000000001,2,0.14814814814814814
1018.32,2,0.14814814814814814
1088.48,2,0.14814814814814814
1158.6399999999999,2,0.14814814814814814
