COUNT,Count,Percentage
36.3975,292,21.62962962962963
107.84,152,11.25925925925926
178.4,166,12.296296296296296
248.96,157,11.62962962962963
319.52,134,9.925925925925926
390.08000000000004,144,10.666666666666666
460.64,107,7.925925925925926
531.2,75,5.555555555555555
601.76,47,3.4814814814814814
672.3199999999999,32,2.3703703703703702
742.88,11,0.8148148148148148
813.44,15,1.1111111111111112
884.0,6,0.4444444444444444
954.56,2,0.14814814814814814
1025.1200000000001,2,0.14814814814814814
1095.68,2,0.14814814814814814
1166.24,2,0.14814814814814814
