,cdf,Number of Total Tokens
0,0.0,4117.503344576415
1,0.01,4117.503344576415
2,0.02,4117.503344576415
3,0.03,4117.503344576415
4,0.04,4117.503344576415
5,0.05,4117.503344576415
6,0.06,4117.503344576415
7,0.07,4117.503344576415
8,0.08,4117.503344576415
9,0.09,4117.503344576415
10,0.1,4117.503344576415
11,0.11,4117.503344576415
12,0.12,4117.503344576415
13,0.13,4117.503344576415
14,0.14,4117.503344576415
15,0.15,4117.503344576415
16,0.16,4117.503344576415
17,0.17,4117.503344576415
18,0.18,4117.503344576415
19,0.19,4117.503344576415
20,0.2,4117.503344576415
21,0.21,4117.503344576415
22,0.22,4117.503344576415
23,0.23,4117.503344576415
24,0.24,4117.503344576415
25,0.25,4117.503344576415
26,0.26,4117.503344576415
27,0.27,4117.503344576415
28,0.28,4117.503344576415
29,0.29,4117.503344576415
30,0.3,4117.503344576415
31,0.31,4117.503344576415
32,0.32,4117.503344576415
33,0.33,4117.503344576415
34,0.34,4117.503344576415
35,0.35000000000000003,4117.503344576415
36,0.36,4117.503344576415
37,0.37,4117.503344576415
38,0.38,4117.503344576415
39,0.39,4117.503344576415
40,0.4,4117.503344576415
41,0.41000000000000003,4117.503344576415
42,0.42,4117.503344576415
43,0.43,4117.503344576415
44,0.44,4117.503344576415
45,0.45,4117.503344576415
46,0.46,4117.503344576415
47,0.47000000000000003,4117.503344576415
48,0.48,4117.503344576415
49,0.49,4117.503344576415
50,0.5,4117.503344576415
51,0.51,4117.503344576415
52,0.52,4117.503344576415
53,0.53,4117.503344576415
54,0.54,4117.503344576415
55,0.55,4117.503344576415
56,0.56,4117.503344576415
57,0.5700000000000001,4117.503344576415
58,0.58,4117.503344576415
59,0.59,4117.503344576415
60,0.6,4117.503344576415
61,0.61,4117.503344576415
62,0.62,4117.503344576415
63,0.63,4117.503344576415
64,0.64,4117.503344576415
65,0.65,4117.503344576415
66,0.66,4117.503344576415
67,0.67,4117.503344576415
68,0.68,4117.503344576415
69,0.6900000000000001,4117.503344576415
70,0.7000000000000001,4117.503344576415
71,0.71,4117.503344576415
72,0.72,4117.503344576415
73,0.73,4117.503344576415
74,0.74,4117.503344576415
75,0.75,4117.503344576415
76,0.76,4117.503344576415
77,0.77,4117.503344576415
78,0.78,4117.503344576415
79,0.79,4117.503344576415
80,0.8,4117.503344576415
81,0.81,4117.503344576415
82,0.8200000000000001,4117.503344576415
83,0.8300000000000001,4117.503344576415
84,0.84,4117.503344576415
85,0.85,4117.503344576415
86,0.86,4117.503344576415
87,0.87,4117.503344576415
88,0.88,4117.503344576415
89,0.89,4117.503344576415
90,0.9,4117.503344576415
91,0.91,4117.503344576415
92,0.92,4117.503344576415
93,0.93,4117.503344576415
94,0.9400000000000001,4117.503344576415
95,0.9500000000000001,4117.503344576415
96,0.96,4117.503344576415
97,0.97,4117.503344576415
98,0.98,4117.503344576415
99,0.99,4117.503344576415
100,1.0,4117.503344576415
