,cdf,Number of Output Tokens
0,0.0,34.98784393437458
1,0.01,34.98784393437458
2,0.02,34.98784393437458
3,0.03,34.98784393437458
4,0.04,34.98784393437458
5,0.05,34.98784393437458
6,0.06,34.98784393437458
7,0.07,34.98784393437458
8,0.08,34.98784393437458
9,0.09,34.98784393437458
10,0.1,34.98784393437458
11,0.11,34.98784393437458
12,0.12,34.98784393437458
13,0.13,34.98784393437458
14,0.14,34.98784393437458
15,0.15,34.98784393437458
16,0.16,34.98784393437458
17,0.17,34.98784393437458
18,0.18,34.98784393437458
19,0.19,34.98784393437458
20,0.2,34.98784393437458
21,0.21,34.98784393437458
22,0.22,34.98784393437458
23,0.23,34.98784393437458
24,0.24,34.98784393437458
25,0.25,34.98784393437458
26,0.26,34.98784393437458
27,0.27,34.98784393437458
28,0.28,34.98784393437458
29,0.29,34.98784393437458
30,0.3,34.98784393437458
31,0.31,34.98784393437458
32,0.32,34.98784393437458
33,0.33,34.98784393437458
34,0.34,34.98784393437458
35,0.35000000000000003,34.98784393437458
36,0.36,34.98784393437458
37,0.37,34.98784393437458
38,0.38,34.98784393437458
39,0.39,34.98784393437458
40,0.4,34.98784393437458
41,0.41000000000000003,34.98784393437458
42,0.42,34.98784393437458
43,0.43,34.98784393437458
44,0.44,34.98784393437458
45,0.45,34.98784393437458
46,0.46,34.98784393437458
47,0.47000000000000003,34.98784393437458
48,0.48,34.98784393437458
49,0.49,34.98784393437458
50,0.5,34.98784393437458
51,0.51,34.98784393437458
52,0.52,34.98784393437458
53,0.53,34.98784393437458
54,0.54,34.98784393437458
55,0.55,34.98784393437458
56,0.56,34.98784393437458
57,0.5700000000000001,34.98784393437458
58,0.58,34.98784393437458
59,0.59,34.98784393437458
60,0.6,34.98784393437458
61,0.61,34.98784393437458
62,0.62,34.98784393437458
63,0.63,34.98784393437458
64,0.64,34.98784393437458
65,0.65,34.98784393437458
66,0.66,34.98784393437458
67,0.67,34.98784393437458
68,0.68,34.98784393437458
69,0.6900000000000001,34.98784393437458
70,0.7000000000000001,34.98784393437458
71,0.71,34.98784393437458
72,0.72,34.98784393437458
73,0.73,34.98784393437458
74,0.74,34.98784393437458
75,0.75,34.98784393437458
76,0.76,34.98784393437458
77,0.77,34.98784393437458
78,0.78,34.98784393437458
79,0.79,34.98784393437458
80,0.8,34.98784393437458
81,0.81,34.98784393437458
82,0.8200000000000001,34.98784393437458
83,0.8300000000000001,34.98784393437458
84,0.84,34.98784393437458
85,0.85,34.98784393437458
86,0.86,34.98784393437458
87,0.87,34.98784393437458
88,0.88,34.98784393437458
89,0.89,34.98784393437458
90,0.9,34.98784393437458
91,0.91,34.98784393437458
92,0.92,34.98784393437458
93,0.93,34.98784393437458
94,0.9400000000000001,34.98784393437458
95,0.9500000000000001,34.98784393437458
96,0.96,34.98784393437458
97,0.97,34.98784393437458
98,0.98,34.98784393437458
99,0.99,34.98784393437458
100,1.0,34.98784393437458
