,cdf,Time per Output Token
0,0.0,0.012240538990844098
1,0.01,0.012240538990844098
2,0.02,0.012240538990844098
3,0.03,0.012240538990844098
4,0.04,0.012240538990844098
5,0.05,0.012240538990844098
6,0.06,0.012240538990844098
7,0.07,0.012240538990844098
8,0.08,0.012240538990844098
9,0.09,0.012240538990844098
10,0.1,0.012240538990844098
11,0.11,0.012240538990844098
12,0.12,0.012240538990844098
13,0.13,0.012240538990844098
14,0.14,0.012240538990844098
15,0.15,0.012240538990844098
16,0.16,0.012240538990844098
17,0.17,0.012240538990844098
18,0.18,0.012240538990844098
19,0.19,0.012240538990844098
20,0.2,0.012240538990844098
21,0.21,0.012240538990844098
22,0.22,0.012240538990844098
23,0.23,0.012240538990844098
24,0.24,0.012240538990844098
25,0.25,0.012240538990844098
26,0.26,0.012240538990844098
27,0.27,0.012240538990844098
28,0.28,0.012240538990844098
29,0.29,0.012240538990844098
30,0.3,0.012240538990844098
31,0.31,0.012240538990844098
32,0.32,0.012240538990844098
33,0.33,0.012240538990844098
34,0.34,0.012240538990844098
35,0.35000000000000003,0.012240538990844098
36,0.36,0.012240538990844098
37,0.37,0.012240538990844098
38,0.38,0.012240538990844098
39,0.39,0.012240538990844098
40,0.4,0.012240538990844098
41,0.41000000000000003,0.012240538990844098
42,0.42,0.012240538990844098
43,0.43,0.012240538990844098
44,0.44,0.012240538990844098
45,0.45,0.012240538990844098
46,0.46,0.012240538990844098
47,0.47000000000000003,0.012240538990844098
48,0.48,0.012240538990844098
49,0.49,0.012240538990844098
50,0.5,0.012240538990844098
51,0.51,0.012240538990844098
52,0.52,0.012240538990844098
53,0.53,0.012240538990844098
54,0.54,0.012240538990844098
55,0.55,0.012240538990844098
56,0.56,0.012240538990844098
57,0.5700000000000001,0.012240538990844098
58,0.58,0.012240538990844098
59,0.59,0.012240538990844098
60,0.6,0.012240538990844098
61,0.61,0.012240538990844098
62,0.62,0.012240538990844098
63,0.63,0.012240538990844098
64,0.64,0.012240538990844098
65,0.65,0.012240538990844098
66,0.66,0.012240538990844098
67,0.67,0.012240538990844098
68,0.68,0.012240538990844098
69,0.6900000000000001,0.012240538990844098
70,0.7000000000000001,0.012240538990844098
71,0.71,0.012240538990844098
72,0.72,0.012240538990844098
73,0.73,0.012240538990844098
74,0.74,0.012240538990844098
75,0.75,0.012240538990844098
76,0.76,0.012240538990844098
77,0.77,0.012240538990844098
78,0.78,0.012240538990844098
79,0.79,0.012240538990844098
80,0.8,0.012240538990844098
81,0.81,0.012240538990844098
82,0.8200000000000001,0.012240538990844098
83,0.8300000000000001,0.012240538990844098
84,0.84,0.012240538990844098
85,0.85,0.012240538990844098
86,0.86,0.012240538990844098
87,0.87,0.012240538990844098
88,0.88,0.012240538990844098
89,0.89,0.012240538990844098
90,0.9,0.012240538990844098
91,0.91,0.012240538990844098
92,0.92,0.012240538990844098
93,0.93,0.012240538990844098
94,0.9400000000000001,0.012240538990844098
95,0.9500000000000001,0.012240538990844098
96,0.96,0.012240538990844098
97,0.97,0.012240538990844098
98,0.98,0.012240538990844098
99,0.99,0.012240538990844098
100,1.0,0.012240538990844098
