BATCH,batch_num_tokens,batch_num_prefill_tokens,batch_num_decode_tokens,batch_size,batch_execution_time,inter_batch_delay
1695940,512.0,512.0,0.0,1.0,0.06412458419799805,8.7738037109375e-05
1695941,72.0,72.0,0.0,6.0,0.048209190368652344,9.179115295410156e-05
1695942,6.0,0.0,6.0,6.0,0.03285717964172363,8.916854858398438e-05
1695943,6.0,0.0,6.0,6.0,0.038609981536865234,5.841255187988281e-05
1695944,6.0,0.0,6.0,6.0,0.02470254898071289,6.29425048828125e-05
1695945,6.0,0.0,6.0,6.0,0.027921199798583984,6.318092346191406e-05
1695946,6.0,0.0,6.0,6.0,0.03198432922363281,5.626678466796875e-05
1695947,6.0,0.0,6.0,6.0,0.024070024490356445,7.343292236328125e-05
1695948,6.0,0.0,6.0,6.0,0.03234052658081055,6.318092346191406e-05
1695949,6.0,0.0,6.0,6.0,0.030519485473632812,6.628036499023438e-05
1695950,6.0,0.0,6.0,6.0,0.02469658851623535,6.461143493652344e-05
1695951,30.0,24.0,6.0,8.0,0.03612399101257324,5.91278076171875e-05
1695952,556.0,548.0,8.0,12.0,0.06463432312011719,7.128715515136719e-05
1695953,535.0,524.0,11.0,13.0,0.05527067184448242,0.00010323524475097656
1695954,36.0,24.0,12.0,14.0,0.03228187561035156,9.226799011230469e-05
1695955,14.0,0.0,14.0,14.0,0.03200483322143555,7.867813110351562e-05
1695956,14.0,0.0,14.0,14.0,0.02446460723876953,7.081031799316406e-05
1695957,14.0,0.0,14.0,14.0,0.03534221649169922,7.581710815429688e-05
1695958,14.0,0.0,14.0,14.0,0.02919936180114746,8.082389831542969e-05
1695959,14.0,0.0,14.0,14.0,0.02776503562927246,9.417533874511719e-05
1695960,14.0,0.0,14.0,14.0,0.027942180633544922,8.082389831542969e-05
1695961,14.0,0.0,14.0,14.0,0.02786731719970703,6.914138793945312e-05
1695962,14.0,0.0,14.0,14.0,0.027974605560302734,7.224082946777344e-05
1695963,14.0,0.0,14.0,14.0,0.028017282485961914,7.987022399902344e-05
1695964,14.0,0.0,14.0,14.0,0.027870893478393555,6.866455078125e-05
1695965,14.0,0.0,14.0,14.0,0.029849529266357422,7.081031799316406e-05
1695966,14.0,0.0,14.0,14.0,0.028795719146728516,7.104873657226562e-05
1695967,14.0,0.0,14.0,14.0,0.05125880241394043,6.937980651855469e-05
1695968,14.0,0.0,14.0,14.0,0.021670103073120117,8.392333984375e-05
1695969,14.0,0.0,14.0,14.0,0.03217482566833496,6.389617919921875e-05
1695970,14.0,0.0,14.0,14.0,0.027858495712280273,8.344650268554688e-05
1695971,14.0,0.0,14.0,14.0,0.027917146682739258,7.271766662597656e-05
1695972,14.0,0.0,14.0,14.0,0.02792525291442871,7.05718994140625e-05
1695973,14.0,0.0,14.0,14.0,0.027967214584350586,7.557868957519531e-05
1695974,14.0,0.0,14.0,14.0,0.027891874313354492,9.274482727050781e-05
1695975,14.0,0.0,14.0,14.0,0.02787947654724121,7.486343383789062e-05
1695976,14.0,0.0,14.0,14.0,0.027936220169067383,7.62939453125e-05
1695977,14.0,0.0,14.0,14.0,0.027910709381103516,7.200241088867188e-05
1695978,14.0,0.0,14.0,14.0,0.027953624725341797,6.961822509765625e-05
1695979,14.0,0.0,14.0,14.0,0.027935504913330078,7.963180541992188e-05
1695980,14.0,0.0,14.0,14.0,0.030595064163208008,7.390975952148438e-05
1695981,14.0,0.0,14.0,14.0,0.024573326110839844,6.961822509765625e-05
1695982,14.0,0.0,14.0,14.0,0.032082557678222656,6.389617919921875e-05
1695983,26.0,12.0,14.0,15.0,0.02719855308532715,6.341934204101562e-05
1695984,39.0,24.0,15.0,17.0,0.028153657913208008,7.081031799316406e-05
1695985,41.0,24.0,17.0,19.0,0.032196998596191406,7.390975952148438e-05
1695986,542.0,524.0,18.0,20.0,0.06441903114318848,7.82012939453125e-05
1695987,55.0,36.0,19.0,22.0,0.03425097465515137,0.00010323524475097656
1695988,22.0,0.0,22.0,22.0,0.030733585357666016,4.982948303222656e-05
1695989,22.0,0.0,22.0,22.0,0.029955387115478516,8.463859558105469e-05
1695990,22.0,0.0,22.0,22.0,0.028142929077148438,8.559226989746094e-05
1695991,22.0,0.0,22.0,22.0,0.027887821197509766,8.082389831542969e-05
1695992,22.0,0.0,22.0,22.0,0.027932405471801758,8.058547973632812e-05
1695993,22.0,0.0,22.0,22.0,0.02790045738220215,8.344650268554688e-05
1695994,22.0,0.0,22.0,22.0,0.028063058853149414,7.390975952148438e-05
1695995,21.0,0.0,21.0,21.0,0.027797937393188477,8.392333984375e-05
1695996,21.0,0.0,21.0,21.0,0.027783870697021484,7.557868957519531e-05
1695997,21.0,0.0,21.0,21.0,0.035004615783691406,6.985664367675781e-05
1695998,21.0,0.0,21.0,21.0,0.025087356567382812,7.414817810058594e-05
1695999,20.0,0.0,20.0,20.0,0.0318453311920166,6.67572021484375e-05
1696000,20.0,0.0,20.0,20.0,0.031998634338378906,9.036064147949219e-05
1696001,20.0,0.0,20.0,20.0,0.027874231338500977,7.772445678710938e-05
1696002,20.0,0.0,20.0,20.0,0.027925729751586914,7.081031799316406e-05
1696003,20.0,0.0,20.0,20.0,0.03500556945800781,7.033348083496094e-05
1696004,20.0,0.0,20.0,20.0,0.03305625915527344,7.224082946777344e-05
1696005,19.0,0.0,19.0,19.0,0.027695655822753906,7.534027099609375e-05
1696006,19.0,0.0,19.0,19.0,0.02965545654296875,7.677078247070312e-05
1696007,19.0,0.0,19.0,19.0,0.027926921844482422,7.62939453125e-05
1696008,19.0,0.0,19.0,19.0,0.03315091133117676,7.987022399902344e-05
1696009,19.0,0.0,19.0,19.0,0.02893543243408203,8.440017700195312e-05
1696010,19.0,0.0,19.0,19.0,0.03050518035888672,7.271766662597656e-05
1696011,18.0,0.0,18.0,18.0,0.03126716613769531,8.058547973632812e-05
1696012,17.0,0.0,17.0,17.0,0.03094935417175293,7.510185241699219e-05
1696013,17.0,0.0,17.0,17.0,0.031180620193481445,8.535385131835938e-05
1696014,17.0,0.0,17.0,17.0,0.0234222412109375,7.319450378417969e-05
1696015,17.0,0.0,17.0,17.0,0.035219430923461914,7.486343383789062e-05
1696016,28.0,12.0,16.0,17.0,0.03272414207458496,6.985664367675781e-05
1696017,41.0,24.0,17.0,19.0,0.02697610855102539,7.748603820800781e-05
1696018,531.0,512.0,19.0,20.0,0.056717872619628906,7.915496826171875e-05
1696019,512.0,493.0,19.0,20.0,0.054673194885253906,9.703636169433594e-05
1696020,512.0,493.0,19.0,20.0,0.05791068077087402,8.940696716308594e-05
1696021,512.0,493.0,19.0,20.0,0.04791736602783203,9.799003601074219e-05
1696022,512.0,494.0,18.0,19.0,0.05582022666931152,9.036064147949219e-05
1696023,129.0,111.0,18.0,21.0,0.07909512519836426,9.965896606445312e-05
1696024,21.0,0.0,21.0,21.0,0.022519350051879883,0.00011658668518066406
1696025,20.0,0.0,20.0,20.0,0.03280997276306152,7.796287536621094e-05
1696026,20.0,0.0,20.0,20.0,0.023046493530273438,7.62939453125e-05
1696027,20.0,0.0,20.0,20.0,0.03276324272155762,7.510185241699219e-05
1696028,20.0,0.0,20.0,20.0,0.02280902862548828,7.534027099609375e-05
1696029,20.0,0.0,20.0,20.0,0.03302931785583496,7.915496826171875e-05
1696030,20.0,0.0,20.0,20.0,0.02289867401123047,7.2479248046875e-05
1696031,20.0,0.0,20.0,20.0,0.03293299674987793,7.200241088867188e-05
1696032,20.0,0.0,20.0,20.0,0.022901296615600586,7.748603820800781e-05
1696033,20.0,0.0,20.0,20.0,0.03314018249511719,7.462501525878906e-05
1696034,19.0,0.0,19.0,19.0,0.028713464736938477,7.510185241699219e-05
1696035,19.0,0.0,19.0,19.0,0.025757312774658203,7.677078247070312e-05
1696036,19.0,0.0,19.0,19.0,0.03307700157165527,6.937980651855469e-05
1696037,19.0,0.0,19.0,19.0,0.028918027877807617,8.225440979003906e-05
1696038,19.0,0.0,19.0,19.0,0.025921344757080078,8.249282836914062e-05
1696039,18.0,0.0,18.0,18.0,0.05315852165222168,7.677078247070312e-05
1696040,18.0,0.0,18.0,18.0,0.024523496627807617,9.560585021972656e-05
1696041,18.0,0.0,18.0,18.0,0.03195929527282715,7.510185241699219e-05
1696042,18.0,0.0,18.0,18.0,0.0323948860168457,7.724761962890625e-05
1696043,18.0,0.0,18.0,18.0,0.031865596771240234,8.440017700195312e-05
1696044,18.0,0.0,18.0,18.0,0.031566619873046875,6.723403930664062e-05
1696045,542.0,524.0,18.0,20.0,0.06028270721435547,7.748603820800781e-05
1696046,543.0,524.0,19.0,21.0,0.06271934509277344,8.988380432128906e-05
1696047,512.0,492.0,20.0,21.0,0.05999898910522461,0.00010418891906738281
1696048,124.0,104.0,20.0,27.0,0.06424880027770996,9.679794311523438e-05
1696049,27.0,0.0,27.0,27.0,0.024433374404907227,0.00011086463928222656
