REQUEST,request_e2e_time,request_inter_arrival_delay,request_e2e_time_normalized,request_e2e_time_piecewise_normalized,request_execution_time,request_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_e2e_time_normalized,prefill_e2e_time_piecewise_normalized,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_num_preprocessed_tokens,request_pd_ratio,request_num_restarts,request_num_pauses,request_num_ignored
cmpl-002a2289618943c09bbfde8076c0f9e1,6.6323394775390625,0.12834453582763672,0.10697322338819504,2.0768024921417236,4.293948173522949,0.0692572295665741,0.3362698554992676,2.0021214485168457,4.630218505859375,0.07468093931674957,2.6405229568481445,0.0007342944736592472,2.0022990703582764,0.6384015083312988,0.0001775310083758086,0.06438414007425308,3658.0,3596.0,62.0,496.0,58.0,0.0,68.0,0.0
cmpl-0031c3e6f4d04163a685b7d06eca78e4,8.986054420471191,0.11669445037841797,0.11520582437515259,3.9287190437316895,4.985938549041748,0.06392228603363037,0.13707637786865234,3.863039255142212,5.1230149269104,0.06567967683076859,4.126599311828613,0.002003203611820936,3.8631672859191895,0.26356029510498047,0.0001279418938793242,0.062300700694322586,2138.0,2060.0,78.0,496.0,26.41025733947754,0.0,81.0,0.0
cmpl-00367fb22cf045f6b07cf7e01419fa76,24.806705474853516,1.00661039352417,0.37585917115211487,19.89984703063965,4.554360389709473,0.06900545954704285,0.42798829078674316,19.824356079101562,4.982348442077637,0.07549013197422028,20.26609230041504,0.01956186443567276,19.824783325195312,0.44173574447631836,0.00042638584272935987,0.06879716366529465,1102.0,1036.0,66.0,496.0,15.696969985961914,0.0,67.0,0.0
cmpl-004144036bac4d48909038e4801f9997,3.135124444961548,0.3092663288116455,0.11196873337030411,0.8772381544113159,2.2284467220306396,0.07958738505840302,0.11306500434875488,0.7936127185821533,2.3415117263793945,0.0836254209280014,0.9571828842163086,0.0006183352088555694,0.7937183976173401,0.16357016563415527,0.00010566548007773235,0.07778362929821014,1576.0,1548.0,28.0,1008.0,55.28571319580078,0.0,29.0,0.0
cmpl-004549c1771148ce98acd7a23732cdec,37.78701400756836,0.34584641456604004,0.47233766317367554,32.186431884765625,5.469402313232422,0.06836752593517303,0.2020723819732666,32.11553955078125,5.671474456787109,0.07089343667030334,32.25971603393555,0.02083960920572281,32.115631103515625,0.14417529106140137,9.31364920688793e-05,0.06909124553203583,1628.0,1548.0,80.0,1008.0,19.350000381469727,0.0,81.0,0.0
cmpl-004b99d6063e4e2491577247657d8394,37.196224212646484,0.27953195571899414,0.6642183065414429,33.32416915893555,3.820704698562622,0.06822686642408371,0.12175464630126953,33.25376510620117,3.9424593448638916,0.07040105760097504,33.32938766479492,0.03217122331261635,33.253841400146484,0.07561969757080078,7.29919847799465e-05,0.06905070692300797,1092.0,1036.0,56.0,1008.0,18.5,0.0,56.0,0.0
cmpl-004edf6af2ce46f6b875f96cc40e605e,19.45629119873047,0.24924278259277344,0.3040045499801636,15.2919921875,4.111541748046875,0.06424283981323242,0.11885762214660645,15.225892066955566,4.230399131774902,0.06609998643398285,15.443050384521484,0.0014346943935379386,15.225912094116211,0.21715903282165527,2.0174566088826396e-05,0.06270687282085419,10828.0,10764.0,64.0,9712.0,168.1875,0.0,66.0,0.0
cmpl-005468d8d05349ec95844e1adee9d37e,9.933540344238281,0.011710882186889648,0.15282370150089264,4.74755859375,5.021317958831787,0.07725104689598083,0.24569487571716309,4.66652774810791,5.267012596130371,0.0810309648513794,4.814706802368164,0.004647400695830584,4.666670322418213,0.1481795310974121,0.00014303044008556753,0.07875128090381622,1101.0,1036.0,65.0,496.0,15.938461303710938,0.0,66.0,0.0
cmpl-007dcdb6982f457294c38959ffa490ea,233.52398681640625,0.25660109519958496,7.784132957458496,231.59390258789062,1.9375238418579102,0.06458412855863571,0.05912137031555176,231.52734375,1.996645212173462,0.06655483692884445,231.6562042236328,0.11245447397232056,231.52740478515625,0.12886738777160645,6.255698099266738e-05,0.062259260565042496,2090.0,2060.0,30.0,1520.0,68.66666412353516,0.0,31.0,0.0
cmpl-00ab2ab63b5e4ca9b2ffba8adfa3ee61,132.5902862548828,0.08097338676452637,2.3676836490631104,128.45530700683594,4.081234931945801,0.07287920266389847,0.12892365455627441,128.380126953125,4.210158824920654,0.07518140971660614,128.74278259277344,0.0417453907430172,128.38023376464844,0.36266469955444336,0.00011759555491153151,0.068705253303051,3140.0,3084.0,56.0,1008.0,55.07143020629883,0.0,60.0,0.0
