,cdf,Time Between Tokens
0,0.0,0.0
1,0.01,0.0
2,0.02,0.011276865023359462
3,0.03,0.011367441797760437
4,0.04,0.011390199438997196
5,0.05,0.01145874609280157
6,0.06,0.011504672884830045
7,0.07,0.011550783751992826
8,0.08,0.011597079432065257
9,0.09,0.01169022819683742
10,0.1,0.011784125140703235
11,0.11,0.011855042454375702
12,0.12,0.011878776273103181
13,0.13,0.01190255760698327
14,0.14,0.011950263200893424
15,0.15,0.01199815999939721
16,0.16,0.012070365382996768
17,0.17,0.012118743552489568
18,0.18,0.0121430053013434
19,0.19,0.012167315622267012
20,0.2,0.012240538990844098
21,0.21,0.012289599218201957
22,0.22,0.012338856079540583
23,0.23,0.012388310362971326
24,0.24,0.012388310362971326
25,0.25,0.012437962859764295
26,0.26,0.012512814993719123
27,0.27,0.012562966506568189
28,0.28,0.012588117590665422
29,0.29,0.012613319027283364
30,0.3,0.012638570917227877
31,0.31,0.01268922646132945
32,0.32,0.01268922646132945
33,0.33,0.012714630318108891
34,0.34,0.01274008503346046
35,0.35000000000000003,0.01274008503346046
36,0.36,0.012765590709203124
37,0.37,0.01279114744735968
38,0.38,0.01279114744735968
39,0.39,0.0128167553501572
40,0.4,0.012842414520027386
41,0.41000000000000003,0.012868125059607022
42,0.42,0.012893887071738367
43,0.43,0.012893887071738367
44,0.44,0.012919700659469575
45,0.45,0.012919700659469575
46,0.46,0.012945565926055102
47,0.47000000000000003,0.012945565926055102
48,0.48,0.012971482974956107
49,0.49,0.012971482974956107
50,0.5,0.012997451909840904
51,0.51,0.012997451909840904
52,0.52,0.013023472834585331
53,0.53,0.013023472834585331
54,0.54,0.013075671070196661
55,0.55,0.013101848589856717
56,0.56,0.013128078516963538
57,0.5700000000000001,0.013128078516963538
58,0.58,0.013154360956436932
59,0.59,0.013180696013406776
60,0.6,0.013207083793213397
61,0.61,0.01323352440140802
62,0.62,0.013260017943753182
63,0.63,0.013313164255004388
64,0.64,0.013339817236495882
65,0.65,0.013366523577309688
66,0.66,0.013420096764419964
67,0.67,0.013500859417599022
68,0.68,0.01358210810349922
69,0.6900000000000001,0.013609299511113834
70,0.7000000000000001,0.013663845747083996
71,0.71,0.013718610605023348
72,0.72,0.013773594961171384
73,0.73,0.013801169725858414
74,0.74,0.013828799695279554
75,0.75,0.013912021938254242
76,0.76,0.01399574501585511
77,0.77,0.014023764525396363
78,0.78,0.01405184013005181
79,0.79,0.014136404638853238
80,0.8,0.014278477915038083
81,0.81,0.014307063456409525
82,0.8200000000000001,0.014307063456409525
83,0.8300000000000001,0.01439316390890434
84,0.84,0.01439316390890434
85,0.85,0.01442197905186511
86,0.86,0.014479782517199776
87,0.87,0.014537817659518063
88,0.88,0.02284548533117115
89,0.89,0.02307508635278533
90,0.9,0.03991506036017978
91,0.91,0.039994970390930897
92,0.92,0.04031621352036169
93,0.93,0.0403969266605426
94,0.9400000000000001,0.04080292265917775
95,0.9500000000000001,0.040884610192028964
96,0.96,0.04096646126348448
97,0.97,0.04113065533248235
98,0.98,0.04196154996612094
99,0.99,0.04255314335389525
100,1.0,0.046282029529983074
