,cdf,Time Between Tokens
0,0.0,0.0
1,0.01,0.0
2,0.02,0.01171363205709135
3,0.03,0.012022180339736344
4,0.04,0.012265044574409346
5,0.05,0.012437962859764295
6,0.06,0.012638570917227877
7,0.07,0.01279114744735968
8,0.08,0.012945565926055102
9,0.09,0.013049545853273191
10,0.1,0.013128078516963538
11,0.11,0.01323352440140802
12,0.12,0.013313164255004388
13,0.13,0.013393283384271272
14,0.14,0.013473884673507913
15,0.15,0.013527888165181794
16,0.16,0.01358210810349922
17,0.17,0.013663845747083996
18,0.18,0.013718610605023348
19,0.19,0.013773594961171384
20,0.2,0.01385648497995479
21,0.21,0.013912021938254242
22,0.22,0.013967781489349901
23,0.23,0.014023764525396363
24,0.24,0.014079971942123988
25,0.25,0.014136404638853238
26,0.26,0.014193063518509087
27,0.27,0.014221478060087686
28,0.28,0.014278477915038083
29,0.29,0.014335706226092027
30,0.3,0.014364406338656776
31,0.31,0.01442197905186511
32,0.32,0.014450851882799777
33,0.33,0.014479782517199776
34,0.34,0.014508771070787758
35,0.35000000000000003,0.014537817659518063
36,0.36,0.014596085407384123
37,0.37,0.0146253067995911
38,0.38,0.014654586693083775
39,0.39,0.014683925204981843
40,0.4,0.014742778553645742
41,0.41000000000000003,0.014772293625825215
42,0.42,0.01480186778723828
43,0.43,0.014831501156181702
44,0.44,0.014861193851189074
45,0.45,0.014890945991031294
46,0.46,0.014920757694717035
47,0.47000000000000003,0.014950629081493246
48,0.48,0.015010551382498934
49,0.49,0.015040602536417851
50,0.5,0.015070713852807076
51,0.51,0.01513111745501912
52,0.52,0.015161409982456598
53,0.53,0.015161409982456598
54,0.54,0.01519176315559465
55,0.55,0.015222177095846093
56,0.56,0.015283187764556231
57,0.5700000000000001,0.015283187764556231
58,0.58,0.015344442964759656
59,0.59,0.015375162570294712
60,0.6,0.015405943676541549
61,0.61,0.015436786406624717
62,0.62,0.015498657232031206
63,0.63,0.015560776036449356
64,0.64,0.015591928741227034
65,0.65,0.015623143813782043
66,0.66,0.015685761561915694
67,0.67,0.01574863028273627
68,0.68,0.015811750982145337
69,0.6900000000000001,0.015875124670076096
70,0.7000000000000001,0.01590690670144762
71,0.71,0.01600263507149086
72,0.72,0.016034672378941295
73,0.73,0.01609893953850904
74,0.74,0.016163464281624563
75,0.75,0.01629329065222864
76,0.76,0.01635859435694328
77,0.77,0.0164899880295213
78,0.78,0.01662243706766539
79,0.79,0.016755949948164837
80,0.8,0.016856787892786603
81,0.81,0.017128665813019556
82,0.8200000000000001,0.0174397734704088
83,0.8300000000000001,0.01844426437148869
84,0.84,0.02606917451614132
85,0.85,0.03943894190131432
86,0.86,0.039994970390930897
87,0.87,0.040477801388591736
88,0.88,0.04080292265917775
89,0.89,0.04096646126348448
90,0.9,0.0412955074932817
91,0.91,0.04154402542933529
92,0.92,0.04171053438244991
93,0.93,0.04204555707316023
94,0.9400000000000001,0.04229858883613699
95,0.9500000000000001,0.042468122088452895
96,0.96,0.04272369686377708
97,0.97,0.043153077299555066
98,0.98,0.04358677308190096
99,0.99,0.044289770669018014
100,1.0,0.04684075974714052
