Number of Prompt Tokens (Mean),Number of Prompt Tokens (P50),Number of Prompt Tokens (P90),Number of Prompt Tokens (P99)
512.00000,512.34672,512.34672,512.34672
85.00000,85.02973,85.02973,85.02973
597.00000,596.45371,596.45371,596.45371
0.01889,0.01889,0.02221,0.02331
0.90594,0.86157,1.31390,1.49930
0.01889,0.01501,0.04113,0.04376
2.49285,2.48681,2.61431,2.71014
0.02933,0.02928,0.03078,0.03190
34.15998,34.08988,35.98135,36.19789
0.16164,0.15993,0.22924,0.24982
0.09031,0.08484,0.13520,0.15552
