,cdf,End to End Latency
0,0.0,2.0564881374119213
1,0.01,2.0564881374119213
2,0.02,2.0564881374119213
3,0.03,2.0564881374119213
4,0.04,2.0647305665774707
5,0.05,2.0647305665774707
6,0.06,2.0647305665774707
7,0.07,2.0771561937233787
8,0.08,2.0771561937233787
9,0.09,2.0771561937233787
10,0.1,2.093840095460673
11,0.11,2.093840095460673
12,0.12,2.093840095460673
13,0.13,2.102232231722904
14,0.14,2.102232231722904
15,0.15,2.102232231722904
16,0.16,2.102232231722904
17,0.17,2.102232231722904
18,0.18,2.102232231722904
19,0.19,2.102232231722904
20,0.2,2.114883545317199
21,0.21,2.114883545317199
22,0.22,2.114883545317199
23,0.23,2.127610994998291
24,0.24,2.127610994998291
25,0.25,2.127610994998291
26,0.26,2.1318704764697594
27,0.27,2.1318704764697594
28,0.28,2.1318704764697594
29,0.29,2.1318704764697594
30,0.3,2.148993848151454
31,0.31,2.148993848151454
32,0.32,2.148993848151454
33,0.33,2.148993848151454
34,0.34,2.148993848151454
35,0.35000000000000003,2.148993848151454
36,0.36,2.148993848151454
37,0.37,2.148993848151454
38,0.38,2.148993848151454
39,0.39,2.1532961381377436
40,0.4,2.1532961381377436
41,0.41000000000000003,2.1532961381377436
42,0.42,2.170591602623535
43,0.43,2.170591602623535
44,0.44,2.170591602623535
45,0.45,2.170591602623535
46,0.46,2.210016019913975
47,0.47000000000000003,2.210016019913975
48,0.48,2.210016019913975
49,0.49,2.2144404764102994
50,0.5,2.2144404764102994
51,0.51,2.2144404764102994
52,0.52,2.23222705761356
53,0.53,2.23222705761356
54,0.54,2.23222705761356
55,0.55,2.236695980651825
56,0.56,2.236695980651825
57,0.5700000000000001,2.236695980651825
58,0.58,2.236695980651825
59,0.59,2.2456606850184615
60,0.6,2.2456606850184615
61,0.61,2.2456606850184615
62,0.62,2.2546613200279193
63,0.63,2.2546613200279193
64,0.64,2.2546613200279193
65,0.65,2.281880251905995
66,0.66,2.281880251905995
67,0.67,2.281880251905995
68,0.68,2.28644858073864
69,0.6900000000000001,2.28644858073864
70,0.7000000000000001,2.28644858073864
71,0.71,2.30020851533371
72,0.72,2.30020851533371
73,0.73,2.30020851533371
74,0.74,2.30020851533371
75,0.75,2.309427778702519
76,0.76,2.309427778702519
77,0.77,2.309427778702519
78,0.78,2.31405125773896
79,0.79,2.31405125773896
80,0.8,2.31405125773896
81,0.81,2.332637921522763
82,0.8200000000000001,2.332637921522763
83,0.8300000000000001,2.332637921522763
84,0.84,2.337307867311597
85,0.85,2.337307867311597
86,0.86,2.337307867311597
87,0.87,2.337307867311597
88,0.88,2.3419871623412503
89,0.89,2.3419871623412503
90,0.9,2.3419871623412503
91,0.91,2.34667582532892
92,0.92,2.34667582532892
93,0.93,2.34667582532892
94,0.9400000000000001,2.365524532516843
95,0.9500000000000001,2.365524532516843
96,0.96,2.365524532516843
97,0.97,2.3797603491998274
98,0.98,2.3797603491998274
99,0.99,2.3797603491998274
100,1.0,2.432695243338499
