,cdf,Number of Total Tokens
0,0.0,4550.545103189988
1,0.01,4550.545103189988
2,0.02,4550.545103189988
3,0.03,4550.545103189988
4,0.04,4550.545103189988
5,0.05,4550.545103189988
6,0.06,4550.545103189988
7,0.07,4550.545103189988
8,0.08,4550.545103189988
9,0.09,4550.545103189988
10,0.1,4550.545103189988
11,0.11,4550.545103189988
12,0.12,4550.545103189988
13,0.13,4550.545103189988
14,0.14,4550.545103189988
15,0.15,4550.545103189988
16,0.16,4550.545103189988
17,0.17,4550.545103189988
18,0.18,4550.545103189988
19,0.19,4550.545103189988
20,0.2,4550.545103189988
21,0.21,4550.545103189988
22,0.22,4550.545103189988
23,0.23,4550.545103189988
24,0.24,4550.545103189988
25,0.25,4550.545103189988
26,0.26,4550.545103189988
27,0.27,4550.545103189988
28,0.28,4550.545103189988
29,0.29,4550.545103189988
30,0.3,4550.545103189988
31,0.31,4550.545103189988
32,0.32,4550.545103189988
33,0.33,4550.545103189988
34,0.34,4550.545103189988
35,0.35000000000000003,4550.545103189988
36,0.36,4550.545103189988
37,0.37,4550.545103189988
38,0.38,4550.545103189988
39,0.39,4550.545103189988
40,0.4,4550.545103189988
41,0.41000000000000003,4550.545103189988
42,0.42,4550.545103189988
43,0.43,4550.545103189988
44,0.44,4550.545103189988
45,0.45,4550.545103189988
46,0.46,4550.545103189988
47,0.47000000000000003,4550.545103189988
48,0.48,4550.545103189988
49,0.49,4550.545103189988
50,0.5,4550.545103189988
51,0.51,4550.545103189988
52,0.52,4550.545103189988
53,0.53,4550.545103189988
54,0.54,4550.545103189988
55,0.55,4550.545103189988
56,0.56,4550.545103189988
57,0.5700000000000001,4550.545103189988
58,0.58,4550.545103189988
59,0.59,4550.545103189988
60,0.6,4550.545103189988
61,0.61,4550.545103189988
62,0.62,4550.545103189988
63,0.63,4550.545103189988
64,0.64,4550.545103189988
65,0.65,4550.545103189988
66,0.66,4550.545103189988
67,0.67,4550.545103189988
68,0.68,4550.545103189988
69,0.6900000000000001,4550.545103189988
70,0.7000000000000001,4550.545103189988
71,0.71,4550.545103189988
72,0.72,4550.545103189988
73,0.73,4550.545103189988
74,0.74,4550.545103189988
75,0.75,4550.545103189988
76,0.76,4550.545103189988
77,0.77,4550.545103189988
78,0.78,4550.545103189988
79,0.79,4550.545103189988
80,0.8,4550.545103189988
81,0.81,4550.545103189988
82,0.8200000000000001,4550.545103189988
83,0.8300000000000001,4550.545103189988
84,0.84,4550.545103189988
85,0.85,4550.545103189988
86,0.86,4550.545103189988
87,0.87,4550.545103189988
88,0.88,4550.545103189988
89,0.89,4550.545103189988
90,0.9,4550.545103189988
91,0.91,4550.545103189988
92,0.92,4550.545103189988
93,0.93,4550.545103189988
94,0.9400000000000001,4550.545103189988
95,0.9500000000000001,4550.545103189988
96,0.96,4550.545103189988
97,0.97,4550.545103189988
98,0.98,4550.545103189988
99,0.99,4550.545103189988
100,1.0,4550.545103189988
