,cdf,End to End Latency
0,0.0,17.33973087918344
1,0.01,17.33973087918344
2,0.02,17.33973087918344
3,0.03,17.33973087918344
4,0.04,17.479005126836842
5,0.05,17.479005126836842
6,0.06,17.479005126836842
7,0.07,17.549061189413283
8,0.08,17.549061189413283
9,0.09,17.549061189413283
10,0.1,17.832104571614245
11,0.11,17.832104571614245
12,0.12,17.832104571614245
13,0.13,18.0113202620591
14,0.14,18.0113202620591
15,0.15,18.0113202620591
16,0.16,18.0113202620591
17,0.17,18.047378961282448
18,0.18,18.047378961282448
19,0.19,18.047378961282448
20,0.2,18.192337100740414
21,0.21,18.192337100740414
22,0.22,18.192337100740414
23,0.23,18.522764201112988
24,0.24,18.522764201112988
25,0.25,18.522764201112988
26,0.26,18.671540676742623
27,0.27,18.671540676742623
28,0.28,18.671540676742623
29,0.29,18.671540676742623
30,0.3,18.746376436132614
31,0.31,18.746376436132614
32,0.32,18.746376436132614
33,0.33,18.93478071465443
34,0.34,18.93478071465443
35,0.35000000000000003,18.93478071465443
36,0.36,19.125078488289084
37,0.37,19.125078488289084
38,0.38,19.125078488289084
39,0.39,19.240173938648805
40,0.4,19.240173938648805
41,0.41000000000000003,19.240173938648805
42,0.42,19.240173938648805
43,0.43,19.240173938648805
44,0.44,19.240173938648805
45,0.45,19.240173938648805
46,0.46,19.355962037810027
47,0.47000000000000003,19.355962037810027
48,0.48,19.355962037810027
49,0.49,19.707524037549717
50,0.5,19.707524037549717
51,0.51,19.707524037549717
52,0.52,19.82612466739632
53,0.53,19.82612466739632
54,0.54,19.82612466739632
55,0.55,19.945439040347992
56,0.56,19.945439040347992
57,0.5700000000000001,19.945439040347992
58,0.58,19.945439040347992
59,0.59,20.105642565755424
60,0.6,20.105642565755424
61,0.61,20.105642565755424
62,0.62,20.22663908805958
63,0.63,20.22663908805958
64,0.64,20.22663908805958
65,0.65,20.22663908805958
66,0.66,20.22663908805958
67,0.67,20.22663908805958
68,0.68,20.348363772040837
69,0.6900000000000001,20.348363772040837
70,0.7000000000000001,20.348363772040837
71,0.71,20.552868296348876
72,0.72,20.552868296348876
73,0.73,20.552868296348876
74,0.74,20.552868296348876
75,0.75,20.594015179825057
76,0.76,20.594015179825057
77,0.77,20.594015179825057
78,0.78,20.800988542652856
79,0.79,20.800988542652856
80,0.8,20.800988542652856
81,0.81,20.842632163358868
82,0.8200000000000001,20.842632163358868
83,0.8300000000000001,20.842632163358868
84,0.84,20.842632163358868
85,0.85,20.842632163358868
86,0.86,20.842632163358868
87,0.87,20.842632163358868
88,0.88,21.09425052394139
89,0.89,21.09425052394139
90,0.9,21.09425052394139
91,0.91,21.136481255721055
92,0.92,21.136481255721055
93,0.93,21.136481255721055
94,0.9400000000000001,21.263681404501444
95,0.9500000000000001,21.263681404501444
96,0.96,21.263681404501444
97,0.97,21.477385027032522
98,0.98,21.477385027032522
99,0.99,21.477385027032522
100,1.0,21.563466644293563
