,cdf,Number of Output Tokens
0,0.0,469.1870660022758
1,0.01,469.1870660022758
2,0.02,469.1870660022758
3,0.03,469.1870660022758
4,0.04,469.1870660022758
5,0.05,469.1870660022758
6,0.06,469.1870660022758
7,0.07,469.1870660022758
8,0.08,469.1870660022758
9,0.09,469.1870660022758
10,0.1,469.1870660022758
11,0.11,469.1870660022758
12,0.12,469.1870660022758
13,0.13,469.1870660022758
14,0.14,469.1870660022758
15,0.15,469.1870660022758
16,0.16,469.1870660022758
17,0.17,469.1870660022758
18,0.18,469.1870660022758
19,0.19,469.1870660022758
20,0.2,469.1870660022758
21,0.21,469.1870660022758
22,0.22,469.1870660022758
23,0.23,469.1870660022758
24,0.24,469.1870660022758
25,0.25,469.1870660022758
26,0.26,469.1870660022758
27,0.27,469.1870660022758
28,0.28,469.1870660022758
29,0.29,469.1870660022758
30,0.3,469.1870660022758
31,0.31,469.1870660022758
32,0.32,469.1870660022758
33,0.33,469.1870660022758
34,0.34,469.1870660022758
35,0.35000000000000003,469.1870660022758
36,0.36,469.1870660022758
37,0.37,469.1870660022758
38,0.38,469.1870660022758
39,0.39,469.1870660022758
40,0.4,469.1870660022758
41,0.41000000000000003,469.1870660022758
42,0.42,469.1870660022758
43,0.43,469.1870660022758
44,0.44,469.1870660022758
45,0.45,469.1870660022758
46,0.46,469.1870660022758
47,0.47000000000000003,469.1870660022758
48,0.48,469.1870660022758
49,0.49,469.1870660022758
50,0.5,469.1870660022758
51,0.51,469.1870660022758
52,0.52,469.1870660022758
53,0.53,469.1870660022758
54,0.54,469.1870660022758
55,0.55,469.1870660022758
56,0.56,469.1870660022758
57,0.5700000000000001,469.1870660022758
58,0.58,469.1870660022758
59,0.59,469.1870660022758
60,0.6,469.1870660022758
61,0.61,469.1870660022758
62,0.62,469.1870660022758
63,0.63,469.1870660022758
64,0.64,469.1870660022758
65,0.65,469.1870660022758
66,0.66,469.1870660022758
67,0.67,469.1870660022758
68,0.68,469.1870660022758
69,0.6900000000000001,469.1870660022758
70,0.7000000000000001,469.1870660022758
71,0.71,469.1870660022758
72,0.72,469.1870660022758
73,0.73,469.1870660022758
74,0.74,469.1870660022758
75,0.75,469.1870660022758
76,0.76,469.1870660022758
77,0.77,469.1870660022758
78,0.78,469.1870660022758
79,0.79,469.1870660022758
80,0.8,469.1870660022758
81,0.81,469.1870660022758
82,0.8200000000000001,469.1870660022758
83,0.8300000000000001,469.1870660022758
84,0.84,469.1870660022758
85,0.85,469.1870660022758
86,0.86,469.1870660022758
87,0.87,469.1870660022758
88,0.88,469.1870660022758
89,0.89,469.1870660022758
90,0.9,469.1870660022758
91,0.91,469.1870660022758
92,0.92,469.1870660022758
93,0.93,469.1870660022758
94,0.9400000000000001,469.1870660022758
95,0.9500000000000001,469.1870660022758
96,0.96,469.1870660022758
97,0.97,469.1870660022758
98,0.98,469.1870660022758
99,0.99,469.1870660022758
100,1.0,469.1870660022758
