,cdf,Time Between Tokens
0,0.0,0.0
1,0.01,0.014079971942123988
2,0.02,0.014950629081493246
3,0.03,0.0156544213789748
4,0.04,0.016457041000491286
5,0.05,0.017060287973823713
6,0.06,0.017650311524103825
7,0.07,0.01815150436949626
8,0.08,0.018555262656577566
9,0.09,0.01896800205900161
10,0.1,0.01931251754843599
11,0.11,0.01966329046667553
12,0.12,0.01990067146884956
13,0.13,0.020140918204014143
14,0.14,0.02046576484666739
15,0.15,0.02071283355461296
16,0.16,0.0210048526860052
17,0.17,0.0213009888385126
18,0.18,0.021558140615136834
19,0.19,0.021818396803331926
20,0.2,0.022037675410173048
21,0.21,0.022259157804389196
22,0.22,0.022393114263375376
23,0.23,0.02252787687743095
24,0.24,0.022663450498027784
25,0.25,0.022799840005834144
26,0.26,0.022891222038540864
27,0.27,0.02298297033153271
28,0.28,0.02307508635278533
29,0.29,0.023121282721859978
30,0.3,0.023213953100834992
31,0.31,0.023260427481417243
32,0.32,0.023306994903802454
33,0.33,0.023400409619434216
34,0.34,0.02344725728633999
35,0.35000000000000003,0.023494198742368702
36,0.36,0.02354123417528636
37,0.37,0.023588363773234883
38,0.38,0.02363558772473284
39,0.39,0.02368290621867625
40,0.4,0.023730319444339266
41,0.41000000000000003,0.02377782759137498
42,0.42,0.023825430849816174
43,0.43,0.02387312941007607
44,0.44,0.023920923462949096
45,0.45,0.023968813199611645
46,0.46,0.023968813199611645
47,0.47000000000000003,0.024016798811622882
48,0.48,0.024064880490925433
49,0.49,0.024113058429846207
50,0.5,0.024161332821097153
51,0.51,0.024209703857776026
52,0.52,0.024258171733367175
53,0.53,0.02430673664174227
54,0.54,0.024355398777161173
55,0.55,0.024404158334272612
56,0.56,0.024453015508115003
57,0.5700000000000001,0.024501970494117235
58,0.58,0.024551023488099455
59,0.59,0.02460017468627383
60,0.6,0.024649424285245334
61,0.61,0.024698772482012597
62,0.62,0.024748219473968578
63,0.63,0.02479776545890145
64,0.64,0.02489715520083118
65,0.65,0.0249469993553874
66,0.66,0.025046987228567425
67,0.67,0.02514737585434463
68,0.68,0.025197720951150127
69,0.6900000000000001,0.025349361795013157
70,0.7000000000000001,0.025450962341686013
71,0.71,0.02560412720187722
72,0.72,0.025861453044505267
73,0.73,0.02617366008084974
74,0.74,0.026755861530700437
75,0.75,0.041877710705449364
76,0.76,0.04402482758078329
77,0.77,0.045184483687239964
78,0.78,0.0459132502547391
79,0.79,0.046467528460465056
80,0.8,0.047028498075046575
81,0.81,0.047501142496755494
82,0.8200000000000001,0.047978537075465344
83,0.8300000000000001,0.04836390491659591
84,0.84,0.04865496073740934
85,0.85,0.048947768143231755
86,0.86,0.049340920933777434
87,0.87,0.049737231562209806
88,0.88,0.05013672539256133
89,0.89,0.05043845011448348
90,0.9,0.05084357619408898
91,0.91,0.05114955477104179
92,0.92,0.05156039250596276
93,0.93,0.05197453012580341
94,0.9400000000000001,0.05239199413553034
95,0.9500000000000001,0.05291854260686045
96,0.96,0.05345038298007811
97,0.97,0.05398756843969932
98,0.98,0.054639322179637934
99,0.99,0.055743110077441226
100,1.0,0.0590718107986494
