,cdf,Output Throughput
0,0.0,21.73666631011355
1,0.01,21.73666631011355
2,0.02,21.73666631011355
3,0.03,21.73666631011355
4,0.04,21.86747839539798
5,0.05,21.86747839539798
6,0.06,21.86747839539798
7,0.07,22.043119910414347
8,0.08,22.043119910414347
9,0.09,22.043119910414347
10,0.1,22.22017219356959
11,0.11,22.22017219356959
12,0.12,22.22017219356959
13,0.13,22.22017219356959
14,0.14,22.22017219356959
15,0.15,22.22017219356959
16,0.16,22.22017219356959
17,0.17,22.48842062089808
18,0.18,22.48842062089808
19,0.19,22.48842062089808
20,0.2,22.533442484002983
21,0.21,22.533442484002983
22,0.22,22.533442484002983
23,0.23,22.533442484002983
24,0.24,22.533442484002983
25,0.25,22.533442484002983
26,0.26,22.759907421815107
27,0.27,22.759907421815107
28,0.28,22.759907421815107
29,0.29,22.759907421815107
30,0.3,22.805472802038963
31,0.31,22.805472802038963
32,0.32,22.805472802038963
33,0.33,23.034671690915182
34,0.34,23.034671690915182
35,0.35000000000000003,23.034671690915182
36,0.36,23.173295221991282
37,0.37,23.173295221991282
38,0.38,23.173295221991282
39,0.39,23.173295221991282
40,0.4,23.173295221991282
41,0.41000000000000003,23.173295221991282
42,0.42,23.31275299475424
43,0.43,23.31275299475424
44,0.44,23.31275299475424
45,0.45,23.31275299475424
46,0.46,23.500003082814832
47,0.47000000000000003,23.500003082814832
48,0.48,23.500003082814832
49,0.49,23.688757180096744
50,0.5,23.688757180096744
51,0.51,23.688757180096744
52,0.52,23.83131702254522
53,0.53,23.83131702254522
54,0.54,23.83131702254522
55,0.55,24.21568496676515
56,0.56,24.21568496676515
57,0.5700000000000001,24.21568496676515
58,0.58,24.21568496676515
59,0.59,24.361415880691887
60,0.6,24.361415880691887
61,0.61,24.361415880691887
62,0.62,24.361415880691887
63,0.63,24.361415880691887
64,0.64,24.361415880691887
65,0.65,24.508023808806044
66,0.66,24.508023808806044
67,0.67,24.508023808806044
68,0.68,24.7543336255018
69,0.6900000000000001,24.7543336255018
70,0.7000000000000001,24.7543336255018
71,0.71,25.003118897839112
72,0.72,25.003118897839112
73,0.73,25.003118897839112
74,0.74,25.003118897839112
75,0.75,25.15358861913759
76,0.76,25.15358861913759
77,0.77,25.15358861913759
78,0.78,25.355624461280854
79,0.79,25.355624461280854
80,0.8,25.355624461280854
81,0.81,25.7645774889031
82,0.8200000000000001,25.7645774889031
83,0.8300000000000001,25.7645774889031
84,0.84,25.971520847532872
85,0.85,25.971520847532872
86,0.86,25.971520847532872
87,0.87,25.971520847532872
88,0.88,26.023515884264672
89,0.89,26.023515884264672
90,0.9,26.023515884264672
91,0.91,26.285056654635955
92,0.92,26.285056654635955
93,0.93,26.285056654635955
94,0.9400000000000001,26.709000206748026
95,0.9500000000000001,26.709000206748026
96,0.96,26.709000206748026
97,0.97,26.81605020051256
98,0.98,26.81605020051256
99,0.99,26.81605020051256
100,1.0,27.031439080693858
