,cdf,Normalized End to End Latency
0,0.0,0.028984279553624294
1,0.01,0.028984279553624294
2,0.02,0.028984279553624294
3,0.03,0.028984279553624294
4,0.04,0.028984279553624294
5,0.05,0.028984279553624294
6,0.06,0.028984279553624294
7,0.07,0.028984279553624294
8,0.08,0.028984279553624294
9,0.09,0.028984279553624294
10,0.1,0.028984279553624294
11,0.11,0.028984279553624294
12,0.12,0.028984279553624294
13,0.13,0.028984279553624294
14,0.14,0.028984279553624294
15,0.15,0.029688317155319145
16,0.16,0.029688317155319145
17,0.17,0.029688317155319145
18,0.18,0.029688317155319145
19,0.19,0.029688317155319145
20,0.2,0.029688317155319145
21,0.21,0.029688317155319145
22,0.22,0.029688317155319145
23,0.23,0.029688317155319145
24,0.24,0.029688317155319145
25,0.25,0.029688317155319145
26,0.26,0.029688317155319145
27,0.27,0.029688317155319145
28,0.28,0.029688317155319145
29,0.29,0.030592461324073388
30,0.3,0.030592461324073388
31,0.31,0.030592461324073388
32,0.32,0.030592461324073388
33,0.33,0.030592461324073388
34,0.34,0.030592461324073388
35,0.35000000000000003,0.030592461324073388
36,0.36,0.030592461324073388
37,0.37,0.030592461324073388
38,0.38,0.030592461324073388
39,0.39,0.030592461324073388
40,0.4,0.030592461324073388
41,0.41000000000000003,0.030592461324073388
42,0.42,0.030592461324073388
43,0.43,0.03127295366952141
44,0.44,0.03127295366952141
45,0.45,0.03127295366952141
46,0.46,0.03127295366952141
47,0.47000000000000003,0.03127295366952141
48,0.48,0.03127295366952141
49,0.49,0.03127295366952141
50,0.5,0.03127295366952141
51,0.51,0.03127295366952141
52,0.52,0.03127295366952141
53,0.53,0.03127295366952141
54,0.54,0.03127295366952141
55,0.55,0.03127295366952141
56,0.56,0.03127295366952141
57,0.5700000000000001,0.03127295366952141
58,0.58,0.03196858274513668
59,0.59,0.03196858274513668
60,0.6,0.03196858274513668
61,0.61,0.03196858274513668
62,0.62,0.03196858274513668
63,0.63,0.03196858274513668
64,0.64,0.03196858274513668
65,0.65,0.03196858274513668
66,0.66,0.03196858274513668
67,0.67,0.03196858274513668
68,0.68,0.03196858274513668
69,0.6900000000000001,0.03196858274513668
70,0.7000000000000001,0.03196858274513668
71,0.71,0.03196858274513668
72,0.72,0.03274511004448971
73,0.73,0.03274511004448971
74,0.74,0.03274511004448971
75,0.75,0.03274511004448971
76,0.76,0.03274511004448971
77,0.77,0.03274511004448971
78,0.78,0.03274511004448971
79,0.79,0.03274511004448971
80,0.8,0.03274511004448971
81,0.81,0.03274511004448971
82,0.8200000000000001,0.03274511004448971
83,0.8300000000000001,0.03274511004448971
84,0.84,0.03274511004448971
85,0.85,0.03274511004448971
86,0.86,0.03347348546025249
87,0.87,0.03347348546025249
88,0.88,0.03347348546025249
89,0.89,0.03347348546025249
90,0.9,0.03347348546025249
91,0.91,0.03347348546025249
92,0.92,0.03347348546025249
93,0.93,0.03347348546025249
94,0.9400000000000001,0.03347348546025249
95,0.9500000000000001,0.03347348546025249
96,0.96,0.03347348546025249
97,0.97,0.03347348546025249
98,0.98,0.03347348546025249
99,0.99,0.03347348546025249
100,1.0,0.03421806270723731
