,cdf,Number of Total Tokens
0,0.0,1108.7647502177647
1,0.01,1108.7647502177647
2,0.02,1108.7647502177647
3,0.03,1108.7647502177647
4,0.04,1108.7647502177647
5,0.05,1108.7647502177647
6,0.06,1108.7647502177647
7,0.07,1108.7647502177647
8,0.08,1108.7647502177647
9,0.09,1108.7647502177647
10,0.1,1108.7647502177647
11,0.11,1108.7647502177647
12,0.12,1108.7647502177647
13,0.13,1108.7647502177647
14,0.14,1108.7647502177647
15,0.15,1108.7647502177647
16,0.16,1108.7647502177647
17,0.17,1108.7647502177647
18,0.18,1108.7647502177647
19,0.19,1108.7647502177647
20,0.2,1108.7647502177647
21,0.21,1108.7647502177647
22,0.22,1108.7647502177647
23,0.23,1108.7647502177647
24,0.24,1108.7647502177647
25,0.25,1108.7647502177647
26,0.26,1108.7647502177647
27,0.27,1108.7647502177647
28,0.28,1108.7647502177647
29,0.29,1108.7647502177647
30,0.3,1108.7647502177647
31,0.31,1108.7647502177647
32,0.32,1108.7647502177647
33,0.33,1108.7647502177647
34,0.34,1108.7647502177647
35,0.35000000000000003,1108.7647502177647
36,0.36,1108.7647502177647
37,0.37,1108.7647502177647
38,0.38,1108.7647502177647
39,0.39,1108.7647502177647
40,0.4,1108.7647502177647
41,0.41000000000000003,1108.7647502177647
42,0.42,1108.7647502177647
43,0.43,1108.7647502177647
44,0.44,1108.7647502177647
45,0.45,1108.7647502177647
46,0.46,1108.7647502177647
47,0.47000000000000003,1108.7647502177647
48,0.48,1108.7647502177647
49,0.49,1108.7647502177647
50,0.5,1108.7647502177647
51,0.51,1108.7647502177647
52,0.52,1108.7647502177647
53,0.53,1108.7647502177647
54,0.54,1108.7647502177647
55,0.55,1108.7647502177647
56,0.56,1108.7647502177647
57,0.5700000000000001,1108.7647502177647
58,0.58,1108.7647502177647
59,0.59,1108.7647502177647
60,0.6,1108.7647502177647
61,0.61,1108.7647502177647
62,0.62,1108.7647502177647
63,0.63,1108.7647502177647
64,0.64,1108.7647502177647
65,0.65,1108.7647502177647
66,0.66,1108.7647502177647
67,0.67,1108.7647502177647
68,0.68,1108.7647502177647
69,0.6900000000000001,1108.7647502177647
70,0.7000000000000001,1108.7647502177647
71,0.71,1108.7647502177647
72,0.72,1108.7647502177647
73,0.73,1108.7647502177647
74,0.74,1108.7647502177647
75,0.75,1108.7647502177647
76,0.76,1108.7647502177647
77,0.77,1108.7647502177647
78,0.78,1108.7647502177647
79,0.79,1108.7647502177647
80,0.8,1108.7647502177647
81,0.81,1108.7647502177647
82,0.8200000000000001,1108.7647502177647
83,0.8300000000000001,1108.7647502177647
84,0.84,1108.7647502177647
85,0.85,1108.7647502177647
86,0.86,1108.7647502177647
87,0.87,1108.7647502177647
88,0.88,1108.7647502177647
89,0.89,1108.7647502177647
90,0.9,1108.7647502177647
91,0.91,1108.7647502177647
92,0.92,1108.7647502177647
93,0.93,1108.7647502177647
94,0.9400000000000001,1108.7647502177647
95,0.9500000000000001,1108.7647502177647
96,0.96,1108.7647502177647
97,0.97,1108.7647502177647
98,0.98,1108.7647502177647
99,0.99,1108.7647502177647
100,1.0,1108.7647502177647
