,cdf,Number of Output Tokens
0,0.0,533.2559914437788
1,0.01,533.2559914437788
2,0.02,533.2559914437788
3,0.03,533.2559914437788
4,0.04,533.2559914437788
5,0.05,533.2559914437788
6,0.06,533.2559914437788
7,0.07,533.2559914437788
8,0.08,533.2559914437788
9,0.09,533.2559914437788
10,0.1,533.2559914437788
11,0.11,533.2559914437788
12,0.12,533.2559914437788
13,0.13,533.2559914437788
14,0.14,533.2559914437788
15,0.15,533.2559914437788
16,0.16,533.2559914437788
17,0.17,533.2559914437788
18,0.18,533.2559914437788
19,0.19,533.2559914437788
20,0.2,533.2559914437788
21,0.21,533.2559914437788
22,0.22,533.2559914437788
23,0.23,533.2559914437788
24,0.24,533.2559914437788
25,0.25,533.2559914437788
26,0.26,533.2559914437788
27,0.27,533.2559914437788
28,0.28,533.2559914437788
29,0.29,533.2559914437788
30,0.3,533.2559914437788
31,0.31,533.2559914437788
32,0.32,533.2559914437788
33,0.33,533.2559914437788
34,0.34,533.2559914437788
35,0.35000000000000003,533.2559914437788
36,0.36,533.2559914437788
37,0.37,533.2559914437788
38,0.38,533.2559914437788
39,0.39,533.2559914437788
40,0.4,533.2559914437788
41,0.41000000000000003,533.2559914437788
42,0.42,533.2559914437788
43,0.43,533.2559914437788
44,0.44,533.2559914437788
45,0.45,533.2559914437788
46,0.46,533.2559914437788
47,0.47000000000000003,533.2559914437788
48,0.48,533.2559914437788
49,0.49,533.2559914437788
50,0.5,533.2559914437788
51,0.51,533.2559914437788
52,0.52,533.2559914437788
53,0.53,533.2559914437788
54,0.54,533.2559914437788
55,0.55,533.2559914437788
56,0.56,533.2559914437788
57,0.5700000000000001,533.2559914437788
58,0.58,533.2559914437788
59,0.59,533.2559914437788
60,0.6,533.2559914437788
61,0.61,533.2559914437788
62,0.62,533.2559914437788
63,0.63,533.2559914437788
64,0.64,533.2559914437788
65,0.65,533.2559914437788
66,0.66,533.2559914437788
67,0.67,533.2559914437788
68,0.68,533.2559914437788
69,0.6900000000000001,533.2559914437788
70,0.7000000000000001,533.2559914437788
71,0.71,533.2559914437788
72,0.72,533.2559914437788
73,0.73,533.2559914437788
74,0.74,533.2559914437788
75,0.75,533.2559914437788
76,0.76,533.2559914437788
77,0.77,533.2559914437788
78,0.78,533.2559914437788
79,0.79,533.2559914437788
80,0.8,533.2559914437788
81,0.81,533.2559914437788
82,0.8200000000000001,533.2559914437788
83,0.8300000000000001,533.2559914437788
84,0.84,533.2559914437788
85,0.85,533.2559914437788
86,0.86,533.2559914437788
87,0.87,533.2559914437788
88,0.88,533.2559914437788
89,0.89,533.2559914437788
90,0.9,533.2559914437788
91,0.91,533.2559914437788
92,0.92,533.2559914437788
93,0.93,533.2559914437788
94,0.9400000000000001,533.2559914437788
95,0.9500000000000001,533.2559914437788
96,0.96,533.2559914437788
97,0.97,533.2559914437788
98,0.98,533.2559914437788
99,0.99,533.2559914437788
100,1.0,533.2559914437788
