,cdf,Number of Total Tokens
0,0.0,8716.756828061254
1,0.01,8716.756828061254
2,0.02,8716.756828061254
3,0.03,8716.756828061254
4,0.04,8716.756828061254
5,0.05,8716.756828061254
6,0.06,8716.756828061254
7,0.07,8716.756828061254
8,0.08,8716.756828061254
9,0.09,8716.756828061254
10,0.1,8716.756828061254
11,0.11,8716.756828061254
12,0.12,8716.756828061254
13,0.13,8716.756828061254
14,0.14,8716.756828061254
15,0.15,8716.756828061254
16,0.16,8716.756828061254
17,0.17,8716.756828061254
18,0.18,8716.756828061254
19,0.19,8716.756828061254
20,0.2,8716.756828061254
21,0.21,8716.756828061254
22,0.22,8716.756828061254
23,0.23,8716.756828061254
24,0.24,8716.756828061254
25,0.25,8716.756828061254
26,0.26,8716.756828061254
27,0.27,8716.756828061254
28,0.28,8716.756828061254
29,0.29,8716.756828061254
30,0.3,8716.756828061254
31,0.31,8716.756828061254
32,0.32,8716.756828061254
33,0.33,8716.756828061254
34,0.34,8716.756828061254
35,0.35000000000000003,8716.756828061254
36,0.36,8716.756828061254
37,0.37,8716.756828061254
38,0.38,8716.756828061254
39,0.39,8716.756828061254
40,0.4,8716.756828061254
41,0.41000000000000003,8716.756828061254
42,0.42,8716.756828061254
43,0.43,8716.756828061254
44,0.44,8716.756828061254
45,0.45,8716.756828061254
46,0.46,8716.756828061254
47,0.47000000000000003,8716.756828061254
48,0.48,8716.756828061254
49,0.49,8716.756828061254
50,0.5,8716.756828061254
51,0.51,8716.756828061254
52,0.52,8716.756828061254
53,0.53,8716.756828061254
54,0.54,8716.756828061254
55,0.55,8716.756828061254
56,0.56,8716.756828061254
57,0.5700000000000001,8716.756828061254
58,0.58,8716.756828061254
59,0.59,8716.756828061254
60,0.6,8716.756828061254
61,0.61,8716.756828061254
62,0.62,8716.756828061254
63,0.63,8716.756828061254
64,0.64,8716.756828061254
65,0.65,8716.756828061254
66,0.66,8716.756828061254
67,0.67,8716.756828061254
68,0.68,8716.756828061254
69,0.6900000000000001,8716.756828061254
70,0.7000000000000001,8716.756828061254
71,0.71,8716.756828061254
72,0.72,8716.756828061254
73,0.73,8716.756828061254
74,0.74,8716.756828061254
75,0.75,8716.756828061254
76,0.76,8716.756828061254
77,0.77,8716.756828061254
78,0.78,8716.756828061254
79,0.79,8716.756828061254
80,0.8,8716.756828061254
81,0.81,8716.756828061254
82,0.8200000000000001,8716.756828061254
83,0.8300000000000001,8716.756828061254
84,0.84,8716.756828061254
85,0.85,8716.756828061254
86,0.86,8716.756828061254
87,0.87,8716.756828061254
88,0.88,8716.756828061254
89,0.89,8716.756828061254
90,0.9,8716.756828061254
91,0.91,8716.756828061254
92,0.92,8716.756828061254
93,0.93,8716.756828061254
94,0.9400000000000001,8716.756828061254
95,0.9500000000000001,8716.756828061254
96,0.96,8716.756828061254
97,0.97,8716.756828061254
98,0.98,8716.756828061254
99,0.99,8716.756828061254
100,1.0,8716.756828061254
