,cdf,End to End Latency
0,0.0,19.394712712560388
1,0.01,19.394712712560388
2,0.02,19.394712712560388
3,0.03,19.394712712560388
4,0.04,19.394712712560388
5,0.05,19.394712712560388
6,0.06,19.394712712560388
7,0.07,19.668148365147022
8,0.08,19.668148365147022
9,0.09,19.668148365147022
10,0.1,19.668148365147022
11,0.11,19.668148365147022
12,0.12,19.668148365147022
13,0.13,19.668148365147022
14,0.14,20.025380599686507
15,0.15,20.025380599686507
16,0.16,20.025380599686507
17,0.17,20.025380599686507
18,0.18,20.025380599686507
19,0.19,20.025380599686507
20,0.2,20.06547145173793
21,0.21,20.06547145173793
22,0.22,20.06547145173793
23,0.23,20.06547145173793
24,0.24,20.06547145173793
25,0.25,20.06547145173793
26,0.26,20.06547145173793
27,0.27,20.47082099980388
28,0.28,20.47082099980388
29,0.29,20.47082099980388
30,0.3,20.47082099980388
31,0.31,20.47082099980388
32,0.32,20.47082099980388
33,0.33,20.47082099980388
34,0.34,20.884359154676908
35,0.35000000000000003,20.884359154676908
36,0.36,20.884359154676908
37,0.37,20.884359154676908
38,0.38,20.884359154676908
39,0.39,20.884359154676908
40,0.4,20.9261696835151
41,0.41000000000000003,20.9261696835151
42,0.42,20.9261696835151
43,0.43,20.9261696835151
44,0.44,20.9261696835151
45,0.45,20.9261696835151
46,0.46,20.9261696835151
47,0.47000000000000003,21.263681404501444
48,0.48,21.263681404501444
49,0.49,21.263681404501444
50,0.5,21.263681404501444
51,0.51,21.263681404501444
52,0.52,21.263681404501444
53,0.53,21.263681404501444
54,0.54,21.73666631011355
55,0.55,21.73666631011355
56,0.56,21.73666631011355
57,0.5700000000000001,21.73666631011355
58,0.58,21.73666631011355
59,0.59,21.73666631011355
60,0.6,21.99907771279114
61,0.61,21.99907771279114
62,0.62,21.99907771279114
63,0.63,21.99907771279114
64,0.64,21.99907771279114
65,0.65,21.99907771279114
66,0.66,21.99907771279114
67,0.67,22.22017219356959
68,0.68,22.22017219356959
69,0.6900000000000001,22.22017219356959
70,0.7000000000000001,22.22017219356959
71,0.71,22.22017219356959
72,0.72,22.22017219356959
73,0.73,22.22017219356959
74,0.74,22.443488711565614
75,0.75,22.443488711565614
76,0.76,22.443488711565614
77,0.77,22.443488711565614
78,0.78,22.443488711565614
79,0.79,22.443488711565614
80,0.8,22.66904959863203
81,0.81,22.66904959863203
82,0.8200000000000001,22.66904959863203
83,0.8300000000000001,22.66904959863203
84,0.84,22.66904959863203
85,0.85,22.66904959863203
86,0.86,22.66904959863203
87,0.87,22.89687741106054
88,0.88,22.89687741106054
89,0.89,22.89687741106054
90,0.9,22.89687741106054
91,0.91,22.89687741106054
92,0.92,22.89687741106054
93,0.93,22.89687741106054
94,0.9400000000000001,23.080787149755857
95,0.9500000000000001,23.080787149755857
96,0.96,23.080787149755857
97,0.97,23.080787149755857
98,0.98,23.080787149755857
99,0.99,23.080787149755857
100,1.0,23.173295221991282
