,cdf,Number of Total Tokens
0,0.0,565.0993816105905
1,0.01,565.0993816105905
2,0.02,565.0993816105905
3,0.03,565.0993816105905
4,0.04,565.0993816105905
5,0.05,565.0993816105905
6,0.06,565.0993816105905
7,0.07,565.0993816105905
8,0.08,565.0993816105905
9,0.09,565.0993816105905
10,0.1,565.0993816105905
11,0.11,565.0993816105905
12,0.12,565.0993816105905
13,0.13,565.0993816105905
14,0.14,565.0993816105905
15,0.15,565.0993816105905
16,0.16,565.0993816105905
17,0.17,565.0993816105905
18,0.18,565.0993816105905
19,0.19,565.0993816105905
20,0.2,565.0993816105905
21,0.21,565.0993816105905
22,0.22,565.0993816105905
23,0.23,565.0993816105905
24,0.24,565.0993816105905
25,0.25,565.0993816105905
26,0.26,565.0993816105905
27,0.27,565.0993816105905
28,0.28,565.0993816105905
29,0.29,565.0993816105905
30,0.3,565.0993816105905
31,0.31,565.0993816105905
32,0.32,565.0993816105905
33,0.33,565.0993816105905
34,0.34,565.0993816105905
35,0.35000000000000003,565.0993816105905
36,0.36,565.0993816105905
37,0.37,565.0993816105905
38,0.38,565.0993816105905
39,0.39,565.0993816105905
40,0.4,565.0993816105905
41,0.41000000000000003,565.0993816105905
42,0.42,565.0993816105905
43,0.43,565.0993816105905
44,0.44,565.0993816105905
45,0.45,565.0993816105905
46,0.46,565.0993816105905
47,0.47000000000000003,565.0993816105905
48,0.48,565.0993816105905
49,0.49,565.0993816105905
50,0.5,565.0993816105905
51,0.51,565.0993816105905
52,0.52,565.0993816105905
53,0.53,565.0993816105905
54,0.54,565.0993816105905
55,0.55,565.0993816105905
56,0.56,565.0993816105905
57,0.5700000000000001,565.0993816105905
58,0.58,565.0993816105905
59,0.59,565.0993816105905
60,0.6,565.0993816105905
61,0.61,565.0993816105905
62,0.62,565.0993816105905
63,0.63,565.0993816105905
64,0.64,565.0993816105905
65,0.65,565.0993816105905
66,0.66,565.0993816105905
67,0.67,565.0993816105905
68,0.68,565.0993816105905
69,0.6900000000000001,565.0993816105905
70,0.7000000000000001,565.0993816105905
71,0.71,565.0993816105905
72,0.72,565.0993816105905
73,0.73,565.0993816105905
74,0.74,565.0993816105905
75,0.75,565.0993816105905
76,0.76,565.0993816105905
77,0.77,565.0993816105905
78,0.78,565.0993816105905
79,0.79,565.0993816105905
80,0.8,565.0993816105905
81,0.81,565.0993816105905
82,0.8200000000000001,565.0993816105905
83,0.8300000000000001,565.0993816105905
84,0.84,565.0993816105905
85,0.85,565.0993816105905
86,0.86,565.0993816105905
87,0.87,565.0993816105905
88,0.88,565.0993816105905
89,0.89,565.0993816105905
90,0.9,565.0993816105905
91,0.91,565.0993816105905
92,0.92,565.0993816105905
93,0.93,565.0993816105905
94,0.9400000000000001,565.0993816105905
95,0.9500000000000001,565.0993816105905
96,0.96,565.0993816105905
97,0.97,565.0993816105905
98,0.98,565.0993816105905
99,0.99,565.0993816105905
100,1.0,565.0993816105905
