Number of Prompt Tokens (Mean),Number of Prompt Tokens (P50),Number of Prompt Tokens (P90),Number of Prompt Tokens (P99)
512.00000,512.34672,512.34672,512.34672
53.00000,53.03759,53.03759,53.03759
565.00000,565.09938,565.09938,565.09938
0.01616,0.01613,0.01882,0.01935
0.33988,0.33254,0.55267,0.59750
0.01616,0.01329,0.03976,0.04213
1.17997,1.17234,1.24982,1.26491
0.02226,0.02208,0.02359,0.02387
45.01080,44.74594,47.13429,47.89451
0.09049,0.08777,0.16122,0.16122
0.05715,0.04684,0.09081,0.09976
