,cdf,Number of Total Tokens
0,0.0,549.4960596360836
1,0.01,549.4960596360836
2,0.02,549.4960596360836
3,0.03,549.4960596360836
4,0.04,549.4960596360836
5,0.05,549.4960596360836
6,0.06,549.4960596360836
7,0.07,549.4960596360836
8,0.08,549.4960596360836
9,0.09,549.4960596360836
10,0.1,549.4960596360836
11,0.11,549.4960596360836
12,0.12,549.4960596360836
13,0.13,549.4960596360836
14,0.14,549.4960596360836
15,0.15,549.4960596360836
16,0.16,549.4960596360836
17,0.17,549.4960596360836
18,0.18,549.4960596360836
19,0.19,549.4960596360836
20,0.2,549.4960596360836
21,0.21,549.4960596360836
22,0.22,549.4960596360836
23,0.23,549.4960596360836
24,0.24,549.4960596360836
25,0.25,549.4960596360836
26,0.26,549.4960596360836
27,0.27,549.4960596360836
28,0.28,549.4960596360836
29,0.29,549.4960596360836
30,0.3,549.4960596360836
31,0.31,549.4960596360836
32,0.32,549.4960596360836
33,0.33,549.4960596360836
34,0.34,549.4960596360836
35,0.35000000000000003,549.4960596360836
36,0.36,549.4960596360836
37,0.37,549.4960596360836
38,0.38,549.4960596360836
39,0.39,549.4960596360836
40,0.4,549.4960596360836
41,0.41000000000000003,549.4960596360836
42,0.42,549.4960596360836
43,0.43,549.4960596360836
44,0.44,549.4960596360836
45,0.45,549.4960596360836
46,0.46,549.4960596360836
47,0.47000000000000003,549.4960596360836
48,0.48,549.4960596360836
49,0.49,549.4960596360836
50,0.5,549.4960596360836
51,0.51,549.4960596360836
52,0.52,549.4960596360836
53,0.53,549.4960596360836
54,0.54,549.4960596360836
55,0.55,549.4960596360836
56,0.56,549.4960596360836
57,0.5700000000000001,549.4960596360836
58,0.58,549.4960596360836
59,0.59,549.4960596360836
60,0.6,549.4960596360836
61,0.61,549.4960596360836
62,0.62,549.4960596360836
63,0.63,549.4960596360836
64,0.64,549.4960596360836
65,0.65,549.4960596360836
66,0.66,549.4960596360836
67,0.67,549.4960596360836
68,0.68,549.4960596360836
69,0.6900000000000001,549.4960596360836
70,0.7000000000000001,549.4960596360836
71,0.71,549.4960596360836
72,0.72,549.4960596360836
73,0.73,549.4960596360836
74,0.74,549.4960596360836
75,0.75,549.4960596360836
76,0.76,549.4960596360836
77,0.77,549.4960596360836
78,0.78,549.4960596360836
79,0.79,549.4960596360836
80,0.8,549.4960596360836
81,0.81,549.4960596360836
82,0.8200000000000001,549.4960596360836
83,0.8300000000000001,549.4960596360836
84,0.84,549.4960596360836
85,0.85,549.4960596360836
86,0.86,549.4960596360836
87,0.87,549.4960596360836
88,0.88,549.4960596360836
89,0.89,549.4960596360836
90,0.9,549.4960596360836
91,0.91,549.4960596360836
92,0.92,549.4960596360836
93,0.93,549.4960596360836
94,0.9400000000000001,549.4960596360836
95,0.9500000000000001,549.4960596360836
96,0.96,549.4960596360836
97,0.97,549.4960596360836
98,0.98,549.4960596360836
99,0.99,549.4960596360836
100,1.0,549.4960596360836
