,cdf,Number of Output Tokens
0,0.0,37.003063394656856
1,0.01,37.003063394656856
2,0.02,37.003063394656856
3,0.03,37.003063394656856
4,0.04,37.003063394656856
5,0.05,37.003063394656856
6,0.06,37.003063394656856
7,0.07,37.003063394656856
8,0.08,37.003063394656856
9,0.09,37.003063394656856
10,0.1,37.003063394656856
11,0.11,37.003063394656856
12,0.12,37.003063394656856
13,0.13,37.003063394656856
14,0.14,37.003063394656856
15,0.15,37.003063394656856
16,0.16,37.003063394656856
17,0.17,37.003063394656856
18,0.18,37.003063394656856
19,0.19,37.003063394656856
20,0.2,37.003063394656856
21,0.21,37.003063394656856
22,0.22,37.003063394656856
23,0.23,37.003063394656856
24,0.24,37.003063394656856
25,0.25,37.003063394656856
26,0.26,37.003063394656856
27,0.27,37.003063394656856
28,0.28,37.003063394656856
29,0.29,37.003063394656856
30,0.3,37.003063394656856
31,0.31,37.003063394656856
32,0.32,37.003063394656856
33,0.33,37.003063394656856
34,0.34,37.003063394656856
35,0.35000000000000003,37.003063394656856
36,0.36,37.003063394656856
37,0.37,37.003063394656856
38,0.38,37.003063394656856
39,0.39,37.003063394656856
40,0.4,37.003063394656856
41,0.41000000000000003,37.003063394656856
42,0.42,37.003063394656856
43,0.43,37.003063394656856
44,0.44,37.003063394656856
45,0.45,37.003063394656856
46,0.46,37.003063394656856
47,0.47000000000000003,37.003063394656856
48,0.48,37.003063394656856
49,0.49,37.003063394656856
50,0.5,37.003063394656856
51,0.51,37.003063394656856
52,0.52,37.003063394656856
53,0.53,37.003063394656856
54,0.54,37.003063394656856
55,0.55,37.003063394656856
56,0.56,37.003063394656856
57,0.5700000000000001,37.003063394656856
58,0.58,37.003063394656856
59,0.59,37.003063394656856
60,0.6,37.003063394656856
61,0.61,37.003063394656856
62,0.62,37.003063394656856
63,0.63,37.003063394656856
64,0.64,37.003063394656856
65,0.65,37.003063394656856
66,0.66,37.003063394656856
67,0.67,37.003063394656856
68,0.68,37.003063394656856
69,0.6900000000000001,37.003063394656856
70,0.7000000000000001,37.003063394656856
71,0.71,37.003063394656856
72,0.72,37.003063394656856
73,0.73,37.003063394656856
74,0.74,37.003063394656856
75,0.75,37.003063394656856
76,0.76,37.003063394656856
77,0.77,37.003063394656856
78,0.78,37.003063394656856
79,0.79,37.003063394656856
80,0.8,37.003063394656856
81,0.81,37.003063394656856
82,0.8200000000000001,37.003063394656856
83,0.8300000000000001,37.003063394656856
84,0.84,37.003063394656856
85,0.85,37.003063394656856
86,0.86,37.003063394656856
87,0.87,37.003063394656856
88,0.88,37.003063394656856
89,0.89,37.003063394656856
90,0.9,37.003063394656856
91,0.91,37.003063394656856
92,0.92,37.003063394656856
93,0.93,37.003063394656856
94,0.9400000000000001,37.003063394656856
95,0.9500000000000001,37.003063394656856
96,0.96,37.003063394656856
97,0.97,37.003063394656856
98,0.98,37.003063394656856
99,0.99,37.003063394656856
100,1.0,37.003063394656856
