prefill_e2e_time_normalized,cdf
8.415874617639929e-06,0.001669449081803005
9.068606232176535e-06,0.00333889816360601
1.7073341950890608e-05,0.005008347245409015
2.3100334146874957e-05,0.00667779632721202
2.9783626814605668e-05,0.008347245409015025
2.9838223781553097e-05,0.01001669449081803
3.32929557771422e-05,0.011686143572621035
3.584530350053683e-05,0.01335559265442404
4.264908784534782e-05,0.015025041736227046
6.348024180624634e-05,0.01669449081803005
6.63639439153485e-05,0.018363939899833055
6.812455103499815e-05,0.02003338898163606
6.95664421073161e-05,0.021702838063439065
7.786391506670043e-05,0.02337228714524207
7.808944792486727e-05,0.025041736227045076
7.877979805925861e-05,0.02671118530884808
8.008931035874411e-05,0.028380634390651086
8.049688040046021e-05,0.03005008347245409
8.209653606172651e-05,0.03171953255425709
8.256595174316317e-05,0.0333889816360601
8.890302706276998e-05,0.035058430717863104
8.89883449417539e-05,0.03672787979966611
9.042806777870283e-05,0.038397328881469114
9.087815851671621e-05,0.04006677796327212
9.220237552653998e-05,0.041736227045075125
9.231884905602783e-05,0.04340567612687813
9.478386346017942e-05,0.045075125208681135
9.650450374465436e-05,0.04674457429048414
9.734745981404558e-05,0.048414023372287146
9.748793672770262e-05,0.05008347245409015
9.766090079210699e-05,0.05175292153589316
9.80851473286748e-05,0.05342237061769616
9.871083602774888e-05,0.05509181969949917
9.914783731801435e-05,0.05676126878130217
9.917526040226221e-05,0.05843071786310518
9.975584544008598e-05,0.06010016694490818
9.976595902116969e-05,0.06176961602671119
0.00010027426469605416,0.06343906510851419
0.00010027657845057547,0.0651085141903172
0.00010106409172294661,0.0667779632721202
0.00010273202497046441,0.06844741235392321
0.00010289117199135944,0.07011686143572621
0.00010336959530832246,0.07178631051752922
0.00010350002412451431,0.07345575959933222
0.00010444428335176781,0.07512520868113523
0.000104497630672995,0.07679465776293823
0.00010450780246173963,0.07846410684474124
0.00010614500206429511,0.08013355592654424
0.0001061741349985823,0.08180300500834725
0.00010671202471712604,0.08347245409015025
0.0001071993465302512,0.08514190317195326
0.00010728096822276711,0.08681135225375626
0.00010808991646626964,0.08848080133555926
0.00010821446630870923,0.09015025041736227
0.0001092197053367272,0.09181969949916527
0.0001115536579163745,0.09348914858096828
0.0001135831989813596,0.09515859766277128
0.00011399998038541526,0.09682804674457429
0.00011487106530694291,0.09849749582637729
0.00011492882913444191,0.1001669449081803
0.00011705322685884312,0.1018363939899833
0.0001171003095805645,0.10350584307178631
0.0001174875651486218,0.10517529215358931
0.00011749480472644791,0.10684474123539232
0.00011819229257525876,0.10851419031719532
0.00011828004790004343,0.11018363939899833
0.00011945668666157871,0.11185308848080133
0.00011968569742748514,0.11352253756260434
0.000121224598842673,0.11519198664440734
0.00012125109788030386,0.11686143572621036
0.00012134505959693342,0.11853088480801335
0.00012146463996032253,0.12020033388981637
0.00012179209443274885,0.12186978297161936
0.00012209199485369027,0.12353923205342238
0.00012244642130099237,0.12520868113522537
0.00012413752847351134,0.12687813021702837
0.0001241504942299798,0.1285475792988314
0.00012421654537320137,0.1302170283806344
0.00012537336442619562,0.1318864774624374
0.00012588359822984785,0.1335559265442404
0.0001267667830688879,0.1352253756260434
0.0001267806946998462,0.13689482470784642
0.00012691748270299286,0.13856427378964942
0.00012692264863289893,0.14023372287145242
0.00012709891598206013,0.1419031719532554
0.00012754726049024612,0.14357262103505844
0.00012798878015019,0.14524207011686144
0.00012828122999053448,0.14691151919866444
0.00012877491826657206,0.14858096828046743
0.000129150299471803,0.15025041736227046
0.000129696010844782,0.15191986644407346
0.00012971815885975957,0.15358931552587646
0.00012983371561858803,0.15525876460767946
0.00013035282609052956,0.15692821368948248
0.00013051294081378728,0.15859766277128548
0.00013069692067801952,0.16026711185308848
0.00013070966815575957,0.16193656093489148
0.00013092500739730895,0.1636060100166945
0.0001314151450060308,0.1652754590984975
0.0001319604052696377,0.1669449081803005
0.0001328765065409243,0.1686143572621035
0.0001333557884208858,0.17028380634390652
0.00013386709906626493,0.17195325542570952
0.000134170928504318,0.17362270450751252
0.00013456832675728947,0.17529215358931552
0.0001350653765257448,0.17696160267111852
0.0001353627594653517,0.17863105175292154
0.00013558435603044927,0.18030050083472454
0.00013564134133048356,0.18196994991652754
0.00013664555444847792,0.18363939899833054
0.00013711086648982018,0.18530884808013356
0.00013726178440265357,0.18697829716193656
0.00013730264618061483,0.18864774624373956
0.00013756674889009446,0.19031719532554256
0.00013770883379038423,0.19198664440734559
0.00013807938375975937,0.19365609348914858
0.00013834392302669585,0.19532554257095158
0.00013860508624929935,0.19699499165275458
0.00013878718891646713,0.1986644407345576
0.0001390216057188809,0.2003338898163606
0.00013967281847726554,0.2020033388981636
0.00014165928587317467,0.2036727879799666
0.00014178873971104622,0.20534223706176963
0.00014190537331160158,0.20701168614357263
0.0001423445501131937,0.20868113522537562
0.0001437314203940332,0.21035058430717862
0.00014373463636729866,0.21202003338898165
0.0001444474619347602,0.21368948247078465
0.0001460976927774027,0.21535893155258765
0.00014692429977003485,0.21702838063439064
0.00014695040590595454,0.21869782971619364
0.00014857188216410577,0.22036727879799667
0.00014915174688212574,0.22203672787979967
0.00014959221880417317,0.22370617696160267
0.0001497420307714492,0.22537562604340566
0.00014979475236032158,0.2270450751252087
0.00015010012430138886,0.2287145242070117
0.00015117113071028143,0.2303839732888147
0.00015221395005937666,0.23205342237061768
0.00015249582065735012,0.2337228714524207
0.000153176806634292,0.2353923205342237
0.00015344070561695844,0.2370617696160267
0.0001554286718601361,0.2387312186978297
0.00015579191676806659,0.24040066777963273
0.00015626612002961338,0.24207011686143573
0.00015650269051548094,0.24373956594323873
0.00015665411774534732,0.24540901502504173
0.00015785553841851652,0.24707846410684475
0.00015812130004633218,0.24874791318864775
0.0001583879056852311,0.25041736227045075
0.00015914338291622698,0.25208681135225375
0.00015948311192914844,0.25375626043405675
0.0001595645007910207,0.25542570951585974
0.0001597471273271367,0.2570951585976628
0.0001606991863809526,0.2587646076794658
0.00016119820065796375,0.2604340567612688
0.00016122526722028852,0.2621035058430718
0.00016172365576494485,0.2637729549248748
0.0001632769126445055,0.2654424040066778
0.00016351423982996494,0.2671118530884808
0.00016433509881608188,0.2687813021702838
0.00016443264030385762,0.2704507512520868
0.000164640587172471,0.27212020033388984
0.0001650378981139511,0.27378964941569284
0.00016729648632463068,0.27545909849749584
0.00016744923777878284,0.27712854757929883
0.0001679514825809747,0.27879799666110183
0.00016840298485476524,0.28046744574290483
0.00016882935597095639,0.28213689482470783
0.00016956415493041277,0.2838063439065108
0.00017024623230099678,0.2854757929883139
0.0001705792819848284,0.2871452420701169
0.00017101570847444236,0.2888146911519199
0.00017153663793578744,0.2904841402337229
0.0001729784271446988,0.2921535893155259
0.00017403278616257012,0.2938230383973289
0.00017442068201489747,0.29549248747913187
0.00017535456572659314,0.29716193656093487
0.0001760237355483696,0.2988313856427379
0.00017655790725257248,0.3005008347245409
0.00017657586431596428,0.3021702838063439
0.00017713919805828482,0.3038397328881469
0.00017794096493162215,0.3055091819699499
0.00017826691328082234,0.3071786310517529
0.00017953691713046283,0.3088480801335559
0.00018026400357484818,0.3105175292153589
0.00018266256665810943,0.3121869782971619
0.00018385016301181167,0.31385642737896496
0.00018394329526927322,0.31552587646076796
0.0001867620594566688,0.31719532554257096
0.00018878586706705391,0.31886477462437396
0.0001899313210742548,0.32053422370617696
0.0001909070269903168,0.32220367278797996
0.00019213960331398994,0.32387312186978295
0.00019302760483697057,0.32554257095158595
0.00019348355999682099,0.327212020033389
0.00019662077829707414,0.328881469115192
0.0001980691886274144,0.330550918196995
0.00019997642084490508,0.332220367278798
0.00020254618721082807,0.333889816360601
0.00020322359341662377,0.335559265442404
0.00020369583216961473,0.337228714524207
0.00020392236183397472,0.33889816360601
0.00020563897851388901,0.34056761268781305
0.00020651904924307019,0.34223706176961605
0.00021011027274653316,0.34390651085141904
0.00021239886700641364,0.34557595993322204
0.0002129045460605994,0.34724540901502504
0.00021331211610231549,0.34891485809682804
0.0002147234627045691,0.35058430717863104
0.00021516501146834344,0.35225375626043404
0.00021651352290064096,0.35392320534223703
0.00021745097183156759,0.3555926544240401
0.00021802504488732666,0.3572621035058431
0.00021862430730834603,0.3589315525876461
0.0002196811983594671,0.3606010016694491
0.00022159559011925012,0.3622704507512521
0.00022247343440540135,0.3639398998330551
0.00022582983365282416,0.3656093489148581
0.00022759528656024486,0.3672787979966611
0.00023063475964590907,0.36894824707846413
0.00023176796094048768,0.37061769616026713
0.00023275654530152678,0.3722871452420701
0.0002345288376091048,0.3739565943238731
0.00023748358944430947,0.3756260434056761
0.00024204484361689538,0.3772954924874791
0.0002451298641972244,0.3789649415692821
0.0002453544002491981,0.3806343906510851
0.0002521399292163551,0.3823038397328882
0.00025278623797930777,0.38397328881469117
0.00025504943914711475,0.38564273789649417
0.00025959438062272966,0.38731218697829717
0.00026182111469097435,0.38898163606010017
0.00026197670376859605,0.39065108514190316
0.00026286582578904927,0.39232053422370616
0.0002629270311444998,0.39398998330550916
0.0002642474719323218,0.39565943238731216
0.00026498775696381927,0.3973288814691152
0.00026652144151739776,0.3989983305509182
0.00026693768450058997,0.4006677796327212
0.0002761547511909157,0.4023372287145242
0.00027784606209024787,0.4040066777963272
0.00027849129401147366,0.4056761268781302
0.0002827943244483322,0.4073455759599332
0.00028310713241808116,0.4090150250417362
0.00028466846561059356,0.41068447412353926
0.0002847014693543315,0.41235392320534225
0.000285036105196923,0.41402337228714525
0.0002943329745903611,0.41569282136894825
0.0002947739267256111,0.41736227045075125
0.00029956400976516306,0.41903171953255425
0.0003027704660780728,0.42070116861435725
0.00030727815465070307,0.42237061769616024
0.0003097720618825406,0.4240400667779633
0.0003102820774074644,0.4257095158597663
0.0003163481887895614,0.4273789649415693
0.0003164546506013721,0.4290484140233723
0.00031818714342080057,0.4307178631051753
0.0003233636962249875,0.4323873121869783
0.0003247150161769241,0.4340567612687813
0.0003268676227889955,0.4357262103505843
0.00032953452318906784,0.4373956594323873
0.0003320448740851134,0.43906510851419034
0.00033591780811548233,0.44073455759599334
0.0003359565744176507,0.44240400667779634
0.0003368702018633485,0.44407345575959933
0.0003369199694134295,0.44574290484140233
0.00034041356411762536,0.44741235392320533
0.0003408925549592823,0.44908180300500833
0.00034746964229270816,0.4507512520868113
0.0003475988341961056,0.4524207011686144
0.0003531280963215977,0.4540901502504174
0.00035632229992188513,0.4557595993322204
0.00035917956847697496,0.4574290484140234
0.00036868039751425385,0.4590984974958264
0.0003784646687563509,0.4607679465776294
0.0003833995433524251,0.46243739565943237
0.0003840518184006214,0.46410684474123537
0.0003850088978651911,0.4657762938230384
0.0003864493337459862,0.4674457429048414
0.0003896947018802166,0.4691151919866444
0.0003903485194314271,0.4707846410684474
0.00039760617073625326,0.4724540901502504
0.00039829075103625655,0.4741235392320534
0.00040411169175058603,0.4757929883138564
