COUNT,Count,Percentage
2806.9280000000003,329,54.924874791318864
6478.780000000001,70,11.686143572621035
10105.3,38,6.343906510851419
13731.82,39,6.510851419031719
17358.34,37,6.176961602671119
20984.86,24,4.006677796327212
24611.379999999997,17,2.8380634390651087
28237.9,16,2.671118530884808
31864.42,9,1.5025041736227045
39117.46,2,0.333889816360601
46370.5,1,0.1669449081803005
53623.54,1,0.1669449081803005
57250.06,2,0.333889816360601
60876.58,3,0.5008347245409015
75382.66,2,0.333889816360601
79009.18,1,0.1669449081803005
82635.70000000001,4,0.667779632721202
86262.22,3,0.5008347245409015
89888.73999999999,1,0.1669449081803005
