COUNT,Count,Percentage
23.1515,127,21.202003338898162
69.16,55,9.181969949916528
114.6,57,9.515859766277128
160.04,31,5.175292153589315
205.48,42,7.011686143572621
250.92,36,6.010016694490818
296.36,48,8.013355592654424
341.79999999999995,39,6.510851419031719
387.24,32,5.342237061769616
432.67999999999995,33,5.509181969949917
478.12,24,4.006677796327212
523.56,29,4.841402337228715
569.0,16,2.671118530884808
614.44,10,1.669449081803005
659.88,5,0.8347245409015025
705.3199999999999,3,0.5008347245409015
750.76,4,0.667779632721202
796.2,1,0.1669449081803005
841.64,2,0.333889816360601
887.0799999999999,1,0.1669449081803005
932.52,2,0.333889816360601
1023.3999999999999,1,0.1669449081803005
1114.28,1,0.1669449081803005
