REQUEST_RUNTIME,SECONDS
request_e2e_time,12523.3212890625
request_inter_arrival_delay,653.5714111328125
request_e2e_time_normalized,158.47007751464844
request_e2e_time_piecewise_normalized,4230.08740234375
request_execution_time,8114.78076171875
request_execution_time_normalized,54.83809280395508
request_preemption_time,234.7765350341797
request_scheduling_delay,4173.76611328125
request_execution_plus_preemption_time,8349.5625
request_execution_plus_preemption_time_normalized,56.322784423828125
prefill_e2e_time,4794.11669921875
prefill_e2e_time_normalized,1.7857720851898193
prefill_e2e_time_piecewise_normalized,4173.83837890625
prefill_time_execution_plus_preemption,620.3509521484375
prefill_time_execution_plus_preemption_normalized,0.07187964022159576
decode_time_execution_plus_preemption_normalized,30.76026153564453
