SECONDS,request_completed
-61.33356952667236,1.0
-57.615301847457886,2.0
-57.1594660282135,3.0
-54.84909176826477,4.0
-49.86477088928223,5.0
-48.360647439956665,6.0
-48.035250663757324,7.0
-48.01909947395325,8.0
-46.73710060119629,9.0
-44.15498948097229,10.0
-44.09731864929199,11.0
-28.25751781463623,12.0
-24.4477436542511,13.0
-23.58388113975525,14.0
-23.190719604492188,15.0
-21.187789916992188,16.0
-18.976813077926636,17.0
-17.12003755569458,18.0
-16.518776655197144,19.0
-16.14515972137451,20.0
-16.144742250442505,21.0
-10.637130498886108,22.0
-10.107120037078857,23.0
-9.286327838897705,24.0
-8.449342727661133,25.0
-7.785226583480835,26.0
-7.5239386558532715,27.0
-7.459502696990967,28.0
-6.387040615081787,29.0
-6.285646915435791,30.0
-6.1453940868377686,31.0
-6.105749845504761,32.0
-5.836008310317993,33.0
-5.816716909408569,34.0
-5.70838475227356,35.0
-5.020666837692261,36.0
-2.779874324798584,37.0
-2.713608980178833,38.0
-2.633899211883545,39.0
-2.359023094177246,40.0
0.8364717960357666,41.0
6.729939222335815,42.0
6.823801517486572,43.0
6.933440923690796,44.0
7.041219472885132,45.0
7.809033393859863,46.0
8.270496368408203,47.0
10.649157047271729,48.0
10.758812665939331,49.0
10.780599117279053,50.0
11.483362913131714,51.0
12.173974752426147,52.0
12.715163230895996,53.0
12.855455160140991,54.0
14.251298189163208,55.0
14.719548225402832,56.0
14.739470958709717,57.0
14.917351007461548,58.0
15.33546781539917,59.0
15.81893539428711,60.0
17.106817722320557,61.0
18.442665576934814,62.0
22.351937294006348,63.0
23.169117212295532,64.0
24.39853858947754,65.0
26.159996271133423,66.0
28.343883275985718,67.0
28.521074533462524,68.0
29.86789560317993,69.0
29.916861534118652,70.0
31.20475721359253,71.0
31.907320261001587,72.0
32.09432888031006,73.0
33.55440425872803,74.0
34.4933557510376,75.0
35.88331079483032,76.0
35.979334354400635,77.0
36.12413048744202,78.0
36.447561264038086,79.0
36.49114203453064,80.0
36.65958547592163,81.0
37.298004388809204,82.0
38.46706819534302,83.0
39.44355034828186,84.0
39.576743364334106,85.0
40.22492694854736,86.0
40.57348322868347,87.0
40.799452781677246,88.0
40.95890426635742,89.0
41.45720291137695,90.0
43.92547416687012,91.0
45.60276818275452,92.0
47.55883049964905,93.0
47.61917233467102,94.0
47.678438663482666,95.0
47.83099412918091,96.0
47.863744497299194,97.0
49.65330767631531,98.0
51.33192753791809,99.0
51.57856750488281,100.0
52.32501554489136,101.0
52.42868685722351,102.0
54.14098286628723,103.0
58.488577127456665,104.0
61.21648812294006,105.0
61.335644483566284,106.0
61.431607484817505,107.0
61.807671546936035,108.0
61.824541330337524,109.0
62.353962898254395,110.0
62.49736046791077,111.0
63.48564124107361,112.0
64.5392837524414,113.0
67.32647037506104,114.0
68.54797744750977,115.0
69.09829878807068,116.0
72.46456694602966,117.0
73.08524990081787,118.0
73.44986057281494,119.0
83.8219256401062,120.0
87.62393355369568,121.0
89.15019965171814,122.0
93.49987578392029,123.0
93.60976767539978,124.0
94.54047274589539,125.0
94.54911828041077,126.0
94.89670825004578,127.0
96.2216739654541,128.0
98.14175057411194,129.0
99.76773476600647,130.0
100.31874823570251,131.0
106.78208637237549,132.0
109.6826331615448,133.0
110.50130534172058,134.0
110.7558205127716,135.0
111.29323697090149,136.0
111.55781507492065,137.0
114.97239971160889,138.0
118.44792079925537,139.0
120.69548177719116,140.0
121.74437284469604,141.0
122.31264853477478,142.0
123.76030039787292,143.0
123.81514859199524,144.0
125.31301403045654,145.0
126.09194016456604,146.0
126.09341931343079,147.0
127.4696295261383,148.0
127.75340247154236,149.0
128.4098823070526,150.0
128.64983344078064,151.0
129.709064245224,152.0
131.11878418922424,153.0
131.31615376472473,154.0
131.76392722129822,155.0
132.81206893920898,156.0
133.70175766944885,157.0
133.81395363807678,158.0
134.0417492389679,159.0
134.09929013252258,160.0
137.57747626304626,161.0
138.7321252822876,162.0
139.67567658424377,163.0
140.55065989494324,164.0
141.6675682067871,165.0
141.91483616828918,166.0
142.05513668060303,167.0
144.21423745155334,168.0
145.298033952713,169.0
145.49345469474792,170.0
145.55879878997803,171.0
145.87887620925903,172.0
146.14039492607117,173.0
147.6374523639679,174.0
147.99598598480225,175.0
148.4566216468811,176.0
148.58097887039185,177.0
149.01717448234558,178.0
149.66081261634827,179.0
149.9850628376007,180.0
150.31036138534546,181.0
150.4433171749115,182.0
152.27772092819214,183.0
152.27821111679077,184.0
152.4058530330658,185.0
152.78272819519043,186.0
152.84123420715332,187.0
153.12633514404297,188.0
153.242094039917,189.0
153.3585045337677,190.0
153.6159245967865,191.0
153.75911021232605,192.0
153.81365180015564,193.0
153.91740012168884,194.0
156.5591905117035,195.0
156.9932825565338,196.0
158.45739579200745,197.0
158.5691020488739,198.0
158.94057965278625,199.0
159.1823799610138,200.0
159.48013305664062,201.0
159.97390389442444,202.0
160.08412671089172,203.0
160.13989186286926,204.0
160.59214901924133,205.0
161.0602900981903,206.0
161.4648699760437,207.0
162.57333421707153,208.0
163.84587812423706,209.0
165.48758625984192,210.0
166.06168246269226,211.0
167.8445906639099,212.0
168.8928165435791,213.0
169.28403735160828,214.0
169.51312351226807,215.0
169.68579864501953,216.0
170.2730803489685,217.0
170.3933973312378,218.0
170.85720682144165,219.0
170.9099726676941,220.0
172.72470378875732,221.0
173.3054358959198,222.0
173.63646364212036,223.0
174.1802749633789,224.0
175.2424714565277,225.0
175.46449613571167,226.0
175.6951072216034,227.0
178.81691074371338,228.0
179.0765573978424,229.0
181.56103587150574,230.0
182.03014755249023,231.0
182.12482976913452,232.0
182.88600754737854,233.0
184.28347039222717,234.0
185.1394054889679,235.0
187.02389216423035,236.0
187.77696251869202,237.0
187.88794922828674,238.0
188.94306707382202,239.0
191.29171538352966,240.0
192.40659832954407,241.0
193.908531665802,242.0
195.024316072464,243.0
195.1938648223877,244.0
195.40603113174438,245.0
195.60399293899536,246.0
196.2300033569336,247.0
196.27934455871582,248.0
196.42098331451416,249.0
196.7135488986969,250.0
197.13564133644104,251.0
198.79577922821045,252.0
198.8470242023468,253.0
199.0489466190338,254.0
201.88930988311768,255.0
202.45024991035461,256.0
203.03921699523926,257.0
205.76677250862122,258.0
206.25552415847778,259.0
207.60935854911804,260.0
208.73727202415466,261.0
209.375816822052,262.0
209.44657802581787,263.0
210.08436369895935,264.0
212.19906735420227,265.0
213.1117923259735,266.0
215.66773986816406,267.0
217.26174974441528,268.0
217.51505517959595,269.0
217.57763242721558,270.0
218.79135417938232,271.0
219.0346577167511,272.0
220.3501591682434,273.0
221.23788595199585,274.0
222.02556228637695,275.0
223.35354375839233,276.0
223.41371297836304,277.0
224.31975936889648,278.0
226.92235207557678,279.0
227.23610877990723,280.0
