COUNT,Count,Percentage
2803.1675,339,56.59432387312187
6473.4400000000005,66,11.018363939899833
10098.4,34,5.676126878130217
13723.36,41,6.844741235392321
17348.32,34,5.676126878130217
20973.28,23,3.8397328881469117
24598.239999999998,17,2.8380634390651087
28223.2,16,2.671118530884808
31848.16,9,1.5025041736227045
39098.08,2,0.333889816360601
46348.0,1,0.1669449081803005
53597.92,1,0.1669449081803005
57222.880000000005,2,0.333889816360601
60847.84,3,0.5008347245409015
75347.68,2,0.333889816360601
78972.64,1,0.1669449081803005
82597.6,4,0.667779632721202
86222.56,3,0.5008347245409015
89847.51999999999,1,0.1669449081803005
