COUNT,Count,Percentage
23.288,89,14.858096828046744
69.58,68,11.352253756260435
115.3,36,6.010016694490818
161.01999999999998,61,10.18363939899833
206.74,44,7.345575959933222
252.45999999999998,39,6.510851419031719
298.18,50,8.347245409015025
343.9,42,7.011686143572621
389.62,34,5.676126878130217
435.34000000000003,36,6.010016694490818
481.06,23,3.8397328881469117
526.78,31,5.175292153589315
572.5,14,2.337228714524207
618.22,11,1.8363939899833055
663.94,6,1.001669449081803
709.66,3,0.5008347245409015
755.38,3,0.5008347245409015
801.1,2,0.333889816360601
846.8199999999999,2,0.333889816360601
892.54,1,0.1669449081803005
938.26,2,0.333889816360601
1029.7,1,0.1669449081803005
1121.1399999999999,1,0.1669449081803005
