,cdf,Time Between Tokens
0,0.0,0.0
1,0.01,0.012945565926055102
2,0.02,0.013366523577309688
3,0.03,0.013773594961171384
4,0.04,0.014136404638853238
5,0.05,0.014335706226092027
6,0.06,0.014508771070787758
7,0.07,0.014742778553645742
8,0.08,0.015010551382498934
9,0.09,0.015161409982456598
10,0.1,0.015313784737057837
11,0.11,0.015405943676541549
12,0.12,0.015560776036449356
13,0.13,0.015685761561915694
14,0.14,0.0157801590720911
15,0.15,0.01590690670144762
16,0.16,0.01600263507149086
17,0.17,0.01609893953850904
18,0.18,0.016195823569475656
19,0.19,0.01626073662495146
20,0.2,0.01635859435694328
21,0.21,0.016424159799691102
22,0.22,0.0164899880295213
23,0.23,0.01655608009968765
24,0.24,0.01662243706766539
25,0.25,0.01668905999516812
26,0.26,0.016755949948164837
27,0.27,0.016823107996896916
28,0.28,0.016856787892786603
29,0.29,0.016924350101212383
30,0.3,0.0169582326839976
31,0.31,0.017026201484365525
32,0.32,0.017060287973823713
33,0.33,0.01709444270450204
34,0.34,0.017128665813019556
35,0.35000000000000003,0.01719731771141653
36,0.36,0.017231746775903854
37,0.37,0.017231746775903854
38,0.38,0.017266244767447207
39,0.39,0.017300811824038694
40,0.4,0.017370153685716334
41,0.41000000000000003,0.017404928768170222
42,0.42,0.0174397734704088
43,0.43,0.0174397734704088
44,0.44,0.017474687931811023
45,0.45,0.017509672292034872
46,0.46,0.017579851268977924
47,0.47000000000000003,0.017615046166413306
48,0.48,0.017650311524103825
49,0.49,0.017685647483111043
50,0.5,0.017685647483111043
51,0.51,0.01772105418477893
52,0.52,0.017756531770734444
53,0.53,0.01779208038288807
54,0.54,0.017827700163434393
55,0.55,0.017863391254852673
56,0.56,0.017899153799907433
57,0.5700000000000001,0.017934987941648994
58,0.58,0.018006871588826297
59,0.59,0.018042921381796924
60,0.6,0.01807904334652525
61,0.61,0.018115237627499264
62,0.62,0.018187843717583342
63,0.63,0.018224255817118045
64,0.64,0.018260740813748913
65,0.65,0.018297298853416077
66,0.66,0.018370634647081274
67,0.67,0.01844426437148869
68,0.68,0.018518189204716273
69,0.6900000000000001,0.01859241032956371
70,0.7000000000000001,0.01870430016266761
71,0.71,0.01881686335304635
72,0.72,0.01896800205900161
73,0.73,0.01912035472437239
74,0.74,0.01931251754843599
75,0.75,0.019545663917194606
76,0.76,0.020020434467290085
77,0.77,0.02217029897967988
78,0.78,0.04196154996612094
79,0.79,0.0428092297904313
80,0.8,0.04341277416141325
81,0.81,0.043936865887315185
82,0.8200000000000001,0.044289770669018014
83,0.8300000000000001,0.04473489041347754
84,0.84,0.045184483687239964
85,0.85,0.045456405630066955
86,0.86,0.045729964009496867
87,0.87,0.04618955794251058
88,0.88,0.046467528460465056
89,0.89,0.04684075974714052
90,0.9,0.04712264922234397
91,0.91,0.047501142496755494
92,0.92,0.04778700618048432
93,0.93,0.048074590202743524
94,0.9400000000000001,0.04836390491659591
95,0.9500000000000001,0.048752368066212935
96,0.96,0.04904576167304804
97,0.97,0.04953867993776148
98,0.98,0.05003655211505374
99,0.99,0.05043845011448348
100,1.0,0.05270729115059698
