,cdf,Time to First Token
0,0.0,0.39653109854538615
1,0.01,0.39653109854538615
2,0.02,0.39653109854538615
3,0.03,0.39653109854538615
4,0.04,0.39653109854538615
5,0.05,0.39653109854538615
6,0.06,0.39653109854538615
7,0.07,0.6969785661074768
8,0.08,0.6969785661074768
9,0.09,0.6969785661074768
10,0.1,0.6969785661074768
11,0.11,0.6969785661074768
12,0.12,0.6969785661074768
13,0.13,0.6969785661074768
14,0.14,1.0335500338349635
15,0.15,1.0335500338349635
16,0.16,1.0335500338349635
17,0.17,1.0335500338349635
18,0.18,1.0335500338349635
19,0.19,1.0335500338349635
20,0.2,1.3485090836194094
21,0.21,1.3485090836194094
22,0.22,1.3485090836194094
23,0.23,1.3485090836194094
24,0.24,1.3485090836194094
25,0.25,1.3485090836194094
26,0.26,1.3485090836194094
27,0.27,1.6769885788171686
28,0.28,1.6769885788171686
29,0.29,1.6769885788171686
30,0.3,1.6769885788171686
31,0.31,1.6769885788171686
32,0.32,1.6769885788171686
33,0.33,1.6769885788171686
34,0.34,2.0238461486028263
35,0.35000000000000003,2.0238461486028263
36,0.36,2.0238461486028263
37,0.37,2.0238461486028263
38,0.38,2.0238461486028263
39,0.39,2.0238461486028263
40,0.4,2.360798209774551
41,0.41000000000000003,2.360798209774551
42,0.42,2.360798209774551
43,0.43,2.360798209774551
44,0.44,2.360798209774551
45,0.45,2.360798209774551
46,0.46,2.360798209774551
47,0.47000000000000003,2.715564451819129
48,0.48,2.715564451819129
49,0.49,2.715564451819129
50,0.5,2.715564451819129
51,0.51,2.715564451819129
52,0.52,2.715564451819129
53,0.53,2.715564451819129
54,0.54,3.0313251576320135
55,0.55,3.0313251576320135
56,0.56,3.0313251576320135
57,0.5700000000000001,3.0313251576320135
58,0.58,3.0313251576320135
59,0.59,3.0313251576320135
60,0.6,3.356839491127373
61,0.61,3.356839491127373
62,0.62,3.356839491127373
63,0.63,3.356839491127373
64,0.64,3.356839491127373
65,0.65,3.356839491127373
66,0.66,3.356839491127373
67,0.67,3.739679601343251
68,0.68,3.739679601343251
69,0.6900000000000001,3.739679601343251
70,0.7000000000000001,3.739679601343251
71,0.71,3.739679601343251
72,0.72,3.739679601343251
73,0.73,3.739679601343251
74,0.74,4.0592570611321745
75,0.75,4.0592570611321745
76,0.76,4.0592570611321745
77,0.77,4.0592570611321745
78,0.78,4.0592570611321745
79,0.79,4.0592570611321745
80,0.8,4.432660625040211
81,0.81,4.432660625040211
82,0.8200000000000001,4.432660625040211
83,0.8300000000000001,4.432660625040211
84,0.84,4.432660625040211
85,0.85,4.432660625040211
86,0.86,4.432660625040211
87,0.87,4.811457359965823
88,0.88,4.811457359965823
89,0.89,4.811457359965823
90,0.9,4.811457359965823
91,0.91,4.811457359965823
92,0.92,4.811457359965823
93,0.93,4.811457359965823
94,0.9400000000000001,5.139727413494517
95,0.9500000000000001,5.139727413494517
96,0.96,5.139727413494517
97,0.97,5.139727413494517
98,0.98,5.139727413494517
99,0.99,5.139727413494517
100,1.0,5.512399829012181
